,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2017-03-16,스마트폰에 독서…개헌에만 설전 '맥빠진 국회',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=022&aid=0003155776,세계일보,"여야 본회의 긴급현안질문박근혜 전 대통령 파면 이후 첫 긴급현안질문이 16일 국회 본회의장에서 열렸다. 야당 의원들은 포스트 탄핵 정국 수습 방안을 집중 질의했다. 그러나 황교안 대통령 권한대행과 유일호 경제부총리, 윤병세 외교부 장관 등 주요 국무위원들이 자리를 비운 데다 정치권 관심이 온통 대선에만 쏠린 탓에 전반적으로 맥 빠진 분위기 속에서 진행됐다. 대신 개헌을 둘러싼 여야 공방이 불꽃을 튀겼다.16일 오후 열린 국회 대정부 긴급현안질문에서 개회 1시간여 만에 본회의장이 텅텅 비어 있다. 이날 본회의 중반부터 끝날 때까지 본회의장 의석에는 40여명만 자리를 지켰으며, 다수 의원이 회의에 집중하지 않고 스마트폰을 들여다보고, 일부 의원은 독서하는 모습까지 포착돼 눈살을 찌푸리게 했다.연합뉴스더불어민주당 이춘석 의원은 이창재 법무부 차관(장관 직무대행)을 상대로 “박 전 대통령이 소환에 불응하면 어떻게 할 것이냐”며 전직 대통령 수사 복안을 캐물었다. 이 차관은 “21일로 (날짜를) 지정해서 출석을 요구했고, 박 전 대통령 변호인 측도 출석하겠다고 확고하게 명시적으로 답변했다”며 “출석하리라 믿는다”고 답했다. 구속 수사 필요성에 관해서는 “지금 단계에서는 본인의 설명을 못 들은 상태로, 단계에 맞춰 (검찰이) 법대로 (할 것)”이라고 말했다.그는 우병우 전 청와대 민정수석이 검찰 출신이라 검찰이 감싸는 것 아니냐는 지적에 “일부 그런 시각이 있어 안타깝다”며 “검찰 신뢰 회복을 위해 최선을 다할 것”이라고 밝혔다.국민의당 김광수 의원은 “황 대행이 대선에서 직접 선수로 뛰는 것을 포기하는 대신 심판으로서 친정인 수구기득권 세력을 도와주는 역할을 하는 플랜B가 가동되고 있다는 얘기가 있다”는 의혹을 제기했다. 홍윤식 행정자치부 장관은 “동의하지 않는다. 역대 가장 깨끗한 선거가 되도록 최선을 다하겠다”고 답했다. 홍 장관은 박 전 대통령 사저 주변 친박(친박근혜) 단체의 집회 관리 문제에 관한 질문에 “학교 등에서 학생 안전과 학습권 보장에 관한 요청이 있어 경찰이 필요한 조치를 취하고 있다”고 강조했다.야당 의원들은 전날 강창일 의원 발언 논란을 의식한 탓에 이날은 비교적 차분히 질의를 이어갔다. 강 의원은 15일 외교통일위원회 현안질의에서 “새 정부에서 당연히 정책 전환이 있을 테니 빨리 태스크포스(TF)를 만들어야 한다”고 촉구하면서 민주당이 탄핵 인용 후 마치 여당이 다 된 듯 행동하고 있다는 비판을 받았다.하지만 민주당을 제외한 3당이 추진 중인 ‘대선 동시 개헌’ 문제를 놓고는 한 치의 양보 없는 설전이 벌어졌다. 자유한국당 의원들은 “문재인 후보는 적폐 청산을 주장하면서 왜 5월 국민투표에 부정적인가. 이미 대통령이 됐다는 착각에 빠져 제왕의 탈을 벗지 않으려는 것 아닌가”(윤상직 의원), “5공화국 후 7명의 대통령 중 2명이 구속되고 1명은 극단적 선택을 했으며, 3명은 아들과 친형이 구속된 데 이어 또 한 번 불행한 대통령이 탄생하는 모습에서 제왕적 대통령제의 수명이 다했음을 보게 된다”(강효상 의원)며 개헌 필요성을 강조했다.이에 민주당 최인호 의원은 “일부에서 정략적으로 추진하는 개헌은 국민 손으로 뽑은 대통령에게는 상징적 권한만 부여하는 사실상 내각제”이라며 “임기를 3년으로 줄이면 어떻게 국정개혁을 하겠나. 이는 박 전 대통령을 탄핵한 국민 뜻에 반하는 것”이라고 맞받았다.유태영 기자 anarchyn@segye.comⓒ 세상을 보는 눈, 글로벌 미디어세계일보"
1,2017-03-16,"美 '미사일 추적함' 서해 배치, 北 미사일 탐지",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=214&aid=0000750823,MBC,"[뉴스데스크]◀ 앵커 ▶미국이 북한의 탄도미사일을 정밀 추적할 수 있는 최신예 함정을 우리 서해에 긴급배치한 사실도 확인됐습니다.동창리 미사일 발사장을 면밀히 감시하려는 목적으로 보입니다.구경근 기자의 단독보도입니다.◀ 리포트 ▶미 해군의 탄도미사일 추적함 하워드 로렌젠호입니다.단거리부터 대륙간탄도미사일, ICBM까지 모든 미사일의 종류를 식별, 확인할 수 있는 최신예 함정입니다.1천km 앞을 내다볼 수 있는 강력한 레이더 2대 덕분입니다.S-밴드 레이더로 중장거리 미사일의 비행 경로를 중점 추적하고사드 레이더 체계인 X-밴드 레이더로 북한 전역을 정밀 추적하면서 요격해야할 목표물을 탐지할 수 있습니다.지난달 부산에 입항했던 이 로렌젠호가 최근 서해로 이동해 북한 미사일 탐지 추적에 나선 것이 확인됐습니다.평안북도 동창리 미사일 발사장을 밀착 감시하려는 의도로 보입니다.[김대영/디펜스타임즈 편집위원]""중장거리 탄도미사일 감시에 특화된 함정으로서 북한의 대륙간탄도미사일이나 장거리미사일 감시를 담당하고 있는 것으로...""앞서 지난 6일 동창리에서 발사된 탄도미사일 4발과 지난달 12일 평북 방현비행장 일대에서 발사된 북극성 2형도 로렌젠호가 탐지했습니다.로렌젠호는 지난해 2월 북한이 동창리에서 장거리미사일 광명성 4호를 발사하겠다고 예고했을 때도 일본 사세보항에서 한반도 해역 인근에 급파된 바 있습니다.MBC뉴스 구경근입니다.구경근기자 (kpluskk@mbc.co.kr)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]Copyright(c) Since 1996,MBC&iMBCAll rights reserved."
2,2017-03-16,해충 잡기 위한 '논두렁 태우기'…득보다 실이 더 크다,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000513736,SBS,"<앵커>이맘때 농촌에서는 농번기 앞두고 병충해 막으려 논둑 밭둑에 불을 놓습니다. 그런데 불내서 해충 잡는다는 게 옛날얘기지, 알고 보면 득보다 실이 더 크다고 합니다.장세만 기자입니다.<기자>바싹 메말라 있는 논두렁 잡풀에 불을 댕기자 곧장 무서운 속도로 불길이 번집니다.30초 만에 집채만큼 커진 화염이 논두렁을 집어삼킬 듯 타오릅니다.농번기를 앞두고 논둑에 불을 놓는 건 농작물을 망치는 해충을 없애기 위한 전통적인 농사 기법의 하나였습니다.[이경태/벼농사 농민 : 병해충 벌레들과 땅속에 숨어 월동을 하는 균들을 박멸할 수 있는 (방법으로 알았습니다.)]진공청소기처럼 벌레를 빨아들이는 포집기입니다.실제로 이맘때 논두렁에 어떤 해충이 얼마나 사는지 직접 확인해보겠습니다.채집망에 잡힌 벌레 중에는 애멸구나 바구미 같은 해충은 눈에 띄지 않고, 농사에 도움을 주는 거미, 톡톡이 같은 유익한 벌레만 가득합니다.거미는 해충을 잡아먹고 톡톡이는 풀잎을 분해해 지력을 높여주는데, 이맘때 불을 놓으면 유익한 벌레만 잡는 꼴입니다.[김광호/농촌진흥청 농학박사 : 온도가 지금보다 더 올라가면 해충이 훨씬 많아지고 (유익한) 천적 수가 줄어드는데 이른 봄철에는 항상 천적이 더 많이 잡히고 있습니다.]옛날엔 농약 등 방제기술이 없다 보니 불이라도 놔 병충해를 막고자 했지만, 요즘에는 득보다 실이 더 크다는 겁니다.특히 올봄에는 오랜 가뭄과 강한 바람 탓에 산불로 이어질 우려가 커지고 있습니다.(영상취재 : 공진구, 영상편집 : 염석근)장세만 기자(jang@sbs.co.kr)☞ [19대 대선 특집] 선거 주요 뉴스를 한눈에!​☞ 미혼모 후원 바로가기※ ⓒ SBS & SBS콘텐츠허브 : 무단복제 및 재배포 금지"
3,2017-03-16,"""수확해 봤자 손해""…쓰레기 폐기장 가는 청양고추",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=057&aid=0001099886,MBN,"【 앵커멘트 】김영란 법과 구제역,AI 등으로 외식업이 불황을 겪으면서 그 불똥이 청양고추로까지 튀었습니다.청양고추 가격이 무려 5분위 1수준으로 뚝 떨어진 건데, 농민들은 눈물을 머금고 청양고추를 쓰레기장에 버려야할 지경에 놓였습니다.강진우 기자가 보도합니다.【 기자 】청양고추 최대 산지인 경남 밀양 무안면.본격적 수확기를 맞은 청양고추의 크기와 상태는 최상급이지만 어쩐 일인지 그대로 방치돼 있습니다.▶ 인터뷰 : 이길재 / 고추 재배 농민- ""수확을 해도 남는 게 하나도 없습니다. 봄철 되면 어느 정도 쓸 돈도 생기고 해야 하는데 가격 자체가 형성이 안 되다 보니까.""청양고추가 주로 소비되는 80%는 식당.김영란법 시행과 이어진 AI·구제역 등의 여파로 외식업이 불황을 겪으면서 청양고추가 직격탄을 맞는 겁니다.▶ 인터뷰 : 하경호 / 식당 주인- ""예전에는 10kg 한 박스씩 소비가 됐는데 지금은 손님이 너무 없다 보니까 하루 5kg도 소비가 안 됩니다.""10kg 한 박스의 경매가는 2만 원, 예년의 10만 원에 비해 5분 1 가격으로 곤두박질쳤습니다.수확해봤자 손해만 볼께 뻔한 상황, 농민들이 눈물을 머금고 아예 청양고추를 폐기 처분하기로 한 겁니다.▶ 스탠딩 : 강진우 / 기자- ""청양고추는 이곳 쓰레기 처리장에서 오늘 하루만 6톤, 이번 주까지 140톤이 폐기 처분됩니다.""남아도는 청양고추를 없애 가격을 맞춰보려는 거지만, 위축된 소비 심리가 회복되지 않는 한 농민들의 시름은 한동안 계속될 전망입니다.MB 뉴스 강진우입니다.영상취재: 진은석 기자영상편집: 김경준< Copyright ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지 >"
4,2017-03-16,10대 중 6대 에어백 없어…택시는 뒷좌석에 앉아라?,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=448&aid=0000203790,TV조선,"[앵커]에어백은 안전밸트 못지 않게 탑승객을 보호해주는 중요한 장치입니다. 그런데 택시 10대 가운데 6대는 운전자 옆 자리, 조수석에 에어백이 없습니다. '택시 탈 때는 뒷좌석에 앉으라'는 말까지 나올 정도입니다.홍연주 기자입니다.[리포트]택시 앞부분이 형체를 알아보기 힘들 정도로 찌그러졌습니다. 이 사고로 택시기사와 옆좌석에 앉았던 노모가 숨졌는데, 택시엔 에어백이 없었습니다.이처럼 에어백이 아예 설치돼 있지 않거나 운전석에만 설치돼 있는 택시는 전체 면허대수 7만2천대의 60%, 10대 가운데 6대에 달합니다.100만원 정도 되는 에어백 설치비용이 부담스럽기 때문입니다.택시기사""영업용택시에 에어백 달려있는 거는 거의 없을텐데요. 다 옵션이니까.""특히 택시 조수석은 일반 승용차보다 더 위험합니다. 택시 앞좌석에는 내비게이션이나 블랙박스 같은 내부 부착물이 유난히 많습니다.사고가 날 경우 흉기가 되어 탑승자에게 날아올 수 있습니다. 이 때문에 카드결제기를 운전석에 가깝게 다는 등 정부 권고 매뉴얼이 있지만 지키는 택시운전자는 드뭅니다.한재경 / 교통안전공단 교수""앞좌석보다는 뒷좌석이 더 안전합니다. 일차로 안전띠를 매는 것이 가장 중요하고, 그 다음에 에어백이 설치되어 있는지 확인해보고…""정부는 2014년부터 새 택시에 에어백을 의무적으로 달도록 했습니다. 택시 교체 주기를 고려하면 8년 뒤인 2025년에야 모든 택시에 에어백이 설치될 것으로 보입니다.TV조선 홍연주입니다./ 홍연주 기자 playhong@chosun.com* 뉴스제보 : 이메일(tvchosun@chosun.com), 카카오톡(tv조선제보), 전화(1661-0190)홍연주 기자(playhong@chosun.com)- Copyrights ⓒ TV조선. 무단전재 및 재배포 금지 -"
5,2017-03-16,가공할 파괴력…'죽음의 백조' B-1B 위력은?,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=214&aid=0000750822,MBC,"[뉴스데스크]◀ 앵커 ▶B-1B 전폭기는, 백조를 닮은 생김새와는 달리 가공할 파괴력을 가져 '죽음의 백조'로 불립니다.북한이 가장 두려워하는 미 공군의 전략무기로, 북한은 이 폭격기가 한반도에 전개될 때마다 핵 선제 타격 연습이라고 비난하고 있는데요.B-1B 전폭기, 정동욱 기자가 자세히 알아봤습니다.◀ 리포트 ▶대공포가 미치지 못하는 18km 상공. B-1B 폭격기 '랜서'가 투하한 정밀 유도탄이 적 탱크 부대를 순식간에 파괴합니다.미 공군은, '하늘 위의 요새' B-52 폭격기보다 훨씬 강력한, 초음속 전략 폭격기 B-1B를 지난해 8월 미국 본토에서 괌으로 첫 전진 배치했습니다.최대 시속 마하 1.2로 괌에서 평양까지 2시간 반 만에 도착할 수 있어, B-52보다 두 배 가까이 빠릅니다.B-1B는 B-52와 B-2 등 미 공군의 3대 전략 폭격기 가운데 유일하게 초음속 비행이 가능해, 적 전투기를 따돌리며 단독 임무를 수행할 능력을 갖췄습니다.스텔스 기능은 물론 사거리 1,000km의 공대지 미사일 24발도 탑재 가능해 제주도 상공에서 북한 지역 폭격도 가능합니다.기체 내부에 34톤, 날개와 외부에는 27톤의 폭탄과 미사일을 장착할 수 있어 재래식 폭격만으로도 평양 전역을 초토화할 수 있습니다.유사시에는, 미사일 대신, B-52의 2배인 24발의 핵폭탄을 탑재할 수 있습니다.[신종우/국방안보포럼 사무국장]""평양뿐만 아니라 핵시설을 저고도로 정밀폭격 할 수 있어 북한이 두려워하는 전략 자산 중에 하나입니다.""B-1B는 1998년 미국의 이라크 공습작전인 '사막의 여우' 작전을 시작으로 아프가니스탄, 리비아 등에서 활약하며 1만 2천 번 넘게 출격했습니다.북한의 핵 공격 징후가 보일 경우, 북한 수뇌부와 핵심시설 선제 타격 임무를 수행할 가능성이 가장 높은 전략 자산입니다.MBC뉴스 정동욱입니다.정동욱기자 ()[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]Copyright(c) Since 1996,MBC&iMBCAll rights reserved."
6,2017-03-16,'차 타고 투표'…네덜란드의 투표율 올리기 사례,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=052&aid=0000987377,YTN,"[앵커]북유럽 네덜란드에서 5년 만에 총선이 치러졌는데, 지난 총선 때보다 투표율이 크게 올랐습니다.여러 요인이 복합적으로 작용했겠지만, 무엇보다 투표소의 접근성을 높이려는 당국의 노력이 한몫했다는 평가입니다.조기 대선을 앞둔 우리나라에서도 참고해볼 만한 사례입니다.임장혁 기자입니다.[기자]승용차가 진입한 곳은 주차장이 아닌, 투표소 내부입니다.차에서 내리자마자 투표할 수 있고, 투표를 마치면 그 자리에서 다시 차를 타고 떠납니다.차에 탄 채 음식을 주문하고 받는 '드라이브인 식당'과 비슷합니다.투표 대신 여행을 계획한 유권자들을 한 명이라도 더 끌어모으려는 시도였는데 효과가 컸습니다.[론 반 에스 / 투표소 관리자 : 완전히 새로운 방식이기 때문이어서인지 유권자들이 많이 왔습니다. 지금까지는 다들 만족해하고 있습니다.]네덜란드의 상징, 풍차 안에도 투표소가 차려졌습니다.투표소 위치를 일일이 설명하지 않아도 지역 유권자라면 누구나 쉽게 알 수 있도록, 관광 명소를 투표장으로 정한 겁니다.도심 인구밀집 지역의 한 선거구는 평소에도 많은 사람이 찾는 박물관을 투표 장소로 골랐습니다.투표와 가족 나들이를 동시에 할 수 있습니다.[베노 템펠 / 게멘테 박물관 관리자 : 이 지역은 인구가 많아 투표하러 올 사람도 많을 것으로 기대합니다. 투표한 직후에 전시장도 둘러볼 수 있도록 (투표시간에 맞춰) 일찍 개장할 예정입니다.]이번 네덜란드 총선 투표율은 지난 총선보다 8%나 올랐습니다.정치적 요인도 있었지만, 투표 독려 캠페인에만 머물지 않는 실질적인 노력이 효과를 봤다는 평가입니다.갑작스러운 투표소 변경, 찾기 힘든 투표소 지정으로 적잖은 혼란과 논란을 빚었던 우리나라로서 투표소 접근성을 높이려는 네덜란드의 노력을 눈여겨볼 필요가 있습니다.YTN 임장혁입니다.▶ 뉴스 덕후들의 YTN페이스북▶ 내가 만드는 뉴스! YTN제보[저작권자(c) YTN(Yes! Top News) 무단전재 및 재배포 금지]"
7,2017-03-16,"서른즈음에 첫 월급···빚·만혼·저출산, 내일이 없다",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=011&aid=0002994401,서울경제,"[늦어지는 첫 직장 입사…몸살 앓는 대한민국]청년들 돈 버는 시점 늦어지면서학자금·생활비 등 대출로 충당결혼 연령 5년·주택 구입 6년↑자금마련도 빚이용 비율 높아져""노동시장 격차부터 해소해야""[서울경제] 서울 소재 사립대를 나온 김모(27)씨는 대기업 해바라기다. 한때 ‘중소기업에서 회사생활을 시작한 뒤 대기업으로 이직할까’라고 생각했다. 하지만 “중소기업 다니다가 대기업으로 갈 수는 없다”는 주변 얘기를 들은 뒤부터 중소기업을 쳐다보지 않는다. 김씨는 “30대 중반 결혼을 가정할 때 서른 살 이전에만 취직해도 결혼 전에 어느 정도 기반을 갖출 수 있다”며 “무조건 대기업 입사만 도전할 것”이라고 말했다.◇입직 연령 상승은 악순환 고리 출발점=김씨처럼 취업을 미루는 청년들이 늘어나면서 첫 입사 나이인 입직(入職) 연령은 지난 10여년간 거의 예외 없이 올라갔다. 이는 개인은 물론이거니와 우리 사회 전반에 여러 가지 부정적인 영향을 미친다. 생산력을 감소시키는가 하면 소비력도 위축시킨다. 결혼 연령이 높아지면서 정부가 지난 10여년간 80조원의 예산을 쏟아부어 끌어올리려 한 출산율이 되레 떨어졌다. 출산율 하락은 다시 생산력 감소로 이어지는 악순환이 반복된다.◇늘어난 경제적 부담을 대출로 해결=첫 입사가 늦어지면서 청년들에게도 경제적 부담이 늘어난다. 학자금대출을 받은 사람들의 절반 이상이 생활비 등으로 추가 대출을 받아 빚의 늪에 빠지는 모양새다. 신한은행 빅데이터센터에 따르면 20대에 학자금대출을 받은 사람들의 53.9%는 생활비와 교육비를 충당하기 위해 추가로 대출을 받았다. 특히 학자금대출을 받은 사람들은 시간이 지날수록 대출받는 금액이 늘어났다. 학자금대출을 받은 해의 평균 대출액은 355만원이지만 이후 1~3년 내 1,374만원, 4~5년 내 1,396만원, 6년 이후 2,841만원으로 급증했다. 대출 목적이 첫해에는 학자금과 교육비 41.5%에 생활비 29%였으나 6년 이후에는 주택자금 마련 45.2%에 생활비 24.7%였다. 돈을 버는 시점이 늦어지면서 생애주기별로 필요한 돈을 계속해서 대출로 충당하고 있는 것으로 풀이된다. 신한은행 관계자는 “취업·창업 이후 학자금대출을 상환하는 20~30대는 생활고를 해결하기 위해 꾸준히 대출을 쓰고 있다”며 “학자금대출로 시작한 20~30대는 경제적으로 기반을 잡기가 쉽지 않아 보인다”고 말했다.◇결혼과 주택 마련 늦어지고 빚 늘어=입직 연령 상승의 영향으로 결혼과 거주지 마련 나이도 늦어지고 있다. 평균 결혼 연령은 과거 30년 전보다 5년 이상 늦어졌으며 첫 부동산 구입 연령도 1990년대 29세에서 현재 35세로 6년가량 높아졌다. 게다가 결혼자금을 마련하거나 부동산을 구입하기 위해 빚을 내는 사례도 늘었다. 3년 내 결혼 경험자 가운데 결혼자금으로 대출을 이용한 비율은 25.2%에 달했다. 첫 부동산 구입 시 대출을 활용하는 비중도 지난 1990년대 이전은 31.9%였으나 2010~2016년에는 49.3%로 커졌다.상황이 이렇다 보니 앞선 정부는 학제개편 등을 통해 입직 연령을 인위적으로 낮추려 했다. 참여정부는 초등학교 과정을 1년 단축하는 방안을, 이명박 정부는 초등학교 입학 연령을 1년 낮추는 정책을 각각 검토했다. 하지만 적게는 수조원에서 많게는 십수조원에 이를 것으로 추산되는 비용과 각종 혼란 등을 이유로 실현되지 않았다.◇노동·고용시장 경직성·격차 해소 시급=대신 고용노동부 등은 선취업 후진학, 일학습병행제 활성화 등을 추진하고 있다. 입직 연령을 1세 낮추면 고용률은 4% 정도 올라간다는 한국폴리텍대학의 분석도 정부 정책을 뒷받침한다.하지만 전문가들은 고용시장 경직성과 노동시장 격차가 청년들이 취업을 미루는 주된 요인이다 보니 입직 연령을 낮추기 위해서는 고용·노동시장 문제점을 먼저 해소해야 한다고 입을 모은다. 권혁 부산대 법학전문대학원 교수는 “실무능력 중심의 채용제도를 확고하게 구축하면 구직자들은 중소기업을 막론하고 실무능력 함양을 위한 취업 자체에 관심을 가질 것”이라며 “정부는 중소기업 근로자 및 비정규직에 대한 사회 안전망과 복지혜택을 강화해야 한다”고 말했다./세종=임지훈기자 조권형기자 jhlim@sedaily.com[서울경제 바로가기]'장미전쟁'의 승자는...5월 대선 실황중계[바로가기]서울경제와 친해지는 가장 확실한 방법[페이스북]저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
8,2017-03-16,'죽음의 백조' B-1B '기습 대북 무력시위'…폭탄투하 훈련,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0002615406,뉴스1,"지난해 9월 북한의 5차 핵실험 이후  경기도 평택시 주한미군 오산공군기지 상공에서 미군 전략자산인 B-1B ‘랜서’ 초음속 폭격기가 날고 있다.  2016.9.13/뉴스1 © News1 이재명 기자조선중앙통신 ""B-1B 남조선 사격장서 핵폭탄 투하연습""(서울=뉴스1) 홍기삼 기자 = 미국이 15일 전략폭격기 B-1B '랜서' 2대를 한반도에 전개해 폭탄투하 훈련을 실시한 것으로 확인됐다.이날 핵항공모함인 칼빈슨호도 부산항에 입항, 위력적인 전략자산의 동시 전개로 한미의 대북 압박 의지를 보인 것으로 평가된다.군 관계자는 16일 ""미 공군 소속 B-1B 2대가 어제 오후 한반도 상공에서 훈련하고 괌으로 돌아갔다""고 밝혔다. 훈련이 진행된 곳은 강원도 영월군 상동읍에 위치한 공군 전술폭격훈련장인 '필승사격장'이다.한미연합훈련인 독수리훈련(Foal Eagle·FE)과 키리졸브(Key Resolve·KR) 연습 등이 진행되고 있는 가운데 이날 전개된 B-1B 편대는 훈련 작전계획 시나리오에 따라 북한의 가상 표적물을 향한 폭격 훈련도 진행한 것으로 전해졌다.B-1B 랜서의 사전 예고없는 한반도 전개는 북한에 대한 무력시위와 더불어 북한 공군 레이더망의 반응 등을 확인하기 위한 것으로 알려졌다.B-1B는 B-52 전략폭격기, B-2 스텔스 폭격기와 함께 미국의 3대 폭격기로 무장능력과 속도가 가장 뛰어난 것으로 알려져 북한이 두려워하는 미국의 전략자산이다.최고속도가 마하 1.2로 B-52(마하 0.95)보다 시속 300㎞ 이상 빠르고 B-52보다 많은 무장(최대 60톤)을 싣고 더 빨리 날아가 제이담(JDAM) 등으로 적 대공미사일 사거리 밖에서 표적을 오차 범위내에서 정밀 타격할 수 있다. 유사시 괌 기지에서 한국(서울)까지 2시간이면 도달할 수 있다.이에 대해 북한 관영 조선중앙통신은 이날 ""15일 미제는 괌도의 앤더슨공군기지에서 이륙시킨 핵전략폭격기 B-1B 편대를 남조선 상동사격장 상공에 은밀히 끌어들여 약 1시간 동안이나 우리의 주요 대상물들을 선제타격하기 위한 핵폭탄 투하연습을 감행했다""고 주장했다.또한 미국 핵항공모함 칼빈슨호가 한미연합군사훈련을 위해 부산항에 입항한 사실도 전날(15일)에 이어 재차 거론했다. 아울러 한미일이 14~15일에 걸쳐 실시한 미사일경보훈련도 언급했다.그러면서 ""이것은 우리에 대한 핵선제타격을 기어코 실행해보려는 적들의 무모한 군사적 망동이 극히 위험한 단계에 들어섰다는 것을 그대로 실증해 주고 있다""며 ""거듭되는 경고에도 불구하고 핵전쟁 도발책동에 발악적으로 매달릴수록 격동상태에 있는 우리의 핵보검은 임의의 시각에 징벌의 철추를 더욱 무자비하게 내릴 것""이라고 위협했다.이와 관련 문상균 국방부 대변인은 이날 오전 정례브리핑에서 북한의 B-1B편대 한반도 비행 주장에 대해 ""작전보안상 확인해드릴 수 있는 부분이 아니다""라고 답했다.argus@▶ 놓치면 후회! 최신 만화 보기/2017년 나의 운세 보기▶ 여러분의 제보를 기다립니다. 제보하기(클릭!)[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
9,2017-03-16,"朴 前대통령, 5일째 칩거…""창문도 못 열고 힘들어해""",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0009113712,연합뉴스,"안봉근 前비서관 명의 고지서에 ""집 전화 요금"" 해명(서울=연합뉴스) 강병철 기자 = 박근혜 전 대통령이 지난 12일 삼성동 사저로 복귀한 이후 5일째 계속되는 언론의 취재로 ""창문도 열지 못하고 상당히 힘들어한다""고 박 전 대통령 측 관계자가 16일 전했다.이 관계자는 이날 연합뉴스와의 통화에서 ""심신이 쇠약해져 있고 건강도 썩 좋지 않은 상황인데 기자들이 자택 옆 건물 옥상에서 사저를 계속 찍고 있어 박 전 대통령이 창문도 열지 못하고 집 마당에서 산책도 못 하고 있다""면서 이같이 말했다.이와 관련, 박 전 대통령 경호를 맡은 대통령 경호실은 해당 언론사에 협조 요청을 했으나 언론사 측이 이를 받아들이지 않았다고 이 관계자는 말했다.이 관계자는 또 삼성동 사저로 안봉근 전 국정홍보 비서관 명의의 통신요금 고지서가 배달된 것을 놓고 일각에서 '차명 휴대폰' 논란이 제기되는 것에 대해 ""10여 년 전 집 전화를 개설할 때 당시 안 비서관 명의로 설치한 것""이라며 ""해당 고지서는 집 전화 요금""이라고 밝혔다.박 전 대통령은 지난 12일 사저 복귀 이후 칩거를 이어가고 있으며, 박 전 대통령을 자발적으로 돕기로 했던 친박(친박근혜)계 의원들도 14일 이후 모습을 드러내지 않고 있다.이에 대해 한 친박계 의원은 ""사저 정치가 아니라고 해도 사저 정치를 한다고 계속 비판하니 가려고 해도 가기 어려운 상황""이라고 말했다.soleco@yna.co.kr최신 유행 트렌드 총집결 #흥(클릭!)"
