,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2018-09-26,'추석 신풍속도' 차례 대신 여행에 '혼추족' 급증,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=057&aid=0001288005,MBN,"【 앵커멘트 】이번 명절 잘 지내셨습니까?명절에 고향을 찾은 가족들이 한자리에 모여 차례를 지내는 건 점점 옛말이 되고 있습니다.고향 대신 캠핑이나 해외로 여행을 떠나고, 아예 혼자 보내는 걸 선택하기도 하는데요.달라진 '명절 신풍속도'를 권용범 기자가 취재했습니다.【 기자 】서울 망우동의 한 캠핑장입니다.아침 식사를 마친 캠핑 족들이 서둘러 장비를 챙기느라 손놀림이 바빠집니다.이곳은 연휴기간 내내 캠핑 족들로 북새통을 이뤘습니다.▶ 인터뷰 : 안경훈 / 중랑캠핑숲 관리자- ""요새 점점 더 캠핑하시는 분들이 많은 추세가 되가지고 연휴 때도 지금 꽉 만석입니다.""다른 캠핑장들도 사정은 마찬가지입니다.▶ 인터뷰 : 이호철 / 경기 구리시- ""요즘에 저희 세대들은 차례 지내는 것보다 가족들과 함께 이렇게 캠핑장 와서 지내는 게 많아지는 것 같아요.""▶ 스탠딩 : 권용범 / 기자- ""캠핑장을 찾은 시민들은 연휴 기간 동안 즐긴 캠핑을 마치고 돌아갈 준비에 분주한 모습입니다.""직장인과 구직자를 대상으로 한 설문조사 결과 둘 중 한 명은 올 추석에 고향을 찾지 않을 거라고 응답했고,30~40대 젊은 층은 38%가 차례를 지내지 않겠다고 대답하기도 했습니다.고향을 찾는 대신 해외로 나가거나 국내 여행을 즐기는 사람들이 많아지고 있는 겁니다.인천공항은 이번 연휴 동안 하루 평균 19만 명 넘게 몰려 역대 명절 최다 이용객을 기록했고, 지방 관광명소의 대형 호텔들도 빈방을 찾기가 쉽지 않을 정도였습니다.취업 준비와 아르바이트를 하며 혼자서 끼니를 때우는 모습은 이제 흔한 일이 됐습니다.▶ 인터뷰(☎) : 주현민 / 대학생- ""추석이긴 하지만 연휴 직후에 시험 같은 게 다 몰려 있어서…. 그냥 '혼밥' 빠르게 하고.""▶ 인터뷰 : 편의점 점주- ""명절 때 되니까 작년 대비해서 도시락 매출이 한 1.5배 이상 오른 것 같습니다.""핵가족화가 심화하고 사회 분위기가 바뀌면서 명절 연휴를 보내는 모습도 예전과는 많이 달라지고 있습니다.MBN뉴스 권용범입니다.[ dragontiger@mbn.co.kr ]영상취재 : 현기혁 VJ영상편집 : 양성훈< Copyright ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지 >"
1,2018-09-26,'방수폰' 믿고 썼다가 수리비 왕창…소비자에 덤터기,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=055&aid=0000677178,SBS,"<앵커>최근 나오는 스마트폰 광고를 보면 전화기를 수영장에 가지고 들어가거나 또 물에 씻는 모습까지 볼 수 있습니다. 방수 기능을 강조한 건데 이 광고를 그대로 믿었다가는 고치는데 많은 돈이 들 수도 있습니다.엄민재 기자입니다.<기자>최신 스마트폰을 쓰는 강 모 씨는 지난 7월 아이와 물놀이장에 갔다 전화기가 고장 났습니다.방수가 된다는 광고를 믿고 유아용 풀에서 30분쯤 놀다 벌어진 일입니다.[강모 씨/스마트폰 침수 피해 : 핸드폰이 계속 꺼졌다 켜졌다 꺼졌다 계속하는 거예요. (서비스)센터에서 기다리라고 하고 뜯어봤더니 물이 들어갔다는 거예요.]두 달 전 90만 원을 주고 산 스마트폰인데 수리비로만 41만 원이 나왔습니다.최근 방수 기능을 강조한 광고들이 많아지면서 이런 피해는 더 많아지고 있습니다.해당 단말기는 IP68 등급으로 생활 방수, 방진 기능을 갖추고 있다고 선전합니다.맨 뒷자리가 8이면 1.5ｍ 깊이 물에서 30분을 버티는 게 가능하다는 것입니다.하지만 이런 광고를 100% 그대로 믿었다가는 낭패를 볼 수 있습니다.막상 물이 들어가면 제조사들은 어떤 환경에서 침수된 건지 알 수 없다면서 출시 당시 불량폰이라는 증거가 없으면 소비자에게 수리비를 떠넘기고 있습니다.[김진욱/변호사(한국IT법학연구소 부소장) : 방수 기능에 대해서 광고를 하고 고지를 했는데, 실제로는 방수가 제대로 안 됐고 수리비도 소비자가 부담해야 된다고 그러면 과장광고로 볼 수 있겠죠.]지난해 미국에서는 수중 촬영 모습이 담긴 소니 엑스페리아 Z1이 과장광고라며 소비자들이 집단 소송을 제기하기도 했습니다.(영상편집 : 황지영, VJ : 정영삼)엄민재 기자(happymj@sbs.co.kr)▶ 네이버 홈에서 [SBS뉴스] 채널 구독하기▶ [평양 남북정상회담] 3일 연속 특별 생방송※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지"
2,2018-09-26,경부고속도로 청주IC 인근서 4중 추돌…30명 이상 부상,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=003&aid=0008825637,뉴시스,【청주=뉴시스】임장규 기자 = 26일 오후 7시19분께 충북 청주시 흥덕구 강내면 경부고속도로 상행선 청주IC 인근에서 4중 추돌사고가 발생해 운전자와 승객 등 30명 이상이 다쳤다. 2018.09.26. (사진=독자 제공) photo@newsis.com【청주=뉴시스】임장규 기자 = 충북 청주에서 귀경길 4중 추돌사고가 발생해 30명 이상이 다쳤다.26일 오후 7시19분께 충북 청주시 흥덕구 강내면 경부고속도로 상행선 청주IC 인근에서 A씨가 몰던 45인승 고속버스가 접촉 사고로 멈춰있던 마티즈 승용차를 추돌했다.이어 뒤따르던 고속버스 2대가 연쇄 추돌했다. 이 사고로 A씨가 크게 다쳐 인근 병원으로 옮겨져 치료를 받고 있다. 귀경길 버스에 타고 있던 승객 30여명도 경상을 입은 것으로 전해졌다.경찰은 A씨가 중앙분리대 충격 후 멈춰있던 마티즈 승용차를 미처 발견하지 못해 사고를 낸 것으로 보고 정확한 경위를 조사하고 있다.imgiza@newsis.com▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기▶ 뉴시스 SNS[페이스북][트위터]<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>
3,2018-09-26,'발암물질' 아스콘 공장 옆 새 아파트 우후죽순…'불안',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=056&aid=0010623549,KBS,"[앵커]도로 포장에 쓰이는 아스팔트 콘크리트, 이른바 아스콘을 만들 때 1급 발암물질인 벤조피렌이 발생하는 것으로 알려져 있습니다.아스콘 공장과 인근 마을 주민들의 높은 폐암 발병률이 연관이 있다는 연구 결과가 나오기도 했는데요.지금도 아스콘 공장 반경 500m 안에 들어설 아파트 단지가 전국적으로 12곳에 이르는데, 이를 막을 방법은 없다고 합니다.류란 기자가 현장에 다녀왔습니다.[리포트]인천에 있는 한 아스콘 공장입니다.대형 트럭과 레미콘차들이 쉴 새 없이 드나듭니다.주변에 아파트 단지들이 많은데  가까운 곳은 불과 500m도 떨어져있지 않습니다.[인근 주민/음성변조 : ""여름에는 여기 문을 못 열어요. 그냥 말도 못 하게 먼지가 나요. (냄새도 나고 이러니까...) 그럼요! 뿌옇게 그냥... 시멘트 가루 이런 게 막 날아오기 때문에.""]그런데 또 9차선 도로 바로 건너편에 600세대 규모의 아파트가 분양을 마쳤습니다.경기도에 있는 한 아스콘 공장은, 인근 경찰서에서  냄새와 메스꺼움을 호소해 대대적인 보강공사를 한 상태입니다.취재진이 찾아간 날에도 냄새가 날아왔습니다.[""냄새 심하죠?""]직선거리 500m도 되지 않는 곳에 신규 공공주택지구가 개발 중인데,  2020년 4천400여 가구가 입주할 예정입니다.지난 2016년 8월 서울대 산학협력단은 남원시 내기마을에서  1년 간 역학조사를 벌인 끝에, '이 마을의 집단 폐암 발병은 반경 500m 안에서 운영 중인 아스콘 공장과 연관성이 있다고  발표한 바 있습니다.그런데도 아스콘 공장 주변에 아파트단지가 계속 건설되는 이유는 이를 막을 제도적 장치가 없기 때문입니다.[배보람/'녹색연합' 활동가 : ""'주민 위해도 검사' 같은 항목들을 전략환경영향평가 단계에서 실시해서, 이 지역이 주거지역으로서 적합한지 판단하는 제도적 보완이 이뤄져야 할 것 같습니다.""]'녹색연합'은 현재 아스콘 공장 반경 500m 이내에 개발 중인 신규 택지는  모두 12곳, 약 7천 세대에 달하는 것으로 조사됐다고 밝혔습니다.KBS 뉴스 류란입니다.류란기자 (nany@kbs.co.kr)[저작권자ⓒ KBS 무단복제-재배포 금지]▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다▶ ‘TV보다 리얼’한 색다른 뉴스!"
4,2018-09-26,"방에는 곰팡이, 검사키트는 2개뿐…'위생 엉망' 산후조리원",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=448&aid=0000253133,TV조선,"[앵커]그런데 열흘전 서울의 한 산후조리원에서도 신생아들이 집단으로 로타바이러스에 감염된 일이 있었습니다. 로타바이러스는 전염성이 매우 강해서 일단 환자가 발생하면 초기 대응이 중요한데, 당시 산후 조리원측의 허술한 초기 대응이 집단 감염으로 이어졌다는 분석이 나왔습니다.최민식 기자가 취재했습니다.[리포트]산후조리원 천장에 푸르스름한 곰팡이가 피었습니다. 조리원에 로타 바이러스 확진자가 발생하자 같은 신생아실을 썼던 조상욱 씨의 생후 9일 된 아들과 산모에게 조리원은 이 격리 병실을 내줬습니다.조상욱 / 신생아 아버지""애 놓고 쳐다보고 엄마랑 같이 울기만 하는 거예요.""""조 씨는 병실을 바꿔달라고 요구했지만 조리원 측은 받아들이지 않았습니다."" 첫 양성 환자 발생 이후 조리원 측 대응도 부모들의 원성을 사고 있습니다.첫 양성 환자가 나온 게 지난 12일 오후인데, 조리원은 이튿날에야 같은 병실 신생아들에 대한 검사를 실시했습니다. 검사 키트가 2개밖에 없었기 때문입니다.""이런 부분은 처음이에요. 우리가 키트를 좀 준비를 해놓을 걸 그랬다. 지금 와서 후회는 되지만.""로타 바이러스는 설사와 구토 발열 등을 일으키는 전염성이 강한 바이러스로, 빠른 검사와 격리가 필요합니다.이재갑 / 성심병원 감염내과 교수""신생아들은 바이러스에 아주 취약한 상태거든요. 그런 아이들이 모여 있고….""결국 첫 번째 로타 바이러스 확진 신생아와 접촉한 신생아 12명에게서 양성 반응이 나왔고, 이 가운데 11명이 지난 21일 확진 판정을 받았습니다.TV조선 최민식입니다.☞ TV조선 뉴스 유튜브 실시간 시청하기☞ 모바일 웹으로 TV조선 보기* 뉴스제보 : 이메일(tvchosun@chosun.com), 카카오톡(tv조선제보), 전화(1661-0190)최민식 기자(oldboy@chosun.com)- Copyrights ⓒ TV조선. 무단전재 및 재배포 금지 -"
5,2018-09-26,갑자기 불쑥 나와 '쾅'…도로 위 공포의 '전동킥보드',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000677176,SBS,"<앵커>요즘 전동킥보드가 인기를 끄는 만큼 안전사고가 크게 늘고 있습니다.도로에 불쑥 튀어나오는 고라니처럼 운전자를 깜짝 놀라게 한다고 해서 '킥라니' 라는 신조어까지 생겼는데, 얼마나 위험한지 정동연 기자가 취재했습니다.<기자>역주행하던 전동킥보드가 달려오는 차와 부딪치고 골목길에서도 불쑥 튀어나와 차와 충돌합니다.이런 전동킥보드는 인도가 아닌 차도로만 다닐 수 있습니다.하지만 차량 운전자들은 도로 위의 전동킥보드를 공포의 대상이라고 말합니다.제한속도는 시속 25km지만 장비에 따라서는 시속 60km까지 속도가 나는데 방향 전환은 생각만큼 쉽지 않아 아찔한 순간이 자주 생깁니다.[김용순/택시 운전자 : 기분 내키는 대로 타는 바람에 우리가 보지 못하고 뒤늦게 놀랄 때가 많아요.]도로가 위험하다는 생각에 인도로 달리곤 하는데 이 역시 행인에게는 위협이고 엄연한 위법 행위입니다.[전동킥보드 운전자 : 위험해서 그 때부터 차도로는 안 가요. (인도에서도) 사람이 넘어질 수도 있는 거니까 위험하죠.]전동킥보드는 법상 배기량 50㏄ 미만의 오토바이로 취급돼 2종 원동기나 자동차 운전면허가 있어야 운전할 수 있습니다.하지만 전동킥보드를 빌려주는 곳은 면허증이 있는지조차 확인하지 않는 실정입니다.[전동킥보드 대여 업체 : 면허증 보여주실 거면 보여주셔도 돼요. 근데 이거는 자전거 탈 정도면 다 탈 수 있기 때문에.]한강변 같은 공원에서는 나들이객과 자전거, 전동킥보드가 뒤엉키다보니 사고가 자주 발생합니다.전동휠과 전동킥보드 같은 1인용 운송수단 관련 사고는 3년 사이 3배가 늘었고, 부상자 10명 중 3명은 중상으로 나타났습니다.무면허로 전동킥보드를 몰다 60대 행인을 쳐 다치게 한 사람이 최근 1심에서 금고 6개월에 집행유예 1년의 실형을 선고 받은 일도 있었습니다.[최진헌/한국교통안전공단 교통공학박사 : 차량 소통에도 방해가 되고 작은 사이즈이기 때문에 오토바이보다도 돌발 상황을 만들 수 있어서 (위험합니다.)]킥보드 운전자 본인도 온몸이 바깥에 노출돼 있어 사고가 나면 크게 다칠 수 있는 만큼 경각심을 갖고 방어 운전을 습관화하는 게 필요합니다.(영상편집 : 김종갑, VJ : 박진훈)정동연 기자(call@sbs.co.kr)▶[SDF2018] '새로운 상식' 참가신청 바로 가기▶[전국 유치원 감사 결과 실명 공개] 바로 가기▶[끝까지 판다] 삼성 대규모 차명 부동산의 실체※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지"
6,2018-09-26,"짚라인 줄 위 추돌로 '4명 부상'…업체는 ""무전기 이상""",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000677175,SBS,"<앵커>공중에서 즐기는 짚라인이라는 레포츠가 있습니다. 줄에 매달려 빠른 속도로 내려오는 건데, 오늘(26일) 경기도 용인에서 짚라인 탑승객 4명이 잇따라 추돌하는 아찔한 사고가 발생했습니다.김관진 기자의 보도입니다.<기자>약 6미터 높이 공중에 매달린 사람들을 향해 뒤에서 한 사람이 빠르게 돌진합니다.오늘 낮 12시 반쯤 경기도 용인 자연휴양림의 짚라인 체험장에서 벌어진 일입니다.탑승객 한 명이 도착 지점을 몇 미터 남기고 멈춰 섰는데 그 뒤에 내려오던 다음 탑승객 3명이 차례로 부딪친 겁니다.초등학생 2명과 아이어머니 2명이 타박상을 입었습니다.[목격자 : 처음에는 짚라인 중간에 한 명이 매달려 있더라고요. 매달린 상태에서 출발을 한 거예요. 오지 말라고 보내면 안 된다고 막 소리를 쳤는데….]짚라인을 타고 내려오다 중간에 멈춰서면, 안전요원이 도착 지점까지 탑승객을 이동시키고 나서 다음 탑승객을 출발시켜야 하는데 그렇게 안 한 겁니다.운영 업체는 도착 지점의 안전요원이 탑승객이 멈췄다고 무전으로 알렸지만, 출발 지점에서 무전기에 문제가 있어 받지 못했다고 주장했습니다.[짚라인 운영 업체 관계자 : 짚라인을 타면 소리가 나잖아요. 출발지에 있는 가이드요원이 소리가 안 나니까 도착한 것으로 판단을 한 거예요.]탑승객의 몸무게가 가볍거나 맞바람을 불 때는 도착 지점 전에 서는 경우가 있습니다.용인시는 해당 짚라인 업체의 영업을 중단하고 무전기 이상 때문이라는 업체의 주장이 사실인지 파악할 계획입니다.(영상취재 : 최대웅 ,영상편집 : 황지영)김관진 기자(spirit@sbs.co.kr)▶ 네이버 홈에서 [SBS뉴스] 채널 구독하기▶ [평양 남북정상회담] 3일 연속 특별 생방송※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지"
7,2018-09-26,안전 사각지대 놓인 도로보수원…1년에 10명 숨져,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=449&aid=0000159191,채널A,"추석연휴 마지막 날까지 바쁜 사람들이 있습니다.전국 도로 곳곳을 관리하는 '도로보수원'들인데요.시민들의 안전을 책임지지만 정작 본인들은 안전사각지대에 놓여있습니다.이은후 기자입니다.[리포트]2차선 도로에서 도로보수원 공대식 씨가 홀로 제초 작업을 하고 있습니다.공 씨가 관리하는 도로구간은 왕복 50km. 도로 정화, 포트홀 보수까지 맡고 있지만 안전을 위해 차량 통제 등을 도와주는 동료는 보이질 않습니다.[공대식 / 도로보수원]""거의 (작업) 혼자 하죠. 걱정되는데 우리 하는 일이 이거니까.""[이은후 기자]""도로보수원은 사람 한 명이 이렇게 간신히 서 있을 수 있는 곳에서 작업할 때도 있는데요 조금만 부주의해도 사고가 나기 쉽습니다.""국도와 고속도로에서 목숨을 잃는 도로보수원은 한 해 평균 10명에 이릅니다.이달에도 3명이 차에 치여 숨졌습니다.2인 1조, 안전차량 배치 등 정부의 안전 매뉴얼은 있지만 강제성이 없습니다.[국토교통부 관계자]""강제성이 있으면 지자체 고려 안하고 막 (적용) 할 수도 있는 거잖아요. (그런데) 지자체는 중앙정부 산하기관도 아니고.""[박준호 / 도로보수원]""(지자체가) 업무 매뉴얼 용역을 맡겨서 안전하게 저희가 일하게 해줬으면 좋겠고요. (안전) 교육 많이 해줬으면 좋겠습니다.""시민들의 안전한 명절을 위해 귀경, 귀향길을 책임지는 도로보수원들은 정작 최소한의 안전도 보장받지 못하고 있습니다.채널A 뉴스 이은후입니다.elephant@donga.com영상취재 : 황인석영상편집 : 변은민꿈을 담는 캔버스 채널A  ⓒCHANNEL A(www.ichannela.com), 무단 전재 및 재배포 금지"
8,2018-09-26,못 보던 풀 '쑥쑥'…생태교란식물이 전국 뒤덮어,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000877633,MBC,"[뉴스데스크]◀ 앵커 ▶외래침입종인 붉은 불개미가 항구가 아닌 내륙에서도 발견되면서 우리나라 전역으로 퍼지지 않을까 하는 우려가 커지고 있죠.그런데 식물로 눈을 돌리면 훨씬 많은 외래 침입종이 이미 광범위한 속도로 생태계를 교란하고 있습니다.손병산 기자입니다.◀ 리포트 ▶강화도 남단의 갯벌입니다.어촌계 주민들이 예초기로 갯벌에 자란 풀을 잘라냅니다.정부가 지정한 14가지 생태계교란 식물 가운데 하나인 '갯끈풀'입니다.[정회인/해양환경공단 과장]""중국에서 굉장히 많은 양이 분포를 하고 있고, 또 해류를 통해서 그쪽에서 유입이 됐다고 추측은 하고 있습니다.""석 달이면 어른 키만큼 자랄 정도로 성장이 빠르고, 뿌리에서 여러 개 줄기가 자라나 번식력도 강합니다.보시는 것처럼 갯끈풀 뿌리에는 이렇게 뻘이 많이 묻어있기 때문에 완전히 제거하는 작업은 쉽지 않습니다.어민들은 갯끈풀 때문에 갯벌이 달라졌다고 말합니다.[김병운]""갯끈풀 있는 데는 게들이 서식을 못 해. 뿌리 때문에 (갯벌 속에) 들어가질 못 해, 보니까.""지금까지 갯끈풀이 확인된 지역은 서해안 5곳.관계 기관이 제거 작업을 벌여 추가 확산은 막았지만, 언제 어디서 다시 나타날지 불안감은 여전합니다.내륙에서는 '단풍잎 돼지풀'이 골칫거리입니다.워낙 빼곡히 들어차고 5미터까지 크게 자라다 보니 단풍잎 돼지풀이 번성하는 곳에 다른 식물은 살기 어렵습니다.사람에게는 꽃가루 알레르기도 일으킵니다.한 지자체는 6달을 제거해도 아직 작업할 게 남았다고 말합니다.[이광규/성남시 주무관]""지금 저희 누적된 제거량은 한 100리터 마대(포대)로 거의 700마대 정도 제거를 했고요.""왕성한 번식력은 생태계교란 식물의 공통점.[한만중]""여기도 2년 동안 없앴는데도 또 이렇게 자라는 거예요.""1980년 강원 일부 지역에서 처음 발견된 미국 쑥부쟁이는 이제 거의 전국을 뒤덮고 있습니다.환경부 등 관계 부처는 생태계교란 식물을 모니터링하고 제거하면서, 어떻게 제거해야 재확산을 막을 수 있을지 방법도 연구하고 있다고 밝혔습니다.MBC뉴스 손병산입니다.손병산 기자 (san@mbc.co.kr)[저작권자(c) MBC (http://imnews.imbc.com) 무단복제-재배포 금지]▶ [엠빅비디오] 북한TV추석특집 5분만에 다시보기▶ [마리뉴 엑기스] 지코와 김정은 위원장의 만남은?▶ 20대 여성의 이야기, 14FCopyright(c) Since 1996,MBC&iMBCAll rights reserved."
9,2018-09-26,무용지물 된 300만 원짜리 쓰레기통,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=057&aid=0001288008,MBN,"【 앵커멘트 】한 대에 300만 원짜리 쓰레기통이 있습니다.태양광을 이용해 쓰레기를 압축하는 '똑똑한 쓰레기통'이라는데, 어찌 된 일인지 이용하는 사람은 거의 없습니다.안진우 기자가 취재했습니다.【 기자 】평범해 보이는 이 쓰레기통은 쓰레기의 양이 많아지면 자동으로 압축판이 내려와 부피를 줄여 주는 일명 '스마트 쓰레기통'입니다.지난해 한 대 270만 원짜리 태양광 압축 쓰레기통 16대가 부산에 설치됐습니다.그런데 부산의 한 버스정류장 인근에 설치된 '스마트 쓰레기통'은 3분의 1도 채워져 있지 않습니다.대신 쓰레기통에 매달려 있는 종량제 봉투에는 쓰레기가 가득합니다.종량제 봉투를 묶어 둔 이유를 묻자 담당 구청은 엉뚱한 답변을 내놓습니다.▶ 인터뷰(☎) : 부산 남구청 관계자- ""(쓰레기를) 주위에 버리니까 종량제 봉투를 걸어놓고, 매일 매일 수거해 가고 (종량제 봉투를) 걸고 하고 있는데….""▶ 스탠딩 : 안진우 / 기자- ""인근에 설치된 스마트 쓰레기통입니다. 보시는 것처럼 아예 사용하지 못하도록 마대로 덮어 놓았습니다.""전주 한옥마을 인근에도 10대가 설치돼 있는데, 역시나 골칫거리입니다.넘쳐나는 쓰레기를 감당하지 못해 민원이 일자 인적이 다소 드문으로 장소를 옮겼습니다.옮긴 곳이 일반 쓰레기통 바로 옆이다 보니 이용하는 시민은 찾아보기 어렵습니다.""한적한 곳으로 옮긴 건가요? 외관상 보기 좋고, 디자인이나 한옥마을에 맞게….""똑똑한 쓰레기통이라며 너도나도 설치한 스마트 쓰레기통이 되레 골칫거리로 전락했습니다.MBN뉴스 안진우입니다.영상취재 : 조계홍 기자·강태호 VJ영상편집 : 이주호< Copyright ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지 >"
