,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2013-09-03,"[황제]고수, 이요원과 이혼 선언 ""하고싶은 말은 변호사 통해""",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=115&oid=416&aid=0000037042,SBS funE,"[SBS E! 연예뉴스 | 장희윤 기자] 고수과 이요원과 이혼을 선언했다.3일 밤 방송된 SBS 월화극 ‘황금의 제국’ (극본 박경수, 연출 조남국) 20회에는 아침 가족 식사시간에 장태주(고수 분)가 손동휘(정욱 분)에게 이혼전문 변호사를 소개해달라고 부탁했다.누가 이혼하냐고 묻는 손동휘에게 장태주는 ""내가 이혼 할 거다. 그룹에서는 나가기 싫으니 최서윤 씨 방에서라도 나갈 거다. 위자료는 충분히 주겠다""고 전했다.가족들 모두 놀란 표정을 지었다. 모두 남남이라는 최원재(엄효섭 분)의 우려에 ""공동회장 아니냐, 건설부터 새계획까지 이게 어떻게 남남이냐""고 되물었다.최서윤은 ""성진그룹 최대주주다. 공동회장이다. 이혼을 하는 건 장태주 씨가 성진 그룹을 들고 이 집에서 나간다는 말이다""고 반박했지만 장태주는 ""다들 원하는 거 손에 쥐지 않았냐. 나는 회사를 손에 얻었고 당신은 하고 싶은 공부 하면 된다""고 태연히 말했다.당황한 최서윤은 그에게 얘기 좀 하자고 말했지만 장태주는 ""얘기는 변호사를 통해서 하자""며 잘라 말했다.[관련기사]▶ 수지 터키 인증샷 ""터키에 여신이 떴다"" 바람에 머릿결이 헝클어져도 여신이네▶ 이상민 이혼소송 ""이미 네 차례 재판 진행"" 14년만의 파경 맞아...▶ 윤후 육식 피자 ""살찌겠네"" 윤민수 핀잔에도 ""난 그냥 이대로 갈래"" 뚝심▶ 허경환 집공개 ""우렁각시 있는 거 아냐?"" 깔끔하게 정리된 집 '눈길'▶ 김지연 지방흡입 고백 ""마지막 수단이었는데... 알고보니 무허가""저작권자 SBS E! & SBS콘텐츠허브 무단복제-재배포 금지"
1,2013-09-03,"[뉴스플러스] '숨겨진 도심 폭탄' 싱크홀, 대책은?",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000275636,MBC,"[뉴스데스크]◀ＡＮＣ▶느닷없이 땅이 이렇게 폭삭 내려앉는 현상, 싱크홀이라고 부르죠.멀쩡히 있던 집이 갑자기 수십 미터 땅속으로 사라지기도 합니다.이런 싱크홀 현상이 도심에서도 속출하고 있는데 주로 낡은 상하수도관이 원인이 되고 있습니다.오늘 뉴스 플러스에서는 땅속에 숨겨진 폭탄처럼 도시를 위협하고 있는 싱크홀, 집중 보도합니다.먼저 김윤미 기자입니다.◀ＶＣＲ▶충북 청원의 한 폐광 마을.지금은 잡초만 무성한 이 땅은 작년까지는 논이었습니다.농사를 지어야할 곳이, 이렇게 주인조차 찾지 않는 버림받은 땅이 돼 버렸습니다.하루아침에 땅이, 수십미터 아래로 가라앉는 기이한 현상이 나타나고 있기 때문입니다.◀ＳＹＮ▶ 신희진/주민""한 5층 높이 될 거에요. 함몰된 데가.""가까이 가봤습니다.폭 25m 깊이 15m 대형 구멍이 뚫려있습니다.◀ＳＹＮ▶ 김일수/주민""(이 밑에) 대리석 광산인데 밑에서 굴을 뚫으면서 채취를 하는 바람에 이 근방이 다 비어있는 거예요.""또 다른 폐광촌.집터 안마당이 푹 꺼져 있습니다.2008년 5월, 느닷없이 큰 구멍이 뚫리면서 집 한 채도 빨려 들어갔습니다.◀ＳＹＮ▶ 양은영 수녀/주민""순식간에 30m가 넘는 높이로 이 앞마당이 무너지면서 건물까지 함께 들어갔어요.""지표 가까이 뚫린 갱도가 주저앉거나, 지하수가 유입된 갱도가 침식되고 유실되면서 발생하는 이른바 '싱크홀'은, 방치된 폐광지역 6백여 곳에서 발견되고 있습니다.이런 싱크홀이 이젠 도시로 확산되고 있습니다.작년 2월, 인천 지하철 공사장에 25m 깊이 구멍이 뻥 뚫려, 지나던 오토바이 운전자가 사망했습니다.한밤중 달리던 택시 바퀴가 빠진 0.5m 미니 싱크홀부터, 대낮에 21톤 대형 트럭을 빠트린 폭 5미터의 대형 싱크홀까지.크고 작은 도심 싱크홀들이, 숨겨진 폭탄처럼 불시에 시민들을 위협하고 있습니다.◀ＳＹＮ▶ 이정화/주민""놀랐죠. 소리가 나니까 안에서 뛰어내려 왔지. 그 큰 엄청난 차가 바퀴가 다 들어갈 정도면 이게.""서울시에서 지난 5년간 발생한 도로 싱크홀만 133건.폐광촌에 나타나던 싱크홀이 도시로 확산되면서, 재난형 대형싱크홀 발생위험이 높아지고 있습니다.외국에서는 이런 일들이 실제로 벌어져 심각한 피해를 낳고 있는데요.대책은 없는 걸까요?김승환 기자가 취재했습니다.◀ＶＣＲ▶도심 싱크홀의 주범은 낡은 상·하수도관입니다.무너진 구멍 안을 들여다보면 거의 빠짐 없이 배관이 드러나 있고 배관 주변을 메우던 흙이 다 사라져 거대한 공간만 남아 있습니다.배관이 부식되면서 누수가 생기기 시작하면, 흐르는 물을 따라 흙이 패고 파인 공간은 점점 더 커집니다.그러다가 결국 하중을 이기지 못하고 무너지는 겁니다.상·하수도관의 수명은 2-30년.지난 1980-90년대 집중 매설된 배관들이 거의 한계수명에 도달했습니다.◀ＩＮＴ▶ 이종석 박사/건설기술연구원""노화가 진행됨에 따라서 균열이나 누수의 발생 가능성이 점점 더 커질거고요, 싱크홀이 발생될 가능성도 많아지지 않을까..""곳곳에서 터지고 부서지는 상·하수도관.그때마다 도심의 지하에서는 크고 작은 구멍들이 생겨, 예고 없이 싱크홀을 일으킵니다.달리던 자동차가 미처 피할 사이도 없이 땅속으로 추락하고, 길 가던 행인이 무력하게 검은 구멍으로 빨려드는 이유입니다.특히 인구가 밀집된 도시에서는 대형 참사 위험성이 큽니다.큰 건물을 통째로 삼키는 커다란 싱크홀이 미국과 중국에서 잇따라 목격됐고, 지하철과 버스를 덮치면 1993년 구포역 열차 사고처럼 70여 명이 목숨을 잃는 인명피해로 이어질 수 있습니다.여기에, 땅속을 지나는 통신과 전력·가스 배관 등 기반시설까지 망가뜨려 피해는 더 커집니다.수명이 다한 상, 하수도관을 지금이라도 더 견고한 배관으로 교체하고, 지하 곳곳에서 우후죽순으로 생겨나고 있는 구멍들을 조기에 탐지해 메우는 기술 개발을 서둘러야 합니다.◀ＩＮＴ▶ 김중열/소암기술연구소장""지반 침하가 갑자기 일어나는 것은 절대 아닙니다. 그 전에 무수히 많은 현상들이 일어납니다. 그것을 찾는 것이 중요한거죠""그러나, 국내에서는 싱크홀 전문가와 탐사 장비, 연구비가 거의 없는 거나 다름없다는 비판이 나옵니다.MBC뉴스 김승환입니다. (김윤미 기자)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]"
2,2013-09-03,"돌잔치 사기 문자, 용의자 적발…소액결제로 1억 챙겨",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000275639,MBC,"[뉴스데스크]◀ＡＮＣ▶최근 돌잔치를 한다는 문자메시지를 보내서 자동으로 소액결제를 유도하는 신종 휴대폰 사기소동이 있었는데요.이런 식으로 사기를 쳐서 1억 4000여만 원을 챙긴 용의자들이 붙잡혔습니다.나현호 기자입니다.◀ＶＣＲ▶지난주 하루에만 수십만명이 느닷없이 돌잔치에 초대한다는 문자메시지를 받는 소동이 벌어졌습니다,◀ＳＹＮ▶ 이한득/회사원""저는 초대장이 일반적인 지인들 초대장이겠구나 생각하고 클릭했죠.""금융정보를 빼내기 위한 이른바 미끼문자였는데 메시지를 클릭하면 악성코드가 휴대전화에 깔려 똑같은 메시지가 다른 휴대전화로 전송됩니다.해킹프로그램도 설치되는데 금융정보를 빼갈수도 있고 여러 방법으로 소액결재를 유도합니다.실제로 전남 순천경찰서는 오늘, 지난 3월부터 두 달동안 ""돌잔치에 초대한다""거나 ""결혼한다""는 문자와 함께 악성코드가 심어진 사이트를 보내는 수법으로 1억 4천여만원을 챙긴 이모씨등 두명을 적발했습니다.경찰은 이미 다른 범죄로 구속수감된 일당의 여죄를 추궁해 자백을 받아냈다면서, 유사한 피싱문자사기단은 전국에 아주 많고 범죄 시기도 때가 없다고 밝혔습니다.MBC뉴스 나현호입니다.  (나현호 기자)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]"
3,2013-09-03,'선팅차' 대상 新차량털이 기승…도난경보장치 무용지물,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000275640,MBC,"[뉴스데스크]◀ＡＮＣ▶자동차 유리창 깨고 물건을 훔쳐가는 차량 털이범이 최근 기승을 부리고 있습니다.그런데 특이한 건 짙게 선팅한 차량만 노린다는 겁니다.왜 그런걸까요? 김나라 기자입니다.◀ＶＣＲ▶서울 강서구의 한 아파트.사흘전, 모자를 눌러쓴 남성이 걸어오더니 경비실 안 CCTV 모니터를 한참 살펴본 뒤 지하 주차장으로 향합니다.얼마 뒤, CCTV 사각지대에 주차해 둔 차량 4대가 창문이 부서진 채 발견됐고, 차 안에 있던 휴대전화와 네비게이션, 현금 등을 도난당했습니다.◀ＳＹＮ▶ 피해 주민""(오전) 7시 반쯤 내려와보니까 뒷차 유리문이 파손돼있고, 글로브 박스를 전부 열어놓고 차문은 잠겨있는 상태에서""인근 다른 아파트에서도 주차된 차량들이 비슷한 수법으로 잇따라 털렸습니다.◀ＳＹＮ▶ 차량수리업체 관계자""거기도 한 5건 정도 털렸다고. 왔더니 유리가 팍 깨져있고, 안에 발자국 찍혀있고..""범인은 일부러 검게 선팅된 차량만 노렸습니다. 깨진 유리가 필름에 붙어 떨어지지 않기 때문입니다.차 문을 강제로 열거나 차체가 심하게 흔들리면 경보장치가 울리지만,선팅된 유리창을 깨 통째로 뜯어내면 충격이 감지되지 않아, 경보가 울리지 않습니다.◀ＳＹＮ▶ 김필수/대림대 자동차학과 교수""단순한 도난경보기는 문을 열 경우에만 동작되는 경우 많이 있는데 창문을 부숴도 울리지 않는다는 거죠.""경찰은 자동차의 구조를 잘 아는 전문털이범의 소행으로 보고, 현장 주변 CCTV를 추가로 확보하는 등 본격수사에 나섰습니다.MBC뉴스 김나라입니다. (김나라 기자 flara@mbc.co.kr)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]"
4,2013-09-03,"""'획기적 효능'? 허위 과장 광고에 속지 마세요""",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000275648,MBC,"[뉴스데스크]◀ＡＮＣ▶쓰기만 하면 시력이 좋아진다고 광고하는 특수안경.또 베고 자면 경추를 고정해준다는 입체베개.이렇게 의료기기가 아닌데도 마치 치료효과가 있는 것처럼 과대광고를 한 업체들이 무더기로 적발됐습니다.신지영 기자의 보도입니다.◀ＶＣＲ▶한 일간지의 전면광고.쓰기만 하면 시력이 2.0까지 회복되고, 노안이나 안구건조증을 가진 사람에게도 효과가 있다고 선전합니다.30만원에 육박하는 가격에도 불구하고 수술없이 시력이 회복된다는 선전에 선풍적인 인기를 끌고 있습니다.하지만, 이 안경은 의료기기가 아닌 공산품.식약처는 치료효과가 입증되지 않은 허위 광고라고 밝혔습니다.◀ＳＹＮ▶ 한영근 교수/보라매병원 백내장 라식센터장""안경을 꼈을 때 교정하는 효과가 있는 것이지, 안경을 벗고 나서 근시나 난시, 원시같은 것을 치료하는 효과는 전혀 없습니다.""◀ EFFECT ▶""대한 물리치료사협회가 인증한 3D 입체베개""유명 방송인을 모델로 내세워 경추교정과 불면증 해소 등 마치 치료 효과가 있는 것처럼 광고했지만, 이 역시 허위 광고라는 것이 식약처의 판단입니다.식품의약품안전처가 단속을 벌인 결과, 의료 기기가 아닌데 의료기기인 것처럼 광고한 89건을 포함해 모두 209건의 거짓, 과대 광고가 적발됐습니다.◀ＳＹＮ▶ 이기호 사무관/식품의약품안전처 의료기기관리과""적절한 치료시기를 놓쳐서 병을 키우는 역효과가 나타날 수 있고요. 경제적으로도 적지 않은 돈을 손해를 보실 수 있습니다.""식약처는 이번에 단속된 업체들을 모두 행정처분하고 고발 조치하고, 소비자들도 제품구입시 효능효과를 꼼꼼히 따져 거짓광고에 현혹되지 않도록 조심해달라고 당부했습니다.MBC뉴스 신지영입니다.(신지영 기자 shinji@imbc.com)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]"
5,2013-09-03,쇠창살에 가스통…막가는 불법조업 中 어선,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000260592,SBS,"<앵커>중국의 휴어기가 끝나면서 우리 해경이 또 바빠졌습니다. 불법조업을 하는 중국 선단의 행태는 갈수록 극렬하고 지능적으로 발달하고 있습니다. 강철판과 쇠창살은 기본이고 이제는 가스통에 불을 붙여 던지는 수법도 동원되기 시작했습니다.이경원 기자가 현장 취재했습니다.<기자>해경이 우리 바다에 침범한 중국 어선을 뒤쫓습니다.어망을 던지며 거칠게 저항하는 중국 선원.[해경 대원 : (배에) 올라가! 뭐해! 올라가!]진압하고 승선해보니 배 안에 어망이 수북합니다.중국 선원들이 사용한 어망입니다.겉보기에 평범한 어망이지만, 모서리가 이렇게 쇠로 돼 있기 때문에 치명적인 무기가 될 수 있습니다.해경 단속에 저항하려고 조업에 쓰는 어망 외에 더 싣고 온 것으로 확인됐습니다.[중국 선원 : 중국 바다에는 고기가 별로 없어요. 그래서 (한국바다에) 고기 잡으려고 왔습니다.]이렇게 어망이나 낫 또는 작살을 이용한 저항은 비교적 원시적인 수준.해경이 승선하기만 하면 제압하기가 비교적 쉽습니다.해경의 접근을 차단하려고 어선 옆에 쇠창살이나 쇠꼬챙이를 잔뜩 꽂아놓기도 합니다.[해경 대원 : (배에서) 떨어져! 떨어져! 떨어지라고.]그래도 해경을 당해낼 수 없자, 끌고 가지 못하도록 여러 척을 묶어서 도주하거나, 여러 어선이 진형을 만들어 해경의 접근을 막기도 합니다.[해경 대원 : (중국 어선이) 충돌을 일으키고 있음. 거세게 저항하고 있음.]접근이 어려울 경우 해경은 할 수 없이 최루액을 살포하는 데 거친 풍랑 때문에 조준이 쉽지 않습니다.나포 작전이 끝나면 중국 선원은 물론 우리 해경 대원도 되 날아온 최루액 때문에 고통스럽습니다.[해경 대원 : 에이, 야 나 죽겠다. 아파? 물에 (얼굴) 집어넣어. 괜찮아져.]최근 중국 어선이 새로운 방책으로 무장했습니다.대원들의 접근이나 최루액을 막으려고 어선 옆면에 높은 철벽을 세우는 겁니다.해경도 진압 대책 마련에 나섰습니다.부착식 소형 폭탄으로 철벽을 폭파하는 방법도 개발했고, 특수 사다리를 이용해 철벽을 뛰어넘는 훈련도 하고 있습니다.[전승화/인천해양경찰서 해상특수기동대 검색팀장 : 중국 선원들이 안에서 뭘 하는지, 어떤 저항태세를 하는지 밖에서 볼 수 없습니다. 그래서 제일 유용한 게 사다리를 놓고 침투하는 게 현재 제일 안전하다고.]지난 3년간 우리 영해에서 불법 조업하다 적발된 중국 어선은 1천 2백여 척.휴어기가 끝나고 이달부터 조업이 본격화되면서 서해 꽃게를 노리는 중국 어선의 영해 침범과 불법 조업이 잦아질 것으로 보여, 우리 해경은 긴장의 끈을 늦추지 않고 있습니다.(영상취재 오영춘·설민환, 영상편집 : 박선수)이경원 기자leekw@sbs.co.kr관/련/정/보◆ [단독] ""시끄럽다"" 마을 맹견에 제초제 살포◆ 성폭행 수배 중에 살해·유기…""도주 시간 벌려고""◆ [단독] '4대강 비리 의혹' 장석효 도로공사 사장 소환◆ '기부천사' 김장훈, 도리어 세금폭탄?◆ ""한국인 원장 성폭행에 시달려""…인도 고아원서 무슨 일이?☞[SBS기자들의 생생한 취재현장 뒷이야기 '취재파일']☞ SBS뉴스 공식 SNS [SBS8News 트위터] [페이스북] [미투데이] [요즘]저작권자 SBS&SBS콘텐츠허브 무단복제-재배포 금지"
6,2013-09-03,피의자들 함께 봤다는 北 '월미도' 어떤 영화?,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=055&aid=0000260599,SBS,"<앵커>구속된 이번 사건 피의자들이 함께 보면서 결의를 다졌다는 북한 영화가 월미도라는 겁니다. 어떤 영화인지 함께 알아보겠습니다.안정식 기자입니다.<기자>지난 1982년 제작된 북한 영화 월미도.6·25 전쟁 당시 연합군의 인천상륙작전을 저지하기 위해 월미도를 사수하다 전사한 북한군들의 이야기를 담고 있습니다.[우리의 후대들은 월미도에서 싸운 사람들에 대해 이야기 할 것입니다. 마지막 피 한 방울까지 바쳐 싸웠다고]적은 수의 병력으로 우세한 연합군 전력과 맞서는 북한군의 모습을 다루고 있어서 북한이 주민들의 사상무장에 활용하는 영화입니다.[우리가 조국을 위해서 한 목숨을 바친다는 것이 무엇이겠소. 장군님을 위해 한 목숨을 바친다는 말이 아니겠소]올해 정전협정기념일인 7월 27일을 전후해 북한 조선중앙TV를 통해 2차례 방영된 바 있는데 현행법상 우리 국민이 관람하는 것이 불법은 아니지만 일반인이 쉽게 접하긴 어려운 실정입니다.이런 가운데 이석기 의원이 지난 5월 모임에서 언급했다고 체포동의안에 명시된 이른바 '한 자루 권총 사상'도 주목을 받고 있습니다.'한 자루 권총 사상'은 김일성 주석의 아버지가 김일성에게 권총을 넘겨주며 항일 투쟁을 강조한 데서 비롯된 것으로, 북한의 학교에서 투철한 투쟁정신을 강조할 때 인용하는 일화 중 하나입니다.[김성민/자유북한방송 대표 : (북한은) 한 자루의 권총에서 항일빨치산, 무장투쟁의 역사가 시작되었다라고 이야기하고 있죠.]국정원은 어제(2일) 국회에 제출한 체포동의안에서 이 의원이 조직원들에게 한 자루 권총 사상으로 정신 무장할 것을 강조했다고 밝혔습니다.(영상편집 : 신호식)안정식 기자cs7922@sbs.co.kr관/련/정/보◆ [단독] ""시끄럽다"" 마을 맹견에 제초제 살포◆ 성폭행 수배 중에 살해·유기…""도주 시간 벌려고""◆ [단독] '4대강 비리 의혹' 장석효 도로공사 사장 소환◆ '기부천사' 김장훈, 도리어 세금폭탄?◆ ""한국인 원장 성폭행에 시달려""…인도 고아원서 무슨 일이?☞[SBS기자들의 생생한 취재현장 뒷이야기 '취재파일']☞ SBS뉴스 공식 SNS [SBS8News 트위터] [페이스북] [미투데이] [요즘]저작권자 SBS&SBS콘텐츠허브 무단복제-재배포 금지"
7,2013-09-03,'허위진단서 회장님' 법원 갔다가 밀가루 봉변,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000260588,SBS,"<앵커>여대생 청부살인사건의 주범인 기업 회장 부인에게 허위진단서를 작성해 준 주치의와 그 회장에 대한 영장실질심사가 열렸습니다. 출두하는 회장님에게 밀가루를 뿌리는 소동도 벌어졌습니다.박아름 기자가 취재했습니다.<기자>오늘(3일) 오전 10시쯤 윤 씨의 주치의 박 모 교수가 법원에 모습을 드러냈습니다.취재진의 질문엔 입을 굳게 다문 채 황급히 법정으로 향했습니다.[((류 회장에게) 돈 받았습니까?)]곧이어 윤 씨의 남편인 중견기업 류 모 회장이 법원에 들어선 순간, 한 남성이 밀가루를 뿌렸고, 류 회장 측 직원들과 몸싸움이 벌어졌습니다.밀가루를 뿌린 남성은 이 중견 기업의 안티 카페 운영자 40살 정 모 씨로 류 회장이 명예훼손 혐의로 고소한 누리꾼 140명 가운데 한 명입니다.[정 모 씨 : 국민의 마음을 담은 밀가루고요. 밀가루로 흥한 기업 밀가루로 망하라고 던졌습니다.]밀가루를 던진 장소가 법정 바깥이기 때문에 별다른 처벌은 받지 않고 귀가 조치 됐습니다.허위진단서와 거액을 주고받은 혐의로 구속영장이 청구된 박 교수와 류 회장에 대한 구속 여부는 오늘 밤 결정됩니다.(영상취재 : 김태훈, 영상편집 : 오노영)박아름 기자arm@sbs.co.kr관/련/정/보◆ [단독] ""시끄럽다"" 마을 맹견에 제초제 살포◆ 성폭행 수배 중에 살해·유기…""도주 시간 벌려고""◆ [단독] '4대강 비리 의혹' 장석효 도로공사 사장 소환◆ '기부천사' 김장훈, 도리어 세금폭탄?◆ ""한국인 원장 성폭행에 시달려""…인도 고아원서 무슨 일이?☞[SBS기자들의 생생한 취재현장 뒷이야기 '취재파일']☞ SBS뉴스 공식 SNS [SBS8News 트위터] [페이스북] [미투데이] [요즘]저작권자 SBS&SBS콘텐츠허브 무단복제-재배포 금지"
8,2013-09-03,"NBA '악동' 로드먼, 평양 도착",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0006464574,연합뉴스,"(서울=연합뉴스) 올해 초 북한을 방문해 화제가 됐던 미국프로농구(NBA) 스타 출신의 데니스 로드먼(52)이 3일 또다시 방북했다고 조선중앙TV가 이날 전했다. 2013.9.3<<북한부 기사참조>>nkphoto@yna.co.kr[이 시각 많이 본 기사]☞이석기, 軍에 '北 국지도발 대비계획' 자료 요구☞이승기, tvN '꽃보다 할배' 후속 프로 출연(종합)☞여야, 이석기 체포안 내일 표결할듯…정기국회는 파행☞<홍명보, 박주영에게 돌직구 ""팀부터 찾아라"">☞서울 심야버스 12일부터 9개 노선으로 확대▶ 연합뉴스 ""모바일앱 다운받기""▶ 지금 뉴스스탠드에서 뉴스Y를 만나보세요!▶ 그림으로 보는 ""인터랙티브 뉴스""<저작권자(c)연합뉴스. 무단전재-재배포금지.>"
9,2013-09-03,"청부살인女 남편 영남제분 회장 봉변, ""밀가루로 흥한 자···""",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003110332,머니투데이,"[머니투데이 이슈팀 이해진  기자 ]'여대생 청부 살해' 혐의를 받고 있는 윤모씨(68·여)의 남편인 영남제분 류모 회장(66)이 3일 영장실질심사를 위해 법원을 찾았다가 밀가루 세례를 받았다/사진=박응진 기자'여대생 청부 살해' 혐의를 받고 있는 윤모씨(68·여)의 남편인 류모 영남제분 회장(66)이 윤씨가 연세세브란스병원 박모(54) 교수에게 허위진단서를 발급받는 데 관여한 혐의로 지난달 29일 청구된 구속영장에 대한 영장실질심사에 참석하기 위해 3일 법원을 찾았다가 밀가루 세례를 받았다.류 회장은 3일 오전 10시15분쯤 영장실질심사에 출석하기 위해 들어선 서울서부지법 법원 1층에서 '영남제분 안티'운영자 정모씨(40)가 뿌린 밀가루를 뒤집어썼다.류 회장은 이에 별다른 반응을 보이지 않았다. 정씨는 밖으로 끌려 나갔지만 이에 대한 별도의 법적 대응은 없었던 것으로 알려졌다.정모씨는 ""법으로(박 교수와 류 회장을) 심판하지 못할 것 같아서 왔다""며 ""이들 말고도 검사 등 관련 인물이 많으니 국민이 직접 심판에 나서야 한다고 생각해서 밀가루를 던졌다""고 말한 것으로 전해졌다. 또 그는 ""국민의 마음을 담은 밀가루""라며 ""밀가루로 흥한 기업, 밀가루로 망하라는 뜻""이라고 말한 것으로 알려졌다.한편 검찰은 부인 윤씨가 허위진단서를 발급받는 과정에서 주치의인 세브란스병원 박모 교수에게 금품을 제공한 혐의로 지난달 29일 류 회장에게 구속영장을 청구했다.검찰에 따르면 박 교수는 2007년 6월 이후 10여차례에 걸쳐 류 회장에게 돈을 받고 윤씨에게 허위 진단서를 발급해준 혐의를 받고 있다.앞서 윤씨는 2002년 자신의 사위와 사위의 이종사촌 여대생 하모씨(22)를 불륜 관계로 의심해 하모씨를 청부살해 한 혐의로 2004년 대법원에서 무기징역을 선고 받았다. 그러나 유방암과 파킨슨병 등 허위진단서를 발급받아 2007년 형집행정지 처분을 받았다.이에 하씨의 가족은 윤씨가 거짓 환자 행세를 하며 세브란스병원 등의 호화병실에서 지냈다는 의혹을 제기했고 허위 진단서를 작성한 혐의로 박 교수를 검찰에 고발했다.현재 검찰은 류 회장에 대한 영장실질심사를 진행 중인 것으로 알려졌다.이와 관련, 누리꾼들은 ""밀가루가 제곳에 쓰였다"", ""명언이 나왔다, 밀흥밀망. 밀가루로 흥한 자, 밀가루로 망한다"" 등의 반응을 보였다.[머니투데이 핫뉴스]☞북한 여배우 주순영 ""빚 때문에 누드화보 찍었지만...""☞이효리, '요정' 탄생 15년만 이상순 '아내'로..韓아이돌史 한획☞'美 데뷔' 허민, 3이닝 5실점… 도전정신 빛났다!☞'8.28대책'에 수천만원 호가올리는 '집주인'☞[영상] 허민, '8년 연마' 너클볼 위력.. ""대단하네!""[오늘의 HOT포토][스페셜 포토][손안의 경제뉴스 머니투데이 모바일웹]이슈팀 이해진 기자  gowls1210@<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
