,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2011-12-31,'한미FTA 무효다',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005445944,연합뉴스,(서울=연합뉴스) 박지호 기자 = 31일 오후 서울 청계광장에서 열린 '한미FTA 무효 송구영신 문화제'에서 참가자들이 촛불을 높이 들고 있다. 2011.12.31jihopark@yna.co.kr<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>
1,2011-12-31,최전방 경계태세 '이상 무'‥혹한 속 장병들,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000199527,MBC,"[뉴스데스크]◀ＡＮＣ▶지금 이순간 최전방을 지키는 우리 장병들의 노고를 잊어선 안되겠죠.경례구호도 '백!-골!'인 부대 이름만 들어도 오싹해지는 부대 백골부대 대원들 만나보시죠.김대경 기자입니다.◀ＶＣＲ▶폭설과 한파가 몰아친 강원도 철원의 최전방 고지. 장병들이 산악 구보로 하루를 시작합니다.밤새 내린 눈을 채워넣은 참호에서 서로의 몸을 부딪치며 전우애를 확인하면 뼛속까지 스며든 추위도 이겨낼 수 있습니다.11미터 높이에서 몸을 던져 착지하는 헬기강하 훈련을 마무리 한 초병들. 땅거미가 질 무렵 실탄을 지급받고 서둘러 GOP 경계 초소로 투입됩니다.아군 관측초소 너머로 1km만 올라가면 북한군 초소, 영하 20도의 세찬 바람과 팽팽한 긴장감속에도 초병의 자세는 흐트러짐이 없습니다.◀ＩＮＴ▶ 장승호 일병/육군 백골부대 GOP 초병""적은 반드시 내 앞으로 나타난다는 생각으로 경계작전에 최선을 다하겠습니다.""북한군은 최근 각 초소마다 지하 시설을 구축하고 감시 장비도 대폭 보강한것으로 전해졌습니다.◀ＩＮＴ▶ 이우진 대위/육군 백골부대 중대장""국민들께서 안심하고 편안하게 생활할 수 있도록 적의 어떤 도발도 절대 허용하지 않는 최고수준의 경계태세를 유지하겠습니다.""혹한의 강추위도 잊은 채 철책선을 지키는 우리 장병들, 이들의 든든한 모습뒤로 2011년이 저물고 새로운 한 해가 밝아오고 있습니다.중부전선 최전방에서 MBC뉴스 김대경입니다.(김대경 기자 prezkim@imbc.com)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]"
2,2011-12-31,의사 진료용 가운에 병균 '득실’‥위생 불감증,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000199526,MBC,"[뉴스데스크]◀ＡＮＣ▶의사 가운에 병원균이 많다네요.진료 때를 빼고는 벗고 다녀야 외부 감염을 예방할 수 있다는데 잘 안 지켜집니다.남형석 기자입니다.◀ＶＣＲ▶서울 영등포구의 한 대형 병원.점심시간이 되자 의사들이 삼삼오오 병원 밖으로 나갑니다.대부분 진료용 가운을 벗지 않은 상태입니다.◀ＳＹＮ▶ 의사""몇몇 교수님들은 나갈 때는(가운을)벗고 나가라고 말씀을 하시는데, 옷 갈아입으려고 하면 저기 숙소까지 들어가야 하니까 바로 앞에 갈 때는 그냥 이렇게 입고...""서울 동작구 한 대학병원의 지하식당가.여기서도 의사들은 가운을 입은 채 식사를 합니다.◀ＳＹＮ▶ 의사""원칙은 (식당)안에서는 이걸(가운) 벗게 돼 있어요. 불감증이라 그럴까, 그런 것도 좀 있겠죠.""한림대학교 진단검사의학과에 의뢰해 서른 벌의 가운을 검사한 결과 대부분의 가운에서 평균 30여 종의 세균이 검출됐습니다.이 중에는 항생제에 내성이 있는 병원균도 포함돼 있습니다.의사 가운에서 검출된 MRCNS라는 병원균입니다. 사람 몸 속으로 들어갈 경우 폐혈증 등 질병을 유발할 수 있습니다.이 병원이 2009년에도 유사한 실험을 한 결과 28개의 가운 중 27개에서 슈퍼박테리아가 검출된 적이 있었습니다.◀ＩＮＴ▶ 김재석 교수/한림대 진단검사의학과""의료진이 착용한 복장은 병원 내 병원균에 오염될 위험이 항상 있습니다. 따라서 의료진들이 식당에 간다던지 이럴 때에는 그 위험성은 생각을 해야 되고...""문제는 의사들이 가운을 입고 병원 밖으로 나가면 소매 등에 묻어 있는 병원균이 일반인에게로 옮겨질 수 있다는 것.이 때문에 영국의 경우 3년 전부터 가운을 통한 감염 확산을 막기 위해 긴소매 가운과 넥타이 착용까지 금지했습니다.그러나 우리나라는 가운을 입고 병원 밖으로 나가는 데 대한 정부나 병원의 규정이 마련돼 있지 않은 실정입니다.MBC뉴스 남형석입니다.(남형석 기자)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]"
3,2011-12-31,아쉬움 묻고 새해로…해넘이 명소 인파 '북적',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=055&aid=0000219508,SBS,"<8뉴스><앵커>2011년 마지막 태양이, 모든 기억을 안고 저물었습니다. 전국 해넘이 명소에는 인파가 몰렸습니다.권애리 기자입니다.<기자>'이것 또한 지나갔노라'두터운 구름을 헤치고 붉은 석양과 함께 2011년의 마지막 태양이 저물었습니다.첨예했던 갈등 속에서도 모두 함께 힘을 합쳐 꿈을 실현했습니다.예기치 못한 이별과 가슴 벅찬 해후, 생사를 갈랐던 고통과  찬란한 환희.2011년을 수놓았던 모든 일들이 마지막 해넘이와 함께 역사의 뒤안길로 사라졌습니다.충남 당진 왜목마을과 안면도 등 전국의 해넘이 명소 60여 곳에는 가는 해에 대한 아쉬움을 새해에 대한 희망과 기대로 달래려는 시민들로 북적댔습니다.[정원택/전남 순천 : 올 한 해는 무진장 힘들었습니다. 그런데 내년에는 우리가족이 행복하고 건강했으면 좋겠습니다. 앞으로 모든 국민 여러분도 건강했으면 좋겠습니다.]새해 분위기를 내기 위해 이른 떡국을 먹고, 새해 소망을 담은 풍선을 하늘 높이 날려 보내며, 한 발자국 앞까지 다가온 2012년을 기다립니다.새해 첫 날인 내일(1일) 해가 뜨는 시간은 오전 7시 20분에서 50분 사이입니다.그러나 대부분 지역에 짙은 구름이 끼어서 쾌청한 해맞이를 하기는 어려울 것으로 보입니다.기상청은 서울과 경기, 충남 등에는 새벽부터 1cm에 가까운 눈이 내릴 것이라고 예보했습니다 따라서 동해안 에서만 낮은 구름 사이로 새해 일출을 지켜볼 수 있을 것으로 전망됩니다.(영상취재 : 강윤구, 영상편집: 최혜영)권애리ailee17@sbs.co.kr관/련/정/보◆ 시위…사망…재해…'2011 지구촌 10대 뉴스'◆ 새해 '첫 아기' 경쟁 후끈…자연분만만 인정◆ '해맞이 명소' 150만명 몰릴 듯…도로 정체는?◆ 아듀! 2011 스포츠…가장 뜨거웠던 순간은☞[SBS기자들의 생생한 취재현장 뒷이야기 '취재파일']☞ SBS뉴스 공식 SNS [SBS8News 트위터] [페이스북] [미투데이] [요즘]저작권자 SBS&SBS콘텐츠허브 무단복제-재배포 금지"
4,2011-12-31,"""할아버지 보고싶어요"" 김근태 빈소에 '포스트잇 벽보판' 등장",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0002705647,머니투데이,"[머니투데이 이미호 기자]고(故) 김근태 민주통합당 상임고문의 빈소 앞 벽에 붙여져 있는 색색의 포스트잇. 조문객들이 직접 메시지를 적어 붙였다.'김근태 할아버지 보고싶고 하늘에서도 복 많이 받으세요' '보고 싶습니다. 함께 해야 할 일, 하고 싶은 일이 아직도 많은데…편히 쉬세요. 사랑합니다' '경찰인으로 김근태 고문님에게 사죄드립니다. 고문님 정신 영원히 사랑합니다' '존경하고 사랑하는 김근태 선배님, 항상 가시는 길은 민주주의·정의·평화의 길이었습니다. 평안한 영면을 기원합니다'고(故) 김근태 민주통합당 상임고문의 빈소에 때아닌 '포스트잇 벽보판'이 등장했다. 조문객들이 고인에 대한 추억과 마음을 담아 색색의 포스트잇에 메시지를 적어 붙인 것.고인의 빈소가 마련된 서울대병원 장례식장에는 31일 늦은 오후에도 조문객들의 발길이 끊이지 않았다.특히 빈소 앞 테이블에는 방명록과 함께 형형색색의 메모지가 놓였다.조문객들은 저마다 미처 하지 못한 말들을 정성스럽게 적어 붙였다. 고인은 유달리 신문과 책 읽기를 즐겨했던 것으로 알려져있다.김원이 보좌관은 ""어제까지만 해도 벽보판이 없었는데 일반 시민 중 한분이 아이디어를 제안하셔서 오늘 오후 3시부터 붙이기 시작했다""며 ""시민들이 함께 할 수 있는 공간을 마련하면 고문님께서도 하늘에서 좋아하실 거라고 믿는다""고 말했다.벽보판을 본 조문객들은 고인을 그리는 마음이 더욱 절실해졌다며 눈시울을 붉혔다.1975년 김 고문과 함께 원풍모방 노조운동을 함께 했다는 박순애씨(57)는 ""평화롭게 영면하시고 보고싶다는 마음을 적었다""며 ""지금 화원을 운영하고 있는데 백장미로 조화를 만들어 가져왔다""고 말했다.[나도 부자가 될 수 있을까? 긴급 추천 스마트정보!][내손안의 스마트한 경제정보 머니투데이 모바일][머니투데이 핫뉴스]☞김근태 고문한 이근안 ""고문은 애국"" 발언 재논란☞야간에 포착된 'K9', ""헤드램프가 멋있네""☞""이근안, 고문장소에 아들 근무시키기도…가책 못느껴""☞""김근태는 암울한 시대 맞선 민주화 운동의 대장""☞[흑룡의 해]2012년 대한민국과 안철수,박근혜 운세는이미호기자 best@<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
5,2011-12-31,2011년 마지막 날...명동 분위기,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=052&aid=0000388066,YTN,"[앵커멘트]많은 분들이 전국 각지에서 2011년 마지막 일몰을 보셨을 텐데요.친구나 가족들과 함께 서울 도심에서 즐거운 시간을 보내는 시민들도 많습니다.명동에 나가 있는 중계차 연결해 그곳 분위기 알아보겠습니다. 김대근 기자!이제 해가 저물었는데 지금도 시민들이 많이 몰리고 있나요?[중계 리포트]어느새 2011년 마지막 해가 저물고 날이 어두워졌습니다.시간이 갈수록 연말 분위기는 점점 더 고조되고 있는데요.많은 인파가 몰리면서 평소보다 더 설레고 들뜬 분위기가 느껴집니다.지금 이곳 명동에서는 가족이나 친구들과 함께 한 해의 마지막 날을 즐겁게 보내는 시민들의 모습을 볼 수 있습니다.두 손 가득 쇼핑백을 들고 걸음을 옮기거나 연인의 팔짱을 끼고 데이트를 즐기는 모습을 쉽게 찾을 수 있습니다.오늘이 2011년의 마지막 날이다 보니 많은 분들이 이전과는 다른 특별한 기분을 느끼실 거라고 생각합니다.한 해를 돌이켜보면 아쉬움이 많이 남는 분들도, 즐거운 기억이 많이 떠오르는 분들도 있을 텐데요.이런 날 지인들과 한 해를 돌아보고 새해를 힘차게 맞을 준비를 하는 것도 좋을 것 같습니다.지금 이렇게 도심에서 시간을 보내는 분들도 있지만 또 많은 분들이 새해 해맞이를 위해 전국 각지의 명소를 찾았을 텐데요.굳이 멀리 떠나지 않아도 서울에서도 새해 떠오르는 해를 보실 수 있습니다.내일 아침 서울 서대문 안산과 강서구 개화산, 하늘공원 등지에서 해맞이 행사가 진행될 예정입니다.장소별로 소원 풍선 날리기나 연 날리기 등의 행사가 예정돼 있으니 참고하시기 바랍니다.특히, 하늘공원에서는 '해맞이 우체국'이 준비될 예정입니다.새해 아침 지인들에게 감사의 마음과 행복을 비는 편지를 보내는 것도 좋을 것 같습니다.이제 몇 시간 남지 않은 2011년 마무리 잘 하시고 다가오는 2012년 새해 힘차게 맞이하시기 바랍니다.지금까지 서울 명동에서 YTN 김대근[kimdaegeun@ytn.co.kr]입니다.[관련기사]▶ '아듀 2011'...거리엔 나들이객 북적▶ 매생이 먹고 해돋이 보세요!▶ 당진 왜목마을의 해넘이▶ 희망의 시민, 새해 첫 종을 울린다 !▶ 제주, 해넘이·해돋이 관광객 몰려!☞ [다운로드] 생방송과 뉴스속보를 한 눈에...YTN뉴스ON☞ YTN 긴급속보를 SMS로!☞ 스마트폰으로 즐기는 24시간 뉴스의 세계...YTN 어플리케이션[저작권자(c) YTN & Digital YTN. 무단 전재-재배포 금지]"
6,2011-12-31,두터운 구름으로 볼 수 없는 마지막 해넘이,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=079&aid=0002318495,노컷뉴스,"[노컷뉴스 황진환 기자]유난히 다사다난 했던 2011년에는 세계적 불황으로 인해 우리 서민들의 살림도 많이 팍팍해진 느낌이다. 희비가 함께 했던 신묘년을 과거로 돌리고, 60년 만에 찾아온 2012년 임진년 “흑룡의 해” 에는 우리 모두가 희망을 가질 수 있기를 기대해 본다.서울의 올해 마지막 해넘이는 17시 23분으로 두터운 구름 때문에 볼 수 없었다.jordanh@cbs.co.kr(대한민국 중심언론 CBS  뉴스FM98.1 / 음악FM93.9 / TV CH 412)<저작권자 ⓒ CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지 >"
7,2011-12-31,2011년 마지막 날...명동 분위기,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=052&aid=0000388051,YTN,"[앵커멘트]2011년의 마지막 날인 오늘 많은 분들이 뜻깊은 시간 보내고 계실 텐데요.서울 명동에도 즐겁게 한 해를 마무리하려는 시민들이 몰리고 있습니다.명동에 나가 있는 중계차 연결해 그곳 분위기 알아보겠습니다. 김대근 기자!지금 시민들이 많이 모였나요?[중계 리포트]지금 제 뒤로 보시는 것처럼 많은 시민들이 이곳 명동을 찾았습니다.가족이나 친구들과 함께 한 해의 마지막 날을 즐겁게 보내는 모습을 볼 수 있습니다.이렇게 많은 인파가 몰리다 보니 연말 분위기가 더 고조되고 있는데요.더 설레고 들뜬 분위기가 느껴지고 있습니다.오늘이 2011년의 마지막 날이다 보니 많은 분들이 이전과는 다른 특별한 기분을 느끼실 거라고 생각합니다.한 해를 돌이켜보면 아쉬움이 많이 남는 분들도, 즐거운 기억이 많이 떠오르는 분들도 있을 텐데요.이런 날 지인들과 한 해를 돌아보고 새해를 힘차게 맞을 준비를 하는 것도 좋을 것 같습니다.지금 이렇게 도심에서 시간을 보내는 분들도 있지만 또 많은 분들이 해넘이와 해맞이를 위해 전국 각지의 명소로 향하고 있을 텐데요.서울 도심은 물론 서울과 가까운 곳에서도 해넘이 행사가 진행되고 있습니다.한강에서 유람선을 타고 해넘이를 볼 수도 있고요.조금 전인 오후 4시부터 인천 경인아라뱃길 인천여객터미널 정서진 일대에서 진행되고 있는 해넘이 축제에서도 올해의 마지막 일몰을 보실 수 있습니다.또 새해의 첫날인 내일 아침에는 서울 곳곳에서 해맞이 행사가 진행됩니다.서울 서대문 안산과 강서구 개화산, 하늘공원 등지에서 해맞이 행사가 진행될 예정입니다.2011년 마무리 잘 하시고 다가오는 2012년 새해 힘차게 맞이하시기 바랍니다.지금까지 서울 명동에서 YTN 김대근[kimdaegeun@ytn.co.kr]입니다.[관련기사]▶ 2012년 밤하늘에는 무슨 일이?▶ 오늘 자정 보신각에서 제야의 종 타종▶ 흑룡에 윤달에...""속설은 불안함의 반영""▶ '다사다난' 시민들이 본 2011년▶ 역사 속으로 사라지는 바다 지킴이!☞ [다운로드] 생방송과 뉴스속보를 한 눈에...YTN뉴스ON☞ YTN 긴급속보를 SMS로!☞ 스마트폰으로 즐기는 24시간 뉴스의 세계...YTN 어플리케이션[저작권자(c) YTN & Digital YTN. 무단 전재-재배포 금지]"
8,2011-12-31,"카메라, 와이파이 심고 스마트폰에 도전",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=031&aid=0000246323,아이뉴스24,"<아이뉴스24>[박웅서기자] 2012년 출시될 디지털 카메라엔 어떤 기술이 적용될까?최근 거의 모든 전자기기에 '스마트' 열풍이 거세다. 스마트 바람은 이미 휴대폰과 태블릿PC를 너머 TV와 냉장고, 세탁기 등 생활가전으로까지 확산됐다. 디지털 카메라에도 '스마트' 정신이 이식되지 말라는 법은 없다.재미 있는 사례가 있다. 디지털 카메라에 적용될 수 있는 첨단 기능 중 구체화된 한 가지다. 지난 2011년 10월 미국 벤처기업 리트로(Lytro)는 사진을 촬영한 이후 마음대로 초점을 조절할 수 있는 '라이트필드 포토그래피 기술'을 적용한 카메라를 공개했다. 이 제품은 오는 1분기 판매될 예정이다.이 외에도 여러 가지 상상이 가능하다. 단순히 상상에서 그치는 것이 아니라 구체적인 계획이 잡혀 있는 것도 있다. 와이파이를 통한 클라우드 카메라다.◆클라우드 카메라 등장, 모바일OS 탑재도 가능드문 경우지만 기존에도 와이파이를 내장한 디지털 카메라가 있었다. 삼성전자의 콤팩트 카메라 'SH100'이 대표적이다.이 제품은 무선 네트워크가 가능한 곳에서 사진 및 동영상을 페이스북, 유튜브, 피카사, 싸이월드, 미투데이 등 SNS나 이메일로 바로 보낼 수 있다. 와이파이를 내장한 덕분이다. 웹사이트나 이메일로 사진을 전송할 때는 뒷면 터치스크린에 쿼티 자판을 띄워 사용하면 된다.삼성전자는 향후 다른 디지털 카메라에도 와이파이를 탑재할 예정이다.삼성전자 디지털이미징사업부장 한명섭 전무는 앞서 지난 2011년 9월 미러리스 카메라 'NX200' 발표회에서 ""클라우드 시스템을 연계해 디지털 카메라에서 바로 올려받고 내려받는 걸 준비하고 있다""고 언급한 바 있다.단순히 웹에서 다른 사람과 사진을 공유하는 것을 너머 디지털 카메라를 통해 클라우드 시스템까지 적용할 계획을 품고 있는 것.카메라에 클라우드 시스템이 적용되면 자신이 촬영한 사진을 TV나 PC, 스마트폰, 태블릿PC 등 다양한 전자기기와 바로 공유할 수 있다. 사진이나 동영상을 찍고 그 자리에서 태블릿PC 등 큰 화면으로 바로 감상할 수 있게 되는 셈이다.더 나아가서는 향후 디지털 카메라에서 사진 및 동영상 파일을 저장할 저장 공간을 최소화할 수 있다. 줄어든 저장공간은 카메라에 내장하고 추가 메모리카드는 더 이상 필요하지 않게 될 거란 상상도 가능하다.카메라에 와이파이 내장이 보편화되면 콤팩트 카메라 시장을 위협하는 스마트폰에 어느 정도 대응이 가능해진다. 휴대성은 스마트폰이 더 좋지만 콤팩트 카메라 수준의 화질을 따라가기엔 한계가 있기 때문이다.디지털 카메라에서 모바일 운영체제(OS)를 사용할 날도 머지 않았다. 삼성전자는 무선사업부가 주관하는 바다OS를 디지털 카메라에 적용하겠다고 언급한 바 있다. 스마트폰에서 사용하던 OS가 카메라에 적용되면 조작성 등이 더 편리해지는 장점이 있다.클라우드 카메라 및 모바일OS 적용에 대한 입장을 밝힌 것은 아직 삼성전자 뿐. 하지만 최근 소니나 파나소닉 등 가전업체들이 카메라 시장에서 두각을 드러내고 있는 점을 감안하면 향후 트렌드 확대를 점쳐볼 수 있다.추가 저장 메모리를 사용하지 않을 뿐더러 인터넷에 바로 접속하는 새로운 개념의 카메라가 구체화되는 시기는 정확히 알 수 없다. 다만 GPS나 터치스크린 같은 경우도 처음엔 극소수의 제품에만 탑재되다가 점차 지원범위가 넓어지고 있는 것처럼 와이파이도 같은 수순을 밟게 될 것이다./박웅서기자cloudpark@inews24.com[관련기사]▶미러리스 카메라용 전동식 줌렌즈 뜬다"
9,2011-12-31,아라온호 보고 놀란 펭귄 '줄행랑',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005445732,연합뉴스,"(아라온호<남극해>=연합뉴스) 김주성 기자 = 31일 오전(한국시간) 남극해를 항해 중인 아라온호에서 관찰된 펭귄. 유빙 위에서 평화롭게 놀던 펭귄들은 아라온호가 얼음을 깨며 항해하자 놀란 채 안전한 곳으로 도망을 갔다. 남위 75도 16분, 동경 169도 23분. 2011.12.31utzza@yna.co.krhttp://blog.yonhapnews.co.kr/utzza/<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
