,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2011-09-08,'귀성길 차량관리' 이렇게‥미리미리 점검하세요,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000189151,MBC,"[뉴스데스크]◀ＡＮＣ▶안전하고 즐거운 귀성길을 위해서, 또 유념하실 게 있습니다.미리 미리 자동차를 점검하는 것인데요.사소해 보이는 부품이라도 하나하나 준비와 점검을 잘 해야 고향 가는 길 행복할 수 있습니다.정준희 기자입니다.◀ＶＣＲ▶도로를 가득 메우고 가다 서다를 반복하는 자동차들.교통 체증만으로도 힘든 운전에 차까지 말썽을 부리면 낭패입니다.◀ＩＮＴ▶ 김종윤/서울 용산구 용문동""펑크가 나가지고 긴급출동 부르고 기다리는데 짜증나죠. 암담하더라고요. 언제가나.""가장 문제가 잦은 것은 배터리입니다.◀ＩＮＴ▶ 김병조 정비주임/현대자동차""미등을 켜놨든가 실내등을 켜놨다거나 시거잭에서 휴대폰 충전기를 꽂고 휴대폰 배터리를 충전했을 경우에는 방전될 소지가 아주 많습니다.""정비소에서 점검을 받는 게 좋지만 간단한 방법으로도 배터리 상태를 알 수 있습니다.시동을 여러 차례 걸어도 힘차고 경쾌한 소리가 나면 정상입니다.◀ＳＹＮ▶""배터리 성능이 약할 경우에는 '씽씽씽' (시동 모터) 돌아가는 소리가 아주 약합니다.""냉각수와 워셔액, 엔진오일 같은 소모품도 충분히 넣어둬야 합니다.특히 정체 구간에서는 엔진이 과열되기 쉽기 때문에 냉각수 양을 꼭 확인해야 합니다.장거리 주행 때는 타이어에 공기를 평소보다 10% 정도 더 넣는 게 좋습니다.◀ＳＹＮ▶""공기압이 부족하면 타이어의 접지면적이 넓어지기 때문에 마모가 빨라지고 연비도 안 좋아집니다.""야간 운전에 대비해 전조등과 방향지시등도 점검해야 하고, 운전의 무료함을 달랜다며 DMB를 보는 것은 위험하므로 피해야 합니다.MBC뉴스 정준희입니다.(정준희 기자 rosinante@imbc.com)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]"
1,2011-09-08,쓰나미 발생 6개월 후의 달라진 피해 지역,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=003&aid=0004072230,뉴시스,"【이와키(일본)=AP/뉴시스】지난 3월 11일 쓰나미로 폐허가 된 일본 후쿠시마현 이와키 마을(사진 위)이 쓰나미 발생 근 6개월이 지난 9월 1일 깨끗하게 정돈된 모습을 보이고 있다.★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ '한국언론 뉴스허브' 뉴시스통신사. 무단전재-재배포 금지.>"
2,2011-09-08,"안철수, 과거 오렌지빛 ‘파격’ 헤어…네티즌 “어우 깜짝야”",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=382&aid=0000009636,스포츠동아,"안철수 서울대 융합과학기술대학원장의 과거 사진이 충격을 주고 있다.8일 안철수 연구소 트위터 등에는 안철수 교수의 과거 사진 한장이 공개돼 눈길을 끌었다. 이 포스터는 2000년 ‘안철수컴퓨터바이러스연구소’가 안철수연구소로 상호를 변경하면서 내보낸 인쇄 광고의 하나로, 머리를 무지개색으로 물들인 안 교수의 모습을 담고 있어 신선한 충격을 주고 있다.공개된 사진속에서 안 교수는 오렌지 빛깔에 무지개를 연상시키는 다양한 색으로 염색을 시도해 폭소를 자아냈다.네티즌들은 “헉 점잖으신 분이 왜 그러셨죠?”, “패션종결자 시네요”, “지드래곤이 울고 갈 파격 헤어”라며 재밌다는 반응을 보였다.한편 안 교수는 최근 서울시장 불출마를 선언하고, 박원순 희망제작소 상임이사를 지지한다고 밝혀 행보에 관심이 쏠리고 있다.사진출처=안철수 연구소 트위터동아닷컴 온라인뉴스팀  기사제보 star@donga.com[관련 뉴스]- [화보] ‘톱 걸’ 지나, 9등신＋무결점 몸매로 위풍당당!- [화보] ‘제 2의 고아라-황우슬혜’ 신고은, 인형외모 화제- SBS '짝' 남자 6호, 제작진 폭로글 논란…""악의적 편집""- 노홍철 “장윤정 씨…아니, 장윤주 씨” 이를 어째…- 지나, 한밤중에 고기를…“몸매 유지 부러워!”스포츠동아, 무단 전재 및 재배포 금지스포츠동아가 만드는 모바일 연예/스포츠세상 -6464 누르고NATE/magicⓝ"
3,2011-09-08,왼손으로 술잔 받아든 김정일,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0005258670,연합뉴스,(서울 조선중앙TV=연합뉴스) 북한 조선중앙TV는 뇌졸중 후유증으로 왼손 사용이 불편한 것으로 알려진 김정일 국방위원장이 지난 달 중국 동북지역 방문 중 왼손으로 술잔을 들고 있는 모습이 담긴 기록영화를 8일 방영했다.  2011.9.8<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>
4,2011-09-08,어머니의 역귀경,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=022&aid=0002306877,세계일보,"[세계일보]3일만 지나면 ‘민족의 명절’ 추석이다. 국민들의 마음은 벌써 고향을 향하고 있다. 8일 서울 반포동 고속버스터미널에서 역귀경한 어머니가 마중나온 아들과 만나고 있다. 오랜만에 보는 어머니가 애처로운지 아들은 어머니의 두 볼을 어루만지고 있다.이종덕 기자[Segye.com 인기뉴스]◆ 연봉 9776만원! 진짜 '신의 직장' 따로 있네◆ 해병대 총기난사 김상병 ""저를 죽여주십시오""◆ 우리나라 성범죄 1위 불명예 '서울 관악구'◆ 14호 태풍 ‘꿀랍’ 북상중… 10∼12일 전국 비◆ 휴대전화 기본료 4천500원 요금제 출시[ⓒ 세계일보 & Segye.com, 무단 전재 및 재배포 금지][금융전문뉴스 세계파이낸스][모바일로 만나는 세계닷컴]<세계닷컴은 한국온라인신문협회(www.kona.or.kr)의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.>"
5,2011-09-08,"국내 최초 유령새우 발견 ""신기해""",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0002607661,머니투데이,"[머니투데이 정혜윤 인턴기자]↑왼쪽:곤봉말미잘의 외부에 공생하는 예쁜점유령새우, 오른쪽:예쁜점유령새우 (출처=국립생물자원관)국내에서 처음으로 유령새우가 발견됐다.국립생물자원관은 8일 제주도에 서식하는 아열대성 유령새우 2종과 부채게류 2종이 국내에서 처음으로 발견됐다고 밝혔다.국립생물자원관에 따르면 예쁜점유령 새우와 큰다리유령 새우가 속하는 유령새우는 몸이 작고 매우 투명해 포식자조차도 찾기 힘들다.이외에도 아열대 산호초지역에 주로 서식하는 주름부 채게와 검은손부채게가 최초로 발견됐다. 국립생물자원관은 ""이러한 아열대성 종이 발견되는 이유는 제주 주변 해양생태계의 환경이 지구온난화로 변화했기 때문이다""고 전했다.국립생물자원관은 '자생생물 조사, 발굴연구' 사업을 통해 신종 85종과 한반도 미기록종 113종을 새롭게 밝혀냈다.유령새우를 본 네티즌들은 ""이름도 예쁜 게 참 신기하다"", ""진짜 섞여있으면 못 찾겠다""등 다양한 반응을 보내고 있다.[ 사실앞에 겸손한 정통 뉴스통신 뉴스1 ][머니투데이 핫뉴스]☞가수 김성수의 집, 경매로 나온 사연☞시중銀 신입행원 퇴사율 왜 높나?☞폭우 때문에 강남 오피스 거래 부진?☞'이거 사야합니다잉~' 귀향길 풍경속 알짜 종목☞서민 보험료 부담 내려간다…車보험 11만↓정혜윤인턴기자 hihyeyoon@<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
6,2011-09-08,"[답사기로 떠나는 답사여행](8)막걸리, 넌 누구냐?",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=033&aid=0000021716,주간경향,"ㆍ막걸리와 전주어쩌다 술향을 맡았다가 그 안에서 나를 유혹하는 낯선 길을 보았고, 기꺼이 그 길 속으로 들어섰다. 그 길에는 술만 있는 게 아니었다. 술에 인생을 건 장인이 있었고, 세월이 쌓아놓은 제조 비법이 있었고, 곰삭은 문화가 있었고, 휘청거리는 역사도 있었다.허시명 <술의 여행>여행작가 허시명의 <술의 여행>은 <주당천리>의 개정판이다. 말이 개정판이지 ‘표지갈이’에 다름 아니다. 혹시 ‘주당천리’라는 표제가 너무 거나해서 문득 매무새를 추스르듯 바꾼 것일까. 모르겠다. 사실 ‘주당천리’라는 표제가 호방해서 훨씬 좋았는데. 내가 그의 ‘주당 편력’을 이렇듯 거침없이 거칠게 표현할 수 있는 것은 내가 그에게 사적으로 애정을 가지고 있기 때문이다. 그와 함께 한 술 한 잔에 취한 적이 있기 때문이다. 아니, 그의 책을 읽으면서 이미 취기가 올랐기 때문이다. 저자의 술 편력이 깊어지면서 그는 어느덧 ‘술 전문가’가 되었고, 어쩌다 ‘막걸리학교(<프레시안> 인문학습원 과정)’ 교장까지 되었다. 그리고 ‘<막걸리, 넌 누구냐?>(예담, 2010)’고 묻기에 이른다. 그래, 허시명, 너는 또 누구냐. 나 말고 다른 이가 그에 대해서 알고 싶다면 그의 책을 보시라. 그리고 들어보자. 그의 ‘주유편력(酒遊遍歷)’의 변명을.곡물로 가공한 음식 중 가장 오래 보관할 수 있는 게 술이고, 음식으로서 가장 비싼 게 술이다. 다산 정약용은 쌀을 허비하는 주범으로 술을 지목하고 소줏고리를 없애자고 했지만, 이제는 쌀을 소비하는 효율적 장치로 술을 지목하고, 농민주와 전통주를 부양하고 술 품평회와 술 축제를 여는 세상이 되었다.막걸리에 묘리가 있다‘술의 여행’처럼 호사스러운 여행이 또 있을까. 그곳이 어디이든, 어디일지라도 술이 있어 이미 그만이다. 하지만 저자가 어엿한 ‘막걸리학교 교장선생님’이니만큼 막걸리 기행 편에 먼저 눈길이 가지 않을 수 없다. 전책 <풍경이…>에서 ‘부산 산성막걸리’와 ‘포천 이동막걸리’에 대해 이미 다룬 바 있지만<술의 여행>에서는 전주 막걸리골목, 영양막걸리, 장수막걸리, 부자막걸리 등을 살피면서 ‘막걸리에 묘리가 있다’고 설파한다. 뭐 엄청난 묘리는 아니다. 술을 의인화한 가전체 소설 <국선생전>을 지은 고려시대 문장가 이규보는 농도 짙은 막걸리 시를 한 편 남겨놓았다. 이른바 ‘백주시(白酒詩)’인데, 그는 시를 짓게 된 이유를 이렇게 말한다.콩나물국밥은 해장으로 제격이다.내가 예전에 젊었을 때 백주(막걸리)를 즐겨 마셨다. 그 무렵에는 청주를 만나기가 어려워 백주를 마셨지만 높은 벼슬을 거치면서 자주 청주를 마시게 되었다. 그러면서 백주를 즐겨 마시지 않게 되었다. 이는 습관 따라 자연스럽게 된 이치가 아니겠는가! 요새는 벼슬에서 물러나 녹이 줄어들어서 청주를 왕왕 마실 수 없게 되었다. 부득이 백주를 마시지만 번번이 가슴이 체한 듯하여 유쾌하지 않았다. 옛날 두보는 시에서 ‘막걸리(탁주)에 묘리가 있다’ 하였으나 나는 그 이유를 모르겠다. 나는 옛날 백주를 마시던 때에도 습관적으로 마셨을 뿐이요, 실로 그 이유를 몰랐다. 하물며 지금이랴. 두보는 본래 가난했던 사람이라 역시 그 습관으로 인하여 말한 것인지도 모를 일이다. 이에 ‘백주시’를 짓게 되었다.…이제야 알리로다 사람의 성품이란/ 습관과 함께 젖어든다는 것을/ 음식이란 처지대로 따르는 것이라/ 즐기고 즐기지 않고가 어디 있으랴…처세에 대한 자조인지, 아니면 역설적 표현인지는 모르겠으되 왠지 뒷맛이 씁쓸하다. 하지만 현실은 훨씬 독하다. 저자가 전주 막걸리골목으로 취재를 갔을 때 하필이면 텔레비전에서는 농민 시위에 대한 보도가 이어지고 있었던 모양이다. 쌀 수입 개방 반대가 그 이유였는데, 수입 개방으로 쌀값의 20%가 하락할 것이고 그러면 농민들 보고 죽으란 말이나 다름없다는 것이다. 그리고 실제로 죽어버리는 안타까운 일까지 벌어졌다.전주 한옥마을그런 모습을 보며 술을 마셔야 할지 말아야 할지 망설이던 저자는 들고 있던 막걸리에서 애써 위안을 찾는다. 원래 막걸리는 쌀로 만드는 것이고, 한때 막걸리가 술 소비량에서 60%를 넘기도 했었으니 그를 되살린다면 우리 농산물 소비 촉진에 조금이라도 도움이 되지 않겠느냐는 것이다. 군색하고 계면쩍은 논리지만 그런 말을 할 수밖에 없는 저자의 마음을 모를 리 없고, 더구나 막걸리학교 교장선생님 말이니 그냥 따르기로 하자. 어차피 농심도 탁배기 한 잔에 시름을 달래지 않는가.막걸리가 새롭게 주목을 받으면서 우리 술에 대한 인식 변화도 생겨나고 있다. 그 중 하나가 술을 우리의 문화유산, 관광자원으로 해석하는 시각이다.즉, 좋은 술을 만들려면 좋은 물이 있어야 하고, 좋은 물을 지키려면 땅이 오염되지 않아야 하고 산천이 수려해야 한다. 술의 잔치는 물의 잔치이고 땅의 잔치라야 한다. 그리고 술 속에 녹아든 이 땅의 쌀과 농산물의 잔치가 되어야 한다.전주 막걸리골목과 전주학교전주 막걸리의 전통은 도시의 전통만큼이나 깊다. 곡창의 중심지였던 만큼 일찍부터 술을 빚어왔을 것이고, 그 맥은 1970년대 막걸리 전성시대를 거쳐 지금까지도 끊이지 않고 이어지고 있다. 1970년대 청년기를 보낸 50~60대 전주 사람이라면 옛 도청 뒷골목에 줄줄이 늘어서 있던 막걸리집들을 기억할 것이다. 막걸리 한 주전자를 시키면 안주가 2층으로 쌓여 나왔다는 이야기가 지금도 전설처럼 회자되고 있다. 막걸리가 사양길에 접어든 후에도 전주 막걸리의 전통은 그 명맥을 이어왔고, 지금의 막걸리골목들로 여전히 성시를 이루고 있다. 그 중 가장 대표적인 곳이 삼천동 막걸리골목이다. 50여 곳에 이르는 막걸리집들이 몰려 있어 그야말로 막걸리집들로 불야성을 이룬다.전주비빔밥전주 막걸리집의 장점은 저렴한 술값과 푸짐한 안주에 있다. 1만2000원 정도의 막걸리 한 주전자를 시키면 값을 따로 받지 않는 안주가 한 상 가득 나온다. 더덕, 풋마늘대, 통마늘 장아찌, 삶은 콩과 옥수수, 날배추, 새우 소금구이, 키조개, 소라, 게 발, 생굴, 꼬막, 피문어, 해삼, 멍게, 도미찜, 광어회, 조기구이 등 25가지에 이르는 안주를 내놓는다. 손님으로서야 그저 입이 함빡 벌어질 일이지만 마음 한편으로 이렇게 해서 장사가 될까 하는 걱정이 들기도 한다. 물산이 풍부하고, 물가와 인건비가 싸고, 음식문화가 발달한 전주라서 가능한 일이지만 그 바닥에는 전주만의 인심이 크게 자리하고 있음을 부인키 어렵다.이왕 전주까지 왔으면 막걸리만 마시고 돌아갈 수는 없는 일이다. 이 고풍 어린 도시는 막걸리보다 더 진한 풍류와 문화를 곳곳에 간직하고 있다. 이씨 왕조의 발상지임을 가리키는 경기전과 그 뒤편의 한옥마을, 전동성당과 풍남문, 오목대, 전주객사, 한벽루, 덕진공원의 연꽃, 전주대사습놀이로 상징되는 소리문화, 부채와 한지 등 천년고도의 전통은 여태 살아 숨쉰다. 무엇보다 전주 하면 빼놓을 수 없는 것이 바로 음식문화다. 고유의 한정식은 물론이고 비빔밥과 콩나물국밥, 오모가리찌개 등 서민적 음식도 전주만의 풍미를 이룬다.막걸리와 더불어 전주의 ‘온’ 모습을 고루 둘러볼 수 있는 한 방편으로 역시 <프레시안> 인문학습원 과정 중 하나인 ‘전주학교(교장 이두엽)’를 추천할 만하다. 오는 9월 24~25일 실시되는 가을학기 강의는 전주 일원을 돌며 전주의 참 모습과 만난다. 전통문화에 대한 강의는 물론이고 공연과 체험학습, 막걸리집에서의 뒤풀이도 있다. 막걸리학교는 9월 1일 개강해 10월 27일까지 매주 목요일 강의를 갖는다.글·사진 | 유성문<여행작가>meonbit@hanmail.net-ⓒ 주간경향 & 경향닷컴, 무단 전재 및 재배포 금지〈경향닷컴은 한국온라인신문협회(www.kona.or.kr)의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.〉"
7,2011-09-08,"달의 북극, 이렇게 생겼어요!",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=092&aid=0001986768,ZDNet Korea,"달의 북극, 이렇게 생겼다.지구에서 38만4천km 떨어져 있는 달은 수천년간 인간에게 끝없는 상상의 나래를 펼치게 하는 산실이었다. 1969년 아폴로11호가 마침 내 달의 표면에 도착했을 때 우주비행사들은 달이 황량하고 생명체가 없는 공모양의 위성일 뿐이라는 사실을 발견했다.하지만 이후 달은 여전히 과학자와 일반인들에게 여전히 상상의 나래를 펼치게 했다.""달의 북극은 어떻게 생겼을까?""란 의문이 그 가운데 하나다.美항공우주국(NASA·나사)이 7일(현지시간) 달 주변을 돌고 있는 달궤도정찰위성카메라(LROC)에서 보내온  달 북극 사진을 종합해 만들어 낸 달 북극의 사진을 공개했다.달의 북극은 마치 곰보빵처럼 우둘투둘 했다.LROC의 주된 과학적 목적 가운데 하나는 달의 '영원한 그림자 지역'과 '거의 영원히 빛나는 지역'을 알아 내는 것인데 그 과정에서 달의 북극 모습을 찾아낸 것이다.▲ NASA가 7일 달궤도탐사위성카메라(LROC)로 찍은 사진을 복합적으로 구성해 만든 달 북극의 모습.위성이 계속돌고 있어 한번에 완전한 사진을 찍을 수 없다.<사진=나사>달궤도정찰 탐사 임무를 시작한 지난 2009년 이래 달궤도정찰위성(LRO)에 장착된 카메라들은 달의 북극으로 접근하면서 수천장의 광각 3D카메라사진을 지구로 전송해 왔다.과학자들은 이 이미지를 통해서 이 모자이크 사진을 만들어 냈다. 이 사진은 달 북반구의 여름기간 동안 한달 이상 찍힌 983장의 사진을 복합적으로 조합해 만들어진 것이다. 위성이 달 궤도를 계속 돌고 있기 때문에 완전한 한장의 사진을 한번에 찍어 내기란 불가능하다.이 모자이크 사진은 달의 북극이 가장 밝게 빛나고 있을 때의 모습을 보여준다. 사진 속의 그림자 지역은 영원한 그림자 지역일 가능성이 높은 지역이다.[관련기사]☞NASA “태양폭발시 지구도달 시점 예보”☞달에도 이런 모습들이...NASA 정밀 지도 완성☞[이재구코너] 인류의 달 착륙, 우주시대 열다☞[이재구코너] 인류의 달 착륙, 우주시대 열다☞NASA, 아폴로계획시 달 사진 40년만에 공개이재구 기자 (jklee@zdnet.co.kr)▶ IT 세상을 바꾸는 힘 <지디넷코리아>▶ IT뉴스는<지디넷코리아>, 게임트렌드는<게임스팟코리아>▶ 스마트폰으로 읽는 실시간 IT뉴스<모바일지디넷>[저작권자ⓒ메가뉴스 & ZDNet & CNET. 무단전재 및 재배포 금지]"
8,2011-09-08,"아기 사자 ""우리도 한가위 분위기""",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005258178,연합뉴스,(용인=연합뉴스) 민족 대명절 한가위 추석을 사흘 앞둔 8일 경기도 용인 에버랜드 동물원에서 지난 6월 태어난 아기사자가 귀여운 한복 차림으로 추석 분위기를 높이고 있다. 에버랜드는 추석 연휴기간 '동물아가방'에서 아기 사자와 사막여우가 한복 차림으로 관람객을 맞이한다고 밝혔다. 2011.9.8<< 에버랜드 제공 >>drops@yna.co.krhttp://blog.yonhapnews.co.kr/geenang<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>
9,2011-09-08,휴게소에 핫바만 있나? 홀인원도 있지!,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=028&aid=0002109579,한겨레,"[한겨레][매거진 esc]커버스토리어차피 막힐 귀성길, 휴게소 즐기며 가요“창을 열어! 소리쳐봐! 우리는 바~다로 가요~ 까맣게 타서 돌아올 거예요!” 라디오에서 가수 김장훈의 노래 ‘고속도로 로망스’가 흥겹게 흘러나오네요. 고속도로 타고 고향 가는 길. 시원한 가을바람에 탁 트인 풍경, 보고 싶던 가족들까지. 생각만 해도 신나는 길… 이었으면 좋겠건만, 현실은 그렇지 않네요. 시뻘건 정지등을 내뿜으며 꼬리 물고 늘어진 자동차 행렬. 게다가 가을이라면서 날씨는 왜 이리 푹푹 찌는지. 창을 열어 소리치고 싶네요. 마음만 시커멓게 타서 돌아올 거 같아요!짜증 한가득 안고 휴게소에 들렀습니다. 징징대는 아이 손을 끌며 미어터지는 화장실을 뚫고 지나, 길게 늘어선 사람들을 피해 우동 한 그릇 뚝딱 해치웁니다. 빨리빨리. 귀성전쟁의 승리자가 되려면 민첩한 행동은 기본이겠죠.어허, 그런데 이건 아니죠. 여행은 목적지에 도착한 뒤부터가 아니라, 출발하는 순간부터 이미 시작이거든요. 한가위 교통체증, 하루이틀도 아니잖아요. 마음을 바꿔 보세요. 가는 길, 오는 길을 즐기는 것도 여행의 일부랍니다. 후다닥 빠져나갈 생각을 접어두면, 회색빛 고속도로 옆으로 정말 멋지고, 맛나고, 아름다운 장소가 펼쳐집니다.가 올해는 맘먹고 휴게소 안내하는 내비게이션으로 나섰습니다. 휴게소는 이제 ‘없는 것 빼곤 다 있는’ 복합 놀이공간입니다.특별취재팀이 서울~부산을 3번 넘게 오고갈 장장 2792㎞를 돌아다니면서 듣고 온 전국의 휴게소 이야기를 펼쳐봅니다. 띵동! 잠시 후, 오른쪽으로 눈을 돌리면 휴게소 특집이 펼쳐집니다. 아, 깜빡이 넣는 거, 잊지 마세요!글 김성환 기자hwany@hani.co.kr·사진 박미향 기자mh@hani.co.kr공식 SNS[통하니][트위터][미투데이]| 구독신청[한겨레신문][한겨레21]Copyrights ⓒ 한겨레신문사, 무단전재 및 재배포 금지<한겨레는 한국온라인신문협회(www.kona.or.kr)의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.>"
