,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2011-09-15,"퇴근길 교통정체‥시민들, 지하철 몰려 혼잡",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000189724,MBC,"[뉴스데스크]◀ＡＮＣ▶정전으로 신호등이 작동하지 않으면서 퇴근길 교통정체가 심했고 시민들이 지하철로 몰려들면서 혼잡이 심했습니다. 지금 신호등과 도로상황 어떤지, 취재기자 연결해 알아봅니다.염규현 기자 현재 상황 전해주시죠.◀ 기자 ▶네, 저는 지금 공덕오거리에 나와 있습니다. 이곳도 정전이 본격화되었던 오후 네 시를 전후해 한 시간 가까이 신호등이 작동하지 않았습니다.이후에도 간간히 꺼졌다 켜지기를 반복하다 조금 전부터는 안정을 되찾았습니다.◀ＶＣＲ▶이때문에 오후 시간대 도로는 평소보다 혼잡을 빚기도 했는데요.시민들의 신고가 빗발치면서 경찰은 교통 비상을 발령하고 수신호 통제에 나서기도 했습니다.이곳 외에도 강남 포스코 사거리 서울 역사박물관 앞 도로 등 서울시내 주요 도로들도 신호등 복구가 늦어져 운전자들이 혼란을 겪었습니다.정전이 됐던 서울시내 250개 신호등은 조금 전인 오후 8시 반을 기해 모두 복구가 완료됐고, 경찰의 비상 근무도 모두 해제됐습니다.일부 시민들은 교통혼잡을 피해 퇴근길 지하철로 몰리기도 했는데요.서울 메트로는 지하철에 이용되는 변전소엔 정전에 대비한 장치가 있어 운행에 이상이 없었다고 밝혔습니다.지금까지 서울 공덕오거리에서 MBC뉴스 염규현입니다. (염규현 기자 email@mbc.co.kr)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]"
1,2011-09-15,마라도서 관광객 탄 카트 바다로 돌진 '아찔',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005266334,연합뉴스,"마라도서 사고난 골프카트(서귀포=연합뉴스) 김호천 기자 = 15일 오전 국토 최남단 제주도 서귀포시 마라도에서 관광객 20여명을 태우고 운행하던 14인승 골프카트가 브레이크 고장으로 30m가 넘는 내리막길을 달리다 표지판을 들이받고 멈춰서 있다. <<관광객 제공 사진·지방기사 참고>> 2011.9.15.khc@yna.co.kr카트 손님 튕겨 나와 5명 부상(서귀포=연합뉴스) 김호천 기자 = 국토 최남단의 섬 마라도에서 관광·레저용 교통수단으로 운행되는 골프 카트가 20여명을 태운 채 바다로 돌진하다 표지판을 들이받고 가까스로 멈춰서는 아찔한 사고가 발생했다.제주 서귀포시 대정읍 마라도 주민들에 따르면 15일 오전 10시40분께 김모(45)씨가 운전하던 14인승 카트가 손님들을 태우고 최남단비 주변을 지나던 중 제동장치가 작동하지 않아 내리막길을 30∼40ｍ가량 내달리다 장군바위 표지판을 들이받고 멈춰 섰다.이 사고로 카트에 타고 있던 조모(58·여·경기도 수원시)씨 등 일가족 5명이 튕겨 나오면서 바위에 머리 등을 부딪쳐 병원으로 옮겨졌다. 탑승자 10여명은 찰과상이나 타박상을 입은 것으로 알려졌다.바다로 돌진하다 멈춰선 골프카트(서귀포=연합뉴스) 김호천 기자 = 15일 오전 국토 최남단 제주도 서귀포시 마라도에서 관광객 20여명을 태우고 운행하던 14인승 골프카트가 브레이크 고장으로 30m가 넘는 내리막길을 달리다 표지판을 들이받고 멈춰서 있다. <<관광객 제공 사진·지방기사 참고>> 2011.9.15.khc@yna.co.kr일부 주민과 관광객들은 ""카트가 표지판을 들이받지 않았다면 바닷가 낭떠러지로 떨어져 대형 참사가 발생했을 것""이라고 말했다.사고가 난 카트는 보험에 가입되지 않은데다 탑승 인원도 정원을 초과했던 것으로 알려졌다.한편 마라도에서는 지난해 4월에도 관광객 최모(55·전남)씨가 몰던 카트가 운전 미숙으로 앞에 걸어가는 이모(17·안양시)군 등 3명을 치는 등 사고가 끊이지 않고 있다. 특히 2009년에는 14건의 카트 사고가 발생하기도 했다.6년 전 골프 카트 2대가 처음 운행을 시작한 마라도에는 해가 갈수록 카트가 기하급수적으로 늘어나 현재 80대 정도 운영되고 있다.이는 지난 2006년 당시 남제주군이 골프 카트 운영자를 자동차관리법 위반으로 검찰에 고발했으나 법에 저촉되지 않는다며 무혐의 처분된데다, 그 후 마라도 내의 도로가 도로법에 의한 도로가 아닌 산책로라는 판결도 나왔기 때문이다.마라도서 바다로 돌진하던 골프카트(서귀포=연합뉴스) 김호천 기자 = 15일 오전 국토 최남단 제주도 서귀포시 마라도에서 관광객 20여명을 태우고 운행하던 14인승 골프카트가 브레이크 고장으로 30m가 넘는 내리막길을 달리다 표지판을 들이받고 멈춰서 있다. <<관광객 제공 사진·지방기사 참고>> 2011.9.15.khc@yna.co.kr서귀포시는 할 수 없이 2009년 마라도카트협의회를 구성하도록 하고 사업자등록과 보험가입을 유도하며 카트 수를 60대로 제한해 운영하도록 했으나 이마저도 주민들이 이를 제대로 지키지 않고 있다.시는 내년에 일정액의 보상을 해주고 카트로 영업행위를 하지 않도록 대책을 마련하고 있지만 주민들이 수용할지는 미지수다.마라도의 한 주민은 ""주민 간 카트 때문에 많은 불협화음이 발생하고 있어 어떤 형태로든 정리할 필요가 있다""며 ""모든 주민이 수용할 수 있는 제도적인 장치를 시급히 마련해야 한다""고 말했다.khc@yna.co.kr<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
2,2011-09-15,정전으로 폐사한 광어,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005266344,연합뉴스,(강릉=연합뉴스) 유형재 기자 = 정전 사태가 발생한 15일 오후 강원 강릉시 강동면 안인진리 한 양식장에서 광어 1만5천마리가 집단 폐사하는 피해가 발생했다.사진은 양식장 측이 남아 있는 광어를 살리기 위해 수조의 물을 빼지 않아 일부를 건져 내 찍은 것이다.2011.9.15yoo21@yna.co.krhttp://blog.yonhapnews.co.kr/yoo21/<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>
3,2011-09-15,"美, 화성에 사람보낼 `슈퍼로켓` 개발",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=009&aid=0002537809,매일경제,"미국 항공우주국(NASA)이 달을 벗어나 다른 태양계 행성까지 도달할 수 있는 유인 우주선의 청사진을 공개했다.NASA는 14일(현지시간) '우주발사시스템(SLS)'이라고 이름 붙인 이 '슈퍼로켓' 디자인을 공개하면서 이 로켓이 달과 소행성, 궁극적으로는 화성을 유인 탐사하는 계획을 추진 중이라고 밝혔다.NASA는 2017년까지 100억달러 이상을 투입해 이 로켓의 시험 비행에 나설 예정이다. 우주인들이 탑승할 '오리온 심(深)우주 우주인 캡슐' 제작에 60억달러가 별도로 투입되며, 20억달러는 이 로켓의 발사대 제작 등에 투입된다.이를 통해 제작된 초기 로켓은 동체 무게만 2494ｔ이 넘는다. 사람이나 짐을 가득 채운 보잉747 비행기 24대 무게와 비슷한 수준이다. 이 로켓이 실을 수 있는 무게는 70ｔ이다. 현재 우주 왕복선 용량의 3배 수준이다. 높이도 뉴욕 자유의 여신상(93ｍ)보다 높은 97.5ｍ에 달한다. 이륙할 때 추진력은 보잉747기의 31배 수준이다.NASA는 이 로켓이 아폴로 달 탐사 시대인 1969~1972년 이용됐던 새턴5호 로켓 이후 가장 강력한 로켓이 될 것이라고 밝혔다. NASA는 이 로켓 발사에 이어 더 개선된 로켓도 개발할 예정이다. 적재 용량을 130ｔ 규모로 두 배 가까이 늘린다는 구상이다. 찰스 볼든 NASA 국장은 ""이 발사시스템은 미국인들에게 일자리를 창출하고, 우주 탐사에 대한 미국의 지속적인 리더십을 확보해줄 것""이라고 말했다. 또 전 세계 수백만 명의 사람에게 영감을 불러일으킬 것이라고 덧붙였다.버락 오바마 미국 대통령은 2025년까지 소행성에 대한 유인 탐사에 나서는 한편 2030년대에는 화성까지 유인 탐사에 나서겠다는 계획을 밝힌 바 있다.그러나 문제는 예산이다. 내년부터 2025년까지 410억달러를 받는다면 2017년 이후 적재 용량을 늘린 2단계 구상으로 넘어가지 못할 것이라고 NASA 내부 보고서는 밝히고 있다. 첫 번째 유인 로켓도 2021년까지 어려울 것이라는 전망도 있다.적재 용량을 늘린 로켓 개발 자체도 향후 20년 동안 마무리 짓기 어려울 수 있다. 이 기간 중 610억달러가 지원된다면 1단계 구상은 3년 만에 끝날 수 있다고 NASA는 분석했다. 2단계 구상도 2021년까지 끝날 수 있다고 내다봤다.다만 의회 지원 분위기는 긍정적이다. 케이 베일리 허치슨 상원의원(텍사스ㆍ공화당)은 ""오늘은 그토록 오랫동안 기대하던 날""이라며 ""우주 탐험 계획에 대한 의회와 행정부의 광범위한 지지가 있다""고 전했다. 빌 넬슨 상원의원도 지지자 중 한 명이다. 텍사스와 플로리다는 NASA 관제본부와 발사대가 있는 곳이다.NASA가 본부가 아닌 미국 의회에서 이번 로켓 디자인을 공개했던 것도 의회의 지지를 반영한다. 넬슨 의원이 기자회견장에서 맨 먼저 나서 이 로켓에 대해 설명하기 시작할 정도로 의욕을 보였다.허치슨 의원은 ""공화당은 NASA 핵심 미션에 대한 예산을 깎지 않고 있다""고 강조했다.[뉴욕 = 김명수 특파원]▶[화보] 컴백한 카라, 다들 하의는 어디에…? 초미니 `경악`▶증권업계, 역시 본업이 `최고`…수수료 수익만 2조▶임재범, UC버클리서 강연 `한국음악 인식 확산 도모`▶전설의 최동원 선동렬 맞대결, 스크린에서 부활… ‘퍼펙트게임’ 관심↑▶`짝` 출연 쌍둥이, 한 남자에 꽂혀… ‘짜고 하는 줄 알겠어’[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
4,2011-09-15,[사진]우째 이런일이...발 마시지 받다가 정전,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0002610352,머니투데이,"[머니투데이 이명근 기자]더위로 전력 수요가 일시에 몰리면서 전국적으로 곳곳에 정전이 산발적으로 일어난 가운데 15일 오후 서울 마포구에 위치한 한 네일아트 전문점이 정전이 돼 상인들이 큰 불편을 겪고 있다.[ 사실앞에 겸손한 정통 뉴스통신 뉴스1 ][관련기사]☞[슬라이드] 北, 건국 63주년 행사 표정☞[슬라이드] 구속되는 곽노현 서울시교육감☞[슬라이드] 조현오 경찰청장, 추석 맞이 안전운전 캠페인☞[슬라이드] 새색시의 수줍은 귀성길☞[슬라이드] '하나 더 줘요, 안돼요!'이명근기자 qwe123@<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
5,2011-09-15,"꺼진 신호등, 수신호 하는 경찰",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005265984,연합뉴스,(서울=연합뉴스) 최재구 기자 = 15일 늦은 더위로 전력 수요가 일시에 몰리면서 전국적으로 곳곳에 정전이 일어나 시민들이 큰 불편을 겪고 있다.  서울 청계천 주변 도로 신호등이 정전으로 꺼져 한 경찰관이 수신호로 차량을 소통시키고 있다.  2011.9.15jjaeck9@yna.co.kr<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>
6,2011-09-15,[화보]태양광만으로 동작하는 펜티엄 CPU? 인텔 실물 공개,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=030&aid=0002138740,전자신문,"13일(현지시각) 미국 샌프란시스코 모스콘센터에서 개최된 인텔개발자포럼(IDF)에서 공개된 태양광 프로세서에 해외 네티즌들의 관심이 쏠리고 있다.이번에 전시된 이 프로세서는 우표만한 크기의 태양광 판을 내장하고 있다. 이를 통해 저전력 프로세서를 충당할 수 있을 정도로 열악한 상황에서 동작하게 된다는 설명이다. `한계 유사 동작 전압 코어(Near Threshold Voltage Core)`라고 불리는 인텔 아키텍처 리서치 칩은 트랜지스터 기술의 한계를 극복하며 전력 사용량을 극도로 낮은 수준까지 유지할 수 있게 해준다. 특히 인텔은 플랫폼 전력 기술이 오늘날에는 상상하기 힘든 수준에까지 도달할 것으로 보고 있다.실험에 사용된 제품은 10년 이상 지난 구형 `펜티엄 프로세서` 디자인을 새로 해 만든 것으로, 이 태양광 프로세서를 동작시키기 위해 구형 PC 주기판이 필요했고, 결국 e베이를 뒤져 사들였다는 후문이다. 비록 펜티엄이 오늘날의 고속 프로세서와 구조가 비슷하긴 하지만, 직접 적용하기에는 무리라는 해석이 가능하다.저스틴 래트너 인텔 CTO는 ""실험에 사용된 프로세서는 오늘날 출시되는 상용 제품들보다 5배 이상 에너지 효율이 좋은 것""이라며 ""그러나 아직 상용화 단계는 아니다""고 설명했다.전자신문미디어 테크트렌드팀 trend@etnews.com[HOT 이슈]ㆍ아토피 잡는 주머니속 ‘괴물가습기’ㆍ가장 슬림한 스마트폰은 아이폰4 “갤럭시S II보다 얇아”ㆍ애플 맥북에서도 iOS 5처럼 아이메시지 쓴다?ㆍ11월부터 ‘LPG 중고차’ 누구나 구입 가능해진다'No.1 IT 포털 ETNEWS'Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지"
7,2011-09-15,"가출 애완 앵무새, 야생 앵무새에 사람말 가르쳐",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002227903,서울신문,[서울신문 나우뉴스]집나간 애완용 앵무새가 야생 앵무새에게 사람 말을 가르친다는 재미있는 보도가 나왔다.　호주 남동부 뉴사우스웨일스주에 최근 나무에서 “안녕!”(Hello there!) “무슨 일이야?”(What’s happening)등의 사람 목소리가 자주 들린다는 제보가 접수됐다.조사 결과 이는 다름아닌 앵무새의 목소리. 집에서 키우던 애완용 앵무새가 야생 앵무새에게 말을 가르쳐 지나가는 사람들에게 인사말을 한다는 것.시드니에 있는 호주박물관 동식물연구가 마틴 로빈슨은 “최초에 애완용 앵무새가 어린 야생 앵무새들에게 사람 말을 가르친 것 같다.” 며 “이는 늙은 앵무새보다 쉽게 배울 수 있기 때문”이라고 밝혔다.또 “알에서 막 태어난 앵무새가 사람 말을 하는 앵무새의 소리를 듣고 자라 이같은 현상은 세대에서 세대로 계속 이어진다.”고 덧붙였다.로빈슨은 이같은 일이 가능한 이유로 앵무새의 높은 지능을 꼽았다.로빈슨은 “앵무새는 매우 똑똑하고 사회적인 동물이라 그들사이의 대화가 매우 중요하다.” 며 “만약 앵무새에게 욕을 가르치면 정원에서 앵무새들이 사람들에게 욕하는 것을 듣게 될 것”이라고 경고했다.서울신문 나우뉴스부nownews@seoul.co.kr나우뉴스 공식 SNS 계정: 트위터http://twitter.com/SEOUL_NOWNEWS▶월별/연간 운세와 사업·재물·애정운 등 모든 운세의 결정판!!▶관심종목에 대한 증권 전문가의 상세한 진단과 분석 서비스▶최신 속보와 뉴스 검색을 서울신문 모바일 웹에서m.seoul.co.kr별난 세상 별난 뉴스(nownews.seoul.co.kr) [신문 구독신청]- Copyrights ⓒ서울신문사. 무단 전재 및 재배포 금지 -
8,2011-09-15,집 마당에서 촬영한 ‘초근접 태양’사진 눈길,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=081&aid=0002227923,서울신문,"[서울신문 나우뉴스]아마추어 천문학자가 자신의 앞마당에서 포착한 태양의 생생한 모습이 인터넷에서 큰 화제가 되고 있다.영국 잉글랜드 반즐리에 사는 앤디 디베이(55)는 탄광 매니저로 일하다 은퇴하고 6년 전부터 아마추어 천문학자로 활동해왔다.최근 그는 자신의 앞마당에서 평소 천체를 찍던 카메라와 망원 렌즈를 이용해 태양의 표면을 포착하는데 성공했다.그가 찍은 태양 사진들은 마치 미국우주항공국(NASA)이 위성 등 전문장비로 포착한 천체사진을 연상케 할 만큼 생생해 더욱 눈길을 모았다.온도가 5500℃가 넘는 태양 표면을 담은 사진 역시 휘몰아치는 열기와 흑점을 마치 눈앞에서 보는 듯 한 느낌을 준다.한편 디베이가 자신의 사진을 웹 홈페이지에 올리자, 전 세계 수백만 명의 아마추어 천문학자들의 발길이 끊이지 않고 있다.그의 사진 중 일부는 2011 영국 아마추어 천문학자들의 천문학 학회지(the Brisish Astronomical tear book)의 표지를 장식하기도 했다.송혜민기자huimin0217@seoul.co.kr나우뉴스 공식 SNS 계정: 트위터http://twitter.com/SEOUL_NOWNEWS[ 관련기사 ]☞ 태양에 몸 던져 ‘자살하는 혜성’ 최초 포착☞ 사상 최대 ‘미스터리 태양폭발 ‘ 동영상 공개☞ 태양 흑점, 미스터리 풀리나?☞ “2013년 태양폭풍 발생”…지구는 암흑세계?☞ 과학자 “태양 2개 뜬다”…지구종말설 또 고개▶월별/연간 운세와 사업·재물·애정운 등 모든 운세의 결정판!!▶관심종목에 대한 증권 전문가의 상세한 진단과 분석 서비스▶최신 속보와 뉴스 검색을 서울신문 모바일 웹에서m.seoul.co.kr별난 세상 별난 뉴스(nownews.seoul.co.kr) [신문 구독신청]- Copyrights ⓒ서울신문사. 무단 전재 및 재배포 금지 -"
9,2011-09-15,손잡고 걸어가는 북한 청춘 남녀 커플,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0005265215,연합뉴스,"(서울=연합뉴스)  지난 6월 8∼15일 방북해 평양과 개성, 묘향산, 판문점 등 북한의 주요 거점을 두루 살펴본 찰스 암스트롱 미국 컬럼비아대 교수, 에이브러햄 김 한미경제연구소(KEI) 부원장, 제임스 퍼슨 우드로윌슨센터 연구원은 14일(현지시간) 워싱턴 D.C. 우드로윌슨센터에서 열린 '변화하는 북한'을 주제로 한 브리핑을 통해 `2012년 강성대국'을 준비하는 최근 북한 내부의 사정을 소개했다. 사진은 손잡고 걸어가는 북한 청춘 남녀 커플 .2011.9.15photo@yna.co.kr<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
