,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2018-01-11,폭설에 비닐하우스 '폭삭'…축사·양식장도 비상,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=056&aid=0010535866,KBS,"[앵커]충청과 호남지역에는 연일 기록을 갈아치우며, 사흘 째 많은 눈이 내렸습니다.30cm 가까이 눈이 내리면서 농가 축사가 무너지고, 맹추위로 수온까지 급격이 떨어져 서해안 양식장들이 초비상입니다.문현구 기자가 취재했습니다.[리포트]사흘 연속 내린 폭설에 농촌 마을 전체가 눈으로 뒤덮였습니다.쌓인 눈을 이기지 못한 축사 비닐하우스는 폭삭 주저앉았습니다.[최대주/전북 임실군 : ""이제 늙어가지고 (비닐하우스) 찌그러들면 짓지도 못하고 돈도 없지, 얼마나 애가 타겠소.""]대설특보에 최고 30cm 가까운 눈이 쌓인 농촌 마을은 이제부터 고비입니다.언제 무너질지 몰라 비닐하우스 지붕 위에 사흘 동안 쌓인 눈을 빨리 치워야 하지만 힘에 부칩니다.[이기봉/전남 함평군 : ""(실내) 온도도 떨어지지만 무너질까봐. 눈이 쌓여서 그게 걱정입니다, 우리(는).""]제설작업이 더딘 시골 마을은 중장비까지 동원돼 열심히 눈을 치워보지만 퍼내도 퍼내도 끝이 없습니다.[이서범/제설 작업 인력 : ""눈이 많이 와서요, 힘은 드는데요. 주민들이 안전하게 다닐 수 있도록 (치우고 있습니다).""]지리산과 덕유산 등 국립공원 등산로도 입산이 통제됐습니다.서해안 양식장들은 저수온 현상으로 비상이 걸렸습니다.한파로 서해안 대부분 해역 수온이 영상 5도 안팎에 머물고 있어 심할 경우 폐사가 우려되는 상황입니다.기상청은 충청과 호남 내륙에 앞으로 최고 5cm, 서해안에는 8㎝ 더 눈이 올 것으로 예보했습니다.KBS 뉴스 문현구입니다.문현구기자 (brando@kbs.co.kr)[저작권자ⓒ KBS 무단복제-재배포 금지]"
1,2018-01-11,CES2018…졸졸 따라오는 캐리어부터 체스·강아지로봇까지,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=421&aid=0003145739,뉴스1,"소니가 'CES2018'에서 선보인 강아지로봇 '아이보'. © News1 장은지 기자(라스베이거스(미국)=뉴스1) 장은지 기자 = 만지면 웃으며 교감하고 사람과 체스를 둔다. 같이 탁구를 쳐주고 거추장스러웠던 캐리어는 강아지처럼 나를 졸졸 따라온다. 9~12일(현지시간) 미국 라스베이거스에서 열린 세계 최대 전자전시회 'CES2018'에서는 더욱 진화한 로봇들이 대거 등장했다. 쇼핑카트나 배달, 안내, 엔터테인먼트(노래·춤), 교육용 로봇은 식상하게 느껴질 정도였다.인공지능(AI)이 필수템이라 할만큼 CES를 꽉 채웠고, 로봇 역시 화려한 존재감을 자랑했다. LG전자와 소니, 혼다 등 메이저 기업들도 로봇을 잇따라 내놓으며 주목을 받았다. 소니의 경우 강아지 로봇 아이보(Aibo)를, LG전자는 스마트홈 로봇인 클로이(CLOi)를 공개했다.대만의 ITRI가 'CES2018'에서 선보인 체스로봇. © News1 장은지 기자대만의 ITRI는 체스로봇을 선보였다. 체스보드를 3D 시각으로 인식해 눈과 손을 조정한다. 충돌 없이 물체를 잡고 움직이며 경험을 통해 배우는 것과 같은 정교한 작업도 수행한다. 크기와 색, 모양, 위치를 바탕으로 사물을 인식하고 단어도 인식한다. 알파고와 같은 딥러닝 기반의 프로그램와 비교하면 체스 실력이 대단히 뛰어난 것은 아니지만 준프로급은 된다는 것이 업체 측 설명이다. ITRI의 부사장인 C.T리우는 ""체스로봇은 ITRI가 하드웨어 소프트웨어 통합 및 지능형 시스템 개발 분야에서 이룬 성과를 전 세계에 보여 줄 수 있는 놀라운 기회""라고 말했다. 일본 오므론(Omron)은 사람과 탁구치는 로봇을 내놓았다.일본 오므론(Omron)의 사람과 탁구치는 로봇.© News1 장은지 기자일본 혼다가 선보인 로봇. 실내외에서 타고 다닐 수 있는 의자형 로봇과 화물을 운반하는 로봇이다.  © News1 장은지 기자중국의 나인티 펀(90Fun)은 '퍼피 1(Puppy 1)'이라는 캐리어 가방으로 눈길을 끌었다. 일반 여행용 캐리어처럼 생겼지만 혼자서 중심을 잡으며 강아지처럼 나를 졸졸 따라온다. 자체적으로 균형을 잡는(self balancing) 세그웨이 기술을 탑재해 쓰러지지않고 스스로 멈춘다. 내장된 카메라는 주변 환경을 파악하며 장애물을 피해 주인을 용케 따라간다. 세그웨이 로보틱스의 '루모고(Loomo Go)'는 물건을 배달한다. 3D맵핑 기술을 통해 환경을 인식해 장애물을 피한다.'피피쉬(Fifish)'는 'P3'라는 수중로봇을 시연했다. 수중촬영이 가능한 로봇이다. 물 속에서 이동하며 감지한다. 원격 제어시스템이 탑재됐다. 이는 관광이나 레저용으로도 쓰일 수 있지만, 해저에 묻힌 보물을 찾는 고고학적 목적으로도 쓰인다. 실제 중국 고고학계의 해저 탐사 프로젝트에 이 로봇이 사용됐다.'피피쉬(Fifish)'는 'P3'라는 수중로봇을 시연했다. © News1다만 로봇의 한계도 다수 노출됐다. 전시장에선 응답하지 않는 로봇 때문에 지켜보는 관람객과 업체 관계자들의 초조한 탄식이 자주 흘렀다.특히 전세계 엔지니어들의 '로망'과 '애정'을 받고 있는 소니의 '아이보'는 한번 보면 잊을 수 없는 특유의 귀여움으로 이번 CES에서 가장 사랑을 받았지만, 시스템이 다운되면서 '기절'하는 사태도 발생했다. 등을 긁어주면 미소를 보내고 꼬리를 흔드는 '아이보' 시연에서 '하이파이브'라는 명령어와 '공을 차라(Kick the ball)'이라는 말을 인식하지 못해 행사 진행자가 진땀을 흘리다 '아이보'를 데리고 나가기도 했다. 짖기만 하다 하이파이브를 하지도, 공을 차지도 못한 '아이보'는 전원이 꺼지고 고개와 팔다리를 축 늘어뜨린채 더이상 동작하지 않아 관람객들이 소니 측보다 더 아쉬워 했다.LG전자의 로봇 '클로이' 역시 프레스컨퍼런스 행사 중 '레시피를 찾아달라' 등의 음성을 인식하지 못해 LG전자 측이 ""네트워크의 문제""라고 해명해야 했다.seeit@▶ '평창2018' 관련 뉴스·포토 보기▶ 네이버메인에 ‘뉴스1채널’ 설정하기!▶ 여러분의 제보를 기다립니다.제보하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
2,2018-01-11,정부 엄포에도 '광풍'…'비트코인'에 비틀린 2030의 삶,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=437&aid=0000172276,JTBC,"[앵커]정부 대응이 이렇게 갈팡질팡하는 건 가상화폐 시장에 뛰어든 사람이 이미 300만 명에 달할 만큼 규모가 커진 탓입니다. 특히 20~30대 청년층이 전체 투자자 절반에 이르면서 대학가와 사무실 곳곳이 이상 열기에 휩싸였습니다.이주찬 기자입니다.[기자]대학원생 박영대씨는 요즘 강의가 없는 시간이면 PC방을 찾습니다.가상화폐를 사고 팔기 위해서 입니다.시장이 365일, 24시간 돌아가니 휴일에도 좀처럼 컴퓨터 앞을 벗어나지 못합니다.[박모 씨/가상화폐 투자자 : 자고 일어나면 몇 십 퍼센트 씩 뛰어 있어서 사고파는데 스릴이 있어서 가상화폐 거래를 시작하게 됐습니다. 인터넷으로 접근성이 좋다는 점에서…]증시의 주력 투자자가 자산이 많은 40~50대라면 가상화폐 열풍의 배후에는 20~30대 청년층이 있습니다.인터넷게임 아이템을 사고팔 듯 가상화폐를 거래하고 SNS로 끊임없이 시세나 새로운 코인에 대한 정보를 나눕니다.강한 투기성은 미래가 불안한 이들을 오히려 끌어들이는 요소입니다.[김모 씨/가상화폐 투자자 : 다들 일확천금을 꿈꾸고 직장인으로서 미래가 암담한 것은 사실이니까 그런 부분 때문에 다들 열광하는 것 같아요.]정부의 강경한 입장에 가상화폐 가격이 출렁여도 이들은 장기적으로 가치가 오를 것이란 믿음을 버리지 않습니다.[윤모 씨/가상화폐 투자자 : 규제를 해도 일시적이고 규제를 하면 할수록 가상화폐의 희소성이 올라가서 투자심리를 자극해서 시세는 더 올라갈 것 같다고 생각하거든요.]엄포성 경고 대신 서둘러 현실적인 규제 방안을 마련해야 한다는 지적이 나옵니다.(영상디자인 : 황선미)이주찬(jcbond@jtbc.co.kr)[영상취재: 이승창,구본준 / 영상편집: 김동준]▶ 라이브 시청은 유튜브로,제보는 뉴스룸으로!▶ 스토리, 라이브, 비하인드! JTBC 소셜스토리Copyright by JTBC(http://jtbc.joins.com)and JTBC Content Hub Co., Ltd. All Rights Reserved. 무단 전재 및 재배포 금지"
3,2018-01-11,"정부, 가상화폐 극약처방 왜?…'거래 자제' 가정통신문",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=448&aid=0000232269,TV조선,"[앵커]정부가 폐쇄를 거론할 만큼 극약 처방을 내놓은 건 최근의 가상 화폐 시장이 건전한 시장 경제를 해칠 만큼 비정상적으로 과열되고 있다는 판단 때문입니다. 직장인은 물론 청소년, 외국 투기 자본, 범죄 자금에 이르기까지 엄청난 돈이 가상화폐 시장으로 몰려 들어 자칫하면 큰 사회 혼란이 일어날 수도 있다는 겁니다.차순우 기자가 가상화폐 광풍의 실태를 취재했습니다.[리포트]직장인 안모씨는 하루종일 가상화폐 시세만 봅니다. 재미삼아 집어넣은 700만원 투자금이 석달만에 4000만원으로 불었습니다. 누구는 수억 벌었다는 얘기를 들으면, 투자를 멈출 수 없습니다.가상화폐 직장인 투자자""최대로 많이 번 사람은 한 6억 정도 벌어가지고, 다 그 친구를 롤모델로 삼고…""고등학생 사이에 투자 광풍이 불어, 학교가 거래를 자제해달라는 가정통신문을 보내기도 합니다. 대학가엔 가상화폐 투자동아리와 단체 채팅방이 우후죽순처럼 생겨납니다.등록금 대출을 받아 가상화폐에 '올인'하는 경우도 있습니다.대학생 가상화폐 투자자""대출을 받아서 등록금 낼 거를 갖고 있다가 묵혀두면 아까워서 어디 투자할 데 없나 한 거죠.""해외 투기자본도 국내 거래소를 노립니다. 해외에서 싼 값에 가상화폐를 산 다음, 이른바 '김치 프리미엄'이 붙어 있는 국내 거래소에서 가상화폐를 팔면 큰 돈을 벌 수 있습니다.미국 가상화폐 투자자""한국에 시세차익 노리고 투자하는 사람들이 많은데 오늘 한국 뉴스보고 많은 투자자들이 패닉했습니다.""가상화폐 거래에 한 번 뛰어들면, 본인 의지로는 끊지 못한다는 점은 도박과 비슷합니다.TV조선 차순우입니다. / 차순우 기자 oakenshield@chosun.com* 뉴스제보 : 이메일(tvchosun@chosun.com), 카카오톡(tv조선제보), 전화(1661-0190)차순우 기자(oakenshield@chosun.com)- Copyrights ⓒ TV조선. 무단전재 및 재배포 금지 -"
4,2018-01-11,'골든타임 18분' 무전 입수…'지지직' 잡음만,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000602466,SBS,"<앵커>제천 스포츠센터 화재 참사 당시 소방대는 화재 직후 구조의 골든타임이었던 18분 동안의 무전 녹취를 공개하지 않아 왔습니다. SBS가 문제의 18분간 무전을 입수해 들어봤는데, 잡음만 가득했습니다. 무전이 먹통이니 구조가 제대로 될 리 없던 겁니다.전형우 기자의 단독 보도입니다.<기자>119상황실이 첫 무전을 한 건 신고 3분 뒤인 3시 56분입니다.[소방상황실 : 출동대는 신속히 출동하시고. 신고 계속 들어오고 있는 상황입니다.]4시 2분, 상황실과 현장의 무전이 엉킵니다.[소방상황실 : 제천, 제천 구조대. 여기는 국사(상황실.)]상황실의 무전 호출에는 잡음만 되돌아왔습니다. 이때는 이미 불길이 2층을 집어삼킨 상황.[유족 통화 녹취 (사고 당시) : 유리창을 깨 달라고 그랬는데 못 깨고 있잖아. 유리창을 깨 달라고 소리소리 질러도 안 돼.]2층 희생자와의 통화는 4시 16분이 마지막이었습니다. 무전은 4시 20분까지 18분간 먹통이 됐습니다. 2층 희생자들이 생존해 있었을 '골든타임'을 날려버린 겁니다.그 사이 상황실과 현장은 알아듣지 못할 교신만 9차례 시도했습니다.무전이 다시 통하기 시작한 4시 20분 이후에도 건물 밖에 매달린 사람을 언급할 뿐 2층 수색에 대한 무전은 없었습니다.[현장 소방관 : 옥상 위에 요(要)구조자 대기하고 있으니까 옥상 구조하기 바람.]상황실과 현장지휘자가 무전 대신 휴대전화로 통신한 탓에 2층 상황은 구조대 전체에 빠르게 전달되지 못한 겁니다.소방합동조사단은 충북소방본부의 경우 매일 실시해야 하는 무선통신망 점검을 하지 않았다고 밝혔습니다.(영상취재 : 제 일, 영상편집 : 하성원)▶ [제천 참사②] 비상구도 못 찾아…현장 지휘·초동대처 '엉망진창'전형우 기자(dennoch@sbs.co.kr)☞ [나도펀딩] 전신마비 아빠와 다운증후군 딸, 두 사람의 행복을 응원해주세요☞ SBS에서 직접 편집한 뉴스 여기서 확인!※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지"
5,2018-01-11,뉴질랜드 도피 용인 살해범 '혐의 인정'…80일만에 송환,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0009807756,연합뉴스,"경찰서 들어서는 용인 일가족 살해범(용인=연합뉴스) 홍기원 기자 = 재가한 어머니의 일가족을 살해하고 뉴질랜드로 도피했다 국내로 송환된 피의자 김모 씨가 11일 오후 경기도 용인시 용인동부경찰서로 조사를 받기 위해 들어가고 있다.     xanadu@yna.co.kr경찰 ""조사 후 12일 구속영장 신청""…""아내와 공모는 안 했다"" 주장(용인=연합뉴스) 최해민 강영훈 기자 = 재가한 어머니의 일가족을 살해하고 뉴질랜드로 도피한 지 80일 만에 국내 송환된 30대가 범행을 인정했다.이 사건을 수사 중인 경기 용인동부경찰서는 11일 오후 인천공항을 통해 송환된 피의자 김모(36)씨를 경찰서로 압송, 조사에 들어갔다.조사에 앞서 김씨는 ""혐의를 인정하느냐""는 취재진의 질문에 ""네""라고 짧게 답했다.이어 살해 이유를 묻자 ""죄송합니다""라고 한 그는 아내와 공모했느냐는 질문에 ""아니다. 성실히 조사받겠다""라고 답한 뒤 경찰서 안으로 들어갔다.김씨는 아내 정모(33)씨와의 공모를 부인했으나, 경찰은 현재까지 조사된 내용을 토대로 부부가 범행을 사전 공모한 것으로 보고 있다.경찰은 일단 김씨의 동의를 받아 이날 자정까지 범행동기는 무엇인지, 어떻게 살해했는지 등을 집중적으로 조사할 예정이다.경찰서 들어서는 용인 일가족 살해범(용인=연합뉴스) 홍기원 기자 = 재가한 어머니의 일가족을 살해하고 뉴질랜드로 도피했다 국내로 송환된 피의자 김모 씨가 11일 오후 경기도 용인시 용인동부경찰서로 조사를 받기 위해 들어가고 있다.     xanadu@yna.co.kr이어 12일 김씨에 대해 구속영장을 신청할 계획이다.김씨는 지난해 10월 21일 모친 A(당시 55세)씨와 이부(異父)동생 B(당시 14세)군, 계부 C(당시 57세)씨를 흉기로 살해한 혐의(존속살인 및 살인) 등을 받고 있다.범행 당일 모친의 계좌에서 1억2천여만원을 빼낸 김씨는 범행 이틀 뒤 아내 정씨와 2세·7개월 된 두 딸을 데리고 뉴질랜드로 도피했지만 2년여 전 저지른 절도 사건 피의자로 현지 당국에 붙잡혔다.징역 2개월을 선고받은 그는 형량을 모두 복역하고 범죄인 인도조약에 따라 구속상태에 있었다.아내 정씨는 자녀들과 함께 지난해 11월 1일 자진 귀국했으며, 김씨와 범행을 공모한 혐의로 구속기소돼 재판을 받고 있다.goals@yna.co.kr▶기사제보 및 문의▶기자와 1:1 채팅▶평창동계올림픽 영상 공모전"
6,2018-01-11,제주발 대한항공 운항 전면 취소…승객 2천명 발 묶여,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=421&aid=0003145706,뉴스1,"전국적으로 많은 눈이 내린 11일 제주시 제주국제공항 활주로에 공항 관계자들이 제설차량을 이용해 제설을 하고 있다. 2018.1.11/뉴스1 © News1 이석형 기자기상 악화로 임시편 포함 12편 모두 운항 취소(제주=뉴스1) 안서연 기자,오미란 기자 = 폭설로 인해 제주국제공항을 출발할 예정이던 대한항공의 항공기 운항이 전면 취소됐다.대한항공은 11일 오후 6시30분부터 1시간 가량 제주공항 활주로가 폐쇄된 이후 기상 악화로 앞으로 남은 정기편과 대체편 등 12편의 운항을 취소한다고 밝혔다.이로 인해 12편에 탑승할 예정이던 승객 약 2000여명(편당 190석)이 제주에 발이 묶이게 됐다. 현재 제주국제공항에는 기상악화에 따른 잇단 항공기 결항으로 4300여명의 승객들이 오도가도 못하는 불편을 겪고 있다.대항항공은 이날 오전 활주로 폐쇄로 인해 대규모 지연·결항 사태가 빚어지자 임시편 4편(김포 3편‧김해 1편)을 투입할 예정이었으나 이 또한 모두 무산됐다.대한항공 관계자는 “제주공항 기상 상황이 항공기 운항에 적합하지 않다고 판단해 본사 지침상 남아있는 항공편을 모두 결항시키게 됐다”고 밝혔다.asy0104@▶ '평창2018' 관련 뉴스·포토 보기▶ 네이버메인에 ‘뉴스1채널’ 설정하기!▶ 여러분의 제보를 기다립니다.제보하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
7,2018-01-11,대책 비웃듯 강북 집값도 '들썩'…투기와의 전면전 선언,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=055&aid=0000602455,SBS,"<앵커>가상화폐만큼 뜨거운 곳이 바로 부동산 시장입니다. 정부 규제와 잇단 경고에도 불구하고 서울 강남 아파트 값 급등세는 수그러들지 않고 있습니다. 한국감정원 조사결과 지난주 송파구가 1.1% 올라 2013년 시세작성 이후 최고치를 기록했고, 강남구와 양천구 역시 가파른 상승세를 이어갔습니다. 문제는 강남 재건축에서 시작된 과열 양상이 다른 지역으로까지 번지고 있다는 겁니다. 그러자 오늘(11일) 김동연 부총리가 직접 나서 사실상 부동산 투기와의 전면전을 선언했습니다.조성현 기자입니다.<기자>서울 강남구와 마주 보는 성동구는 한강과 가깝고 서울숲을 끼고 있어 최근 강남권 못지않게 집값이 뛰었습니다.[서울 성수동 공인중개사 : 24평(80제곱미터)형은 8억7천5백만 원까지 됐고요. (지난여름보다) 1억 원 정도 오른 것 같은데요. 강남에서 팔고 오신 분들도 있고요.]광진구와 마포구도 서울 평균 오름폭을 넘어섰습니다. 강남권 재건축 단지 중심으로 이어지던 집값 상승세가 강북권까지 번지고 있는 겁니다.김동연 경제부총리는 이런 집값 급등의 주범으로 투기 수요를 지목하고 전면전을 선언했습니다.[김동연/경제부총리 : 부동산 투기는 실수요자의 주택 구매를 어렵게 하는 등 국민 삶의 질 개선의 핵심인 주거 안정을 위협하는 것입니다.]국세청은 다주택자가 실제 자기 돈으로 집을 사놓고도 자녀가 산 것처럼 꾸미거나 변칙 증여한 사례 등을 집중 추적할 방침입니다.또 국토부와 지자체는 합동점검반을 구성해 분양권 불법 전매와 호가 부풀리기 현장을 단속하기로 했습니다.재건축 초과이익 환수제가 적용되는 단지 세대주에게 세대별 부담금이 얼마나 나올지 5월까지 통보하고, 주거복지 로드맵에 따른 공공주택지구 40곳도 조기에 확정하기로 했습니다.(영상취재 : 이찬수, 영상편집 : 정용화)조성현 기자(eyebrow@sbs.co.kr)☞ [나도펀딩] 전신마비 아빠와 다운증후군 딸, 두 사람의 행복을 응원해주세요☞ SBS에서 직접 편집한 뉴스 여기서 확인!※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지"
8,2018-01-11,"제주공항, 폭설로 한때 폐쇄…발 묶인 5천여명 큰 불편",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=437&aid=0000172268,JTBC,"[앵커]오늘(11일) 뉴스룸의 대표 키워드는 '다스'입니다. 그중에서도 다스 수사의 전환점입니다. '다스의 실소유주는 누구인가' '조성된 비자금의 실체는 무엇인가' 등등… 기존의 의문점을 기반으로 한 검찰의 수사는 이제 중요한 전환점을 맞고 있습니다. 검찰의 수사는 120억원대 비자금 규명 차원 정도가 아니라 아예 다스의 설립 단계부터 조사하고 있기 때문입니다. 저희 JTBC의 취재결과 서울 중앙지검이 김성우 전 대표 등 핵심 경영진이면서 이명박 전 대통령의 측근으로 지목된 인사들을 이미 소환 조사한 것으로 확인됐습니다.관련된 단독보도를 집중적으로 전해드리기 전에 먼저 지금 제주 상황부터 전해드리겠습니다. 제주공항은 아시는 것처럼 폭설로 한때 폐쇄되면서 수천명 승객의 발이 묶였고, 오후가 되면서 겨우 풀리기 시작했지만 완전해소까지는 시간이 더 필요해 보입니다. 전국을 강타한 강추위는 내일(12일)이 절정이 될 것이란 예보도 나와있습니다. 먼저 제주공항 나가 있는 최충일 기자 연결합니다.최충일 기자, 제주공항 활주로도 4시간 가까이 폐쇄되고 항공편이 결항되면서 승객들이 불편을 겪었습니다. 지금은 상황이 나아졌습니까?[기자]네, 조금 전인 오후 6시30분부터 7시30분까지 제주공항 활주로가 다시 폐쇄됐습니다.잠깐 소강상태였던 눈이 또 다시 많이 내리기 시작한 건데요.현재 제주공항엔 승객들이 많이 빠져나간 상황입니다. 하지만 평소보다는 여전히 많은 사람들이 대기하고 있습니다.오늘 활주로가 폐쇄된 건 오전 8시 33분부터입니다.7시가 조금 넘어서면서 갑자기 폭설이 쏟아지기 시작했기 때문입니다.활주로에 눈이 쌓여 이착륙이 불가능해졌고 공항측은 제설차 열대를 긴급 투입해 오전 11시 10분까지 4시간 가까이 제설작업을 벌였습니다.활주로는 12시 20분쯤 다시 열렸습니다.하지만 그동안 120여편의 비행기가 결항됐고 정기 운항편 사이사이에 지연된 비행기를 출발시켰지만 순차적으로 밀리며 현재 150여편이 결항된 상태입니다.[앵커]저녁때 다시 폐쇄됐다고 방금 최충일 기자가 얘기했는데 그러면 여전히 제설 작업중입니까? 다시 뚫리는 건 언제쯤이라고 얘기가 나오고 있습니까?[기자]지금 다시 뚫리는건 지금부터 다시 뚫리기 시작했습니다.당시에는 사흘 동안 9만 7천여명의 발이 묶었었습니다.오늘은 출발 승객 기준으로 5천여명 정도가 대기중인 것으로 집계되고 있습니다.오늘 새벽까지는 이중 90% 정도가 제주를 빠져나갈 것으로 공항측은 보고 있습니다.하지만 오랜 시간 터미널에서 대기해야하는 등 불편을 겪고 있는 건 마찬가지입니다.특히 일부 저가 항공사의 경우 예비편 투입이 원활치 않아 내일도 출발이 불투명한 상황입니다.[앵커]조금 아까 얘기한 것은, 제가 폐쇄됐다가 뚫린 시간을 잠깐 못 들어서 그런 건데…다시 보니까 오후 6시 30분부터 7시 30분까지 다시 폐쇄됐다가 지금 8시니까 다시 뚫린지가 30분 정도 지난 얘기고…지금은 다시 비행기가 왔다갔다하는가 봅니다. 그리고 최충일 기자가 조금 전에 얘기한 그때의 상황이라는 것은, 제 질문을 잠깐 잘 못 들은것 같은데…2년 전 이맘 때 제주공황이 사흘 동안 고립됐을 때의 얘기를 한 거죠. 그때는 굉장히 많은 분들이 거기에 발이 묶여서 꼼짝을 못했던 그런 상황을 기억하고 있습니다. 그때보다는 낫지만, 그럼에도 불구하고 하루에 두 차례씩 이렇게 공항이 폐쇄가 되면서 많은 분들이 여전히 불편을 겪고 계신것 같습니다. 항공기가 이렇게 결항되고 연착되는데 대기하는 승객이 많다면 어떤 대책이 필요한게 아닌가요?[기자]예, 제주지방항공청은 제주공항과 연결된 타 지역 공항의 운영시간 연장을 요청했습니다.국제 공항이 아니면 밤 11시 이후엔 비행기가 뜨고 내릴 수 없는데 조금이라도 더 많은 비행기를 내보내기 위한 조치입니다.국토부도 이를 받아들여, 김해와 김포공항이 이미 내일 새벽 2시까지 3시간을 연장했습니다.또 대기 승객들을 위해 항공기 13편을 추가로 투입한 상태입니다.하지만 제주 지역에 눈이 내일까지 내릴 것으로 예보돼 있어 아직 안심할 수 있는 상황은 아닙니다.[앵커]상황에 따라서는 또 공항이 활주로가 폐쇄될 가능성도 없지않아 있어 보이긴 하는데 더 눈이 오지 않길 바랄 수밖에 없을 것 같습니다. 알겠습니다. 다시 정리해 드리자면, 오전에 4시간 정도 활주로가 폐쇄됐다가 저녁때 1 시간 정도 더  폐쇄가 됐다고 하죠. 그러니까 지금은 재개가 됐는데 특히 일부 항공사 같은 경우에는 내일까지도 추가 편이 없기 때문에 승객분들이 돌아오지 못할 가능성을 최충일 기자가 얘기를 했습니다. 추이를 좀 봐야 할 것 같습니다. 이따가 2부에 혹시 상황이 있으면 다시 연결해서 듣겠습니다.최충일(choi.choongil@jtbc.co.kr)▶ 라이브 시청은 유튜브로,제보는 뉴스룸으로!▶ 스토리, 라이브, 비하인드! JTBC 소셜스토리Copyright by JTBC(http://jtbc.joins.com)and JTBC Content Hub Co., Ltd. All Rights Reserved. 무단 전재 및 재배포 금지"
9,2018-01-11,터미네이터가 현실로? 자가 치유 기능 '신소재',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=449&aid=0000145661,채널A,"우리 연구진이 개발한 신소재입니다.이렇게 잘라져 있지만 맞대놓으면 스스로 한 몸이 됩니다.자동차 차체에 적용한다면 어떨까요.사고로 부서지더라도 스스로 원상복구되는 영화 터미네이터 같은 차가 탄생할 수도 있습니다.김예지 기자입니다.[리포트]총탄을 맞은 로봇이 휘청거리고, 몸 곳곳에는 구멍까지 났습니다.하지만 얼마 지나지 않아 상처가 흔적없이 사라집니다.아무리 강한 충격을 받아도 스스로 치유되는 능력을 지닌 겁니다.영화 '터미네이터' 속 장면들이 현실화되고 있습니다.국내 연구진이 자가 치유 기능을 지닌 '신소재'를 개발했습니다.신소재에 내놓은 흠집이 감쪽같이 사라지고, 가위로 잘라 두동강을 내도 접착제로 붙인 듯 달라붙는데는 2시간 밖에 걸리지 않습니다.접합 6시간 정도가 지나자 5kg의 아령을 들 수 있을 정도로 단단해졌습니다.신소재로 만든 전선은 칼집을 내도 25분 만에 원상 복구됩니다.특수분자가 1분에 만 번 이상 움직이면서 서로를 끌어당겨 치유능력을 만들어내는 원리입니다.[황성연 / 한국화학연구원 박사]""가장 큰 장점은 현재 제품으로 나오는 열가소성 폴리우레탄 소재에 저희가 개발한 황 화합물을 넣으면 새로운 분야로 창출할 수가…""사고로 부서진 자동차도 반나절만 지나면 원상복구되는 영화 속 시대가 곧 눈앞에 다가옵니다.채널A 뉴스 김예지입니다.yeji@donga.com영상취재 : 김덕룡(울산)영상편집 : 박은영그래픽 : 조한규꿈을 담는 캔버스 채널A  ⓒCHANNEL A(www.ichannela.com), 무단 전재 및 재배포 금지"
