,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2012-11-29,알아서 충돌 피하는 '똑똑한 자동차' 시판,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=055&aid=0000240251,SBS,"<앵커>자동차 진화 속도도 빨라지고 있습니다. 일본에서 자기가 알아서 충돌 위험을 피하는 똑똑한 차가 시판되고 있습니다.도쿄, 김광현 특파원입니다.<기자>시속 30km로 주행 중인 차량의 오른쪽 전방에서 갑자기 사람모형이 튀어 나옵니다.자동차는 스스로 핸들을 왼쪽으로 돌린 뒤 멈춰 섭니다.운전자가 아무런 조작을 하지 않더라도 자동차는 자동으로 급제동을 할 뿐만 아니라 핸들을 틀어 충돌을 예방합니다.9개의 카메라와 센서가 차량의 전방과 후방, 주변을 감지해 다른 장애물이 없는 방향을 선택합니다.[이지마/일본 닛산 자동차 기술개발부 : 브레이크만으로는 피할 수 없는 사고를 세계 최초로 핸들을 돌려 방지하는 시스템입니다.]충돌 위험이 있을 경우 알아서 급제동하는 자동차가 2010년 등장한 데 이어 이번에는 핸들까지 스스로 조작하는 자동차가 개발된 것입니다.[다베이/일본 스바루 자동차 홍보팀 : 자동차뿐만 아니라 보행자나 자전거도 인식하도록 돼 있습니다.]모든 차량에 자동 제동장치가 설치될 경우 교통 사고 사망자의 18%가 감소한다는 연구결과도 있습니다.이에 따라 일본은 오는 2014년부터 22톤 이상의 모든 대형 트럭에 이런 장치를 달도록 했습니다.또 지난 4월, 7명이 숨지는 대형 사고 이후 고속버스와 관광버스에도 장착 의무화가 추진되고 있습니다.(영상취재 : 안병욱)김광현 기자teddykim@sbs.co.kr관/련/정/보◆ 물만 부었는데…라면 먹은 뒤 근로자들 '쇼크'◆ 'K2 파워팩' 기밀 보지도 않고 단독표결…황당◆ ""사랑하는 아들…"" 애끊는 엄마의 유서 대반전◆ 한상대 검찰총장 30일 사퇴 발표키로◆ 중년 부부, 술 마시고 다투다 바닷물로 투신☞[SBS기자들의 생생한 취재현장 뒷이야기 '취재파일']☞ SBS뉴스 공식 SNS [SBS8News 트위터] [페이스북] [미투데이] [요즘]저작권자 SBS&SBS콘텐츠허브 무단복제-재배포 금지"
1,2012-11-29,20톤 무게 잿더미로…'짝퉁 명품'의 최후 포착,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=055&aid=0000240262,SBS,"<앵커>인천 세관이 국내로 밀반입하려다 적발된 짝퉁 명품들을 폐기처분했습니다. 20톤 넘는 가짜 명품이 잿더미로 변하는 장면 직접 보시죠.박현석 기자입니다.<기자>망치로 깨부수고, 칼로 찢고, 중장비까지 동원해 못 쓰게 만들어 버립니다.지게차가 뭉개버린 물품은 밀수입하려다 적발된 이른바 '짝퉁'입니다.가짜 명품 핸드백부터, 시계, 발기부전 치료제, 중국산 녹용까지 그 종류도 다양합니다.이렇게 밀반입하려다 폐기되는 물품들이 이곳 인천 세관에서만 올 한 해 160톤이 넘습니다.진품 시가로는 1000억 원이 넘는 어마어마한 양입니다.오늘(29일) 하루만 50여 종 20톤이 넘는 물건들이 폐기처분됐습니다.대부분 상표권 문제 때문에 재활용이 불가능한 물건들로, 상표를 떼어낼 수 있는 옷가지는 사회복지단체에 기부하기도 합니다.[송웅호/인천본부세관 조사총괄과 팀장 : 불가피하게 상표 제거 작업이 굉장히 어려워서 상표를 제거하게 되면 상품 가치가 완전히 상실되는 그런 물품은 폐기를 하게 됩니다.]파쇄된 압수품들은 폐기물 업체로 보내져 1200도가 넘는 소각로에서 잿더미로 변했습니다.(영상취재 : 강동철)박현석 기자zest@sbs.co.kr관/련/정/보◆ 물만 부었는데…라면 먹은 뒤 근로자들 '쇼크'◆ 'K2 파워팩' 기밀 보지도 않고 단독표결…황당◆ ""사랑하는 아들…"" 애끊는 엄마의 유서 대반전◆ 한상대 검찰총장 30일 사퇴 발표키로◆ 중년 부부, 술 마시고 다투다 바닷물로 투신☞[SBS기자들의 생생한 취재현장 뒷이야기 '취재파일']☞ SBS뉴스 공식 SNS [SBS8News 트위터] [페이스북] [미투데이] [요즘]저작권자 SBS&SBS콘텐츠허브 무단복제-재배포 금지"
2,2012-11-29,대검 '최재경-김광준' 문자 공개,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005962406,연합뉴스,"(서울=연합뉴스) 한종찬 기자 = 대검 감찰본부가 29일 뇌물수수 혐의로 특임검사의 수사를 받는 김광준 서울고검 검사와 최재경 대검 중수부장이 주고받은 문자메시지 내용을 공개했다.감찰본부에 따르면 최 중수부장은 김 검사가 감찰본부의 감찰을 받던 지난 8~9일 10차례에 걸쳐 문자메시지를 통해 언론대응 방안 등을 조언했다.   2012.11.29saba@yna.co.kr[이 시각 많이 본 기사]☞<긴급> 나로호 발사 취소☞그룹 빅스타, 새 싱글 '느낌이와' 발표☞대선 `프레임' 충돌 속 朴-文 초반 대격돌☞한국여자골프 시상식 12월3일 개최☞나로호 상단 문제..30분 뒤 연기여부 결정(3보)<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
3,2012-11-29,"[건강]병에 앞서 오는 통증, 간단하게 주물러 잡는다",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=032&aid=0002278107,경향신문,"두통이 심할 때 - 엄지와 검지로  머리와 목 사이를 눌러준다. | <수술없이 통증 잡는 법>(청림Life)ㆍ생활 속 잘못된 자세 주요 원인ㆍ스트레칭·지압으로도 큰 효과허리, 목, 어깨, 머리가 늘 아프고 결리십니까? 근골격계나 신경의 계속적인 통증으로 고생하는 환자를 조사하면 잘못된 자세가 첫번째 원인임을 알게 된다. 허리와 어깨·목을 똑바로 펴고 올바르게 앉기만 해도 증상이 좋아질 수 있다는 얘기다. 실제로 근무나 공부 도중 수시로 스트레칭과 지압을 해주면 해묵은 증세를 완화시키고 일상생활에서의 활력을 얻는 데 큰 도움이 된다. 하지만 쉬운 것 같으면서 이를 실천하는 사람은 많지 않다. 그러니 야금야금 몸이 굳고 통증과 병이 깊어지며, 돌이키기 어려운 고질병으로 악화된다.축구국가대표팀 주치의인 나영무 솔병원 원장은 “통증은 신체의 움직임을 제한하고 심하면 사회적인 활동도 가로막는 불청객이지만 한편으로 몸이 병들어가는 것을 알려주는 신호”라며 “통증이 발생하면 이를 무시하지 말고 적극적으로 해결해야만 큰 병을 막고 건강하게 살 수 있다”고 말했다.어깨가 결리고 뻐근할 때 - 네 손가락으로 반대편 어깨 뒤쪽을 마사지한다. | <수술없이 통증 잡는 법>(청림Life)30대 직장인 김모씨는 얼마 전 뒷목이 심하게 뻣뻣해진 느낌이 들어 병원을 찾았다. 진단 결과는 ‘스마트폰 증후군’. 목을 숙이고 작은 화면을 보며 손가락만 이용하면 거북이목(일자목)이 되기 쉽다. 어깨가 저리고 목이 뻣뻣해지는 경추부 통증과 손목에 통증이 생긴다. 쉽게 피로를 느끼고 어깨와 등의 통증도 동반한다.심하면 목 디스크로까지 악화될 수 있다. 목, 어깨, 팔의 저림과 통증이 동반된다.항공사에 근무하는 20대 여성 장모씨. 한쪽 팔다리가 너무 저리고 아파서 병원을 찾았다. 잘 때 똑바로 누우면 불편하고 약간 삐딱하게 누워야 편한 느낌이 든다. 척추와 골반이 틀어져서 생긴 통증이다.다리를 꼬고 앉거나, 한쪽 방향으로만 가방을 메거나, 삐딱하게 앉거나 서 있는 자세를 오랫동안 하다 보면 몸이 한쪽으로 틀어진다. 척추 근육이 뭉쳐서 한쪽만 커지고 통증이 생긴다. 허리와 골반의 지속적인 저림과 통증이 있거나, 고개나 어깨를 돌릴 때 ‘뚝뚝’ 하는 소리가 나거나, 어깨를 도려내고 싶을 만큼 괴로운 통증과 손목의 시큰거림, 어깨와 뒷목의 뻣뻣함 등은 누구에게나 흔히 나타나는 통증의 전형이다.몸 상태가 좋을 때 보통 ‘컨디션이 좋다’고 한다. 좋은 컨디션은 육체적·심리적으로 유쾌한 상태를 의미한다. 유쾌하다는 것은 호흡이 거칠지 않고 편안한 상태를 말한다.허리 아플 때 - 무릎을 세우고 누워 엉덩이를 들어올려 10초간 유지한다. | <수술없이 통증 잡는 법>(청림Life)또 근육이 긴장되지 않고 아프거나 괴롭거나 하지도 않다. 나 원장은 “좋은 컨디션을 갖기 위해서는 바른 자세와 더불어 평소의 스트레칭·지압·마사지가 기본”이라며 “여기에다 기분 좋은 유쾌한 운동, 즉 컨디셔닝을 더해주면 통증을 개선하고 예방할 수 있다”고 강조했다.컨디셔닝은 바른 자세로 호흡을 편하게 유지하며 근육을 너무 긴장하지 않게 사용하는 운동이다. 기존의 상태를 더 강하게 하려는 운동법인 트레이닝과는 다른 개념이다. 트레이닝 전에 컨디셔닝이 필수적이다.<박효순 기자  anytoc@kyunghyang.com>경향신문 ‘오늘의 핫뉴스’▶ [단독]女직원 벌준 엽기군수 “주민 밟아버려”손가락·팔이 저릴 때 -  팔을 쭈욱 펴고 손끝을 20~30초간 앞으로 당겨준다. | <수술없이 통증 잡는 법>(청림Life)▶ 박근혜 동생 건물서 성매매?…민주 “국민 기만”▶ 나로호 중단 순간, 박찬호 “은퇴”▶ 시내버스 ‘집단 파업’…외국인 기사, 25년 만에▶ [화보]나로호, 추력제어기 문제로 발사 중단모바일 경향 [경향신문|경향뉴스진] | 공식 SNS 계정[경향 트위터][미투데이][페이스북][세상과 경향의 소통 Khross]- ⓒ 경향신문(www.khan.co.kr), 무단전재 및 재배포 금지〈경향신문은 한국온라인신문협회(www.kona.or.kr)의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.〉"
4,2012-11-29,나로호 발사취소 원인추정 '추력벡터제어기'란,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0005961831,연합뉴스,"<나로호>또 실패?    (고흥=연합뉴스) 신준희 기자 = 우리나라 첫 우주발사체 나로호(KSLV-1)의 발사 예정일인 29일 오후 16분을 남기고 발사가 중단됐다.     전남 고흥 나로우주센터 인근 해상에서 바라본 나로호가 발사대에 다시 장착되고 있다.  2012.11.29    hama@yna.co.kr(서울=연합뉴스) 임화섭 기자 = 29일 오후 4시로 예정됐던 나로호 3차 발사가 전격 취소된 것은 나로호 상단의 '추력 벡터 제어기(TVC·Thrust Vector Control)'라는 부분에서 문제가 발견됐기 때문이다.추력 벡터 제어기는 간단히 말해 추진 기관에서 발생하는 분사가스의 방향과 세기를 조정함으로서 로켓의 진행 방향을 통제하는 장치다.로켓의 진행 방향을 바꾸는 방법은 크게 보면 2가지가 있다.첫번째는 엔진의 분사 방향은 그대로 두고 날개를 이용해 방향을 바꾸는 '공력 제어'이고 두번째가 로켓의 분사 추진 방향 자체를 바꾸는 '추력 제어'다. 후자는 엔진 노즐의 분사 방향을 바꾸는 방식을 사용하는데, 나로호에는 이 방식이 쓰였다.제2차세계대전 당시 나치 독일군이 사용했던 V-2 미사일 등 구식 로켓들은 공력 제어만 사용했지만, 현대 로켓들은 대체로 추력 제어를 이용하거나 두 방식을 함께 이용하는 추세다.문제가 생긴 나로호 상단의 추력 벡터 제어기는 1단 분리 후 위성을 목표 궤도에 정확히 진입시키는 데 필요하다.위성을 목표 궤도에 올리려면 로켓이 미리 계산된 고도와 시각에 방향과 속도를 정확히 맞추어 진입한 뒤 위성 분리까지 끝내야 하는데, 이를 위한 조정에 추력 벡터 제어기가 필수적인 역할을 하는 것이다.나로호 발사취소 원인 '추력 방향 제어기'란?    (서울=연합뉴스) 장예진 기자 = 우리나라 첫 우주발사체(로켓) 나로호(KSLV-1)가 29일 발사 예정시각인 오후 4시를 16분여 남겨놓고 상단(2단)부 전자 부품에서 문제가 발견돼 발사가 다시 취소됐다.    jin34@yna.co.kr    @yonhap_graphics(트위터)나로호 상단의 추력 벡터 제어기에 생긴 문제는 '전기 신호 이상'이라고만 알려졌을 뿐 정확히는 밝혀지지 않고 있다. 나로우주센터측은 일단 일정을 연기하고 정밀 조사를 진행중이다.solatido@yna.co.kr[이 시각 많이 본 기사]☞<긴급> 나로호 발사 취소☞그룹 빅스타, 새 싱글 '느낌이와' 발표☞대선 `프레임' 충돌 속 朴-文 초반 대격돌☞한국여자골프 시상식 12월3일 개최☞나로호 상단 문제..30분 뒤 연기여부 결정(3보)<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
5,2012-11-29,나로호 발사취소 원인 '추력벡터제어기' 란?,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0005962122,연합뉴스,"(서울=연합뉴스) 장예진 기자 = 우리나라 첫 우주발사체(로켓) 나로호(KSLV-1)가 29일 발사 예정시각인 오후 4시를 16분여 남겨놓고 상단(2단)부 전자 부품에서 문제가 발견돼 발사가 다시 취소됐다.jin34@yna.co.kr@yonhap_graphics(트위터)[이 시각 많이 본 기사]☞<긴급> 나로호 발사 취소☞그룹 빅스타, 새 싱글 '느낌이와' 발표☞대선 `프레임' 충돌 속 朴-文 초반 대격돌☞한국여자골프 시상식 12월3일 개최☞나로호 상단 문제..30분 뒤 연기여부 결정(3보)<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
6,2012-11-29,야생호랑이와 ‘절친’으로 사는 간 큰 男 화제,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002309835,서울신문,"[서울신문 나우뉴스]보기만 해도 사나운 야생 호랑이와 ‘절친’으로 지내는 남성이 언론에 소개돼 관심을 모으고 있다.영국 일간지 더 선의 29일자 보도에 따르면 인도네시아에 사는 압둘라 숄라(31)라는 남성은 이제 4살 된 벵갈 호랑이 ‘뮬란’과 단 한시도 떨어져 지내지 않는다.숄라와 뮬란은 서로의 목을 물기도 하고 껴안고 잠을 자는 등 절친 이상의 관계를 유지하고 있다.숄라가 뮬란을 처음 만난 것은 뮬란이 생후 3개월 째였던 3년 전이다.우연히 건네받은 호랑이 새끼였지만 뮬란이 클수록 정을 느꼈고, 결국 숄라는 뮬란과 한 가족이 되기로 결심했다. 숄라는 전문 사육사가 아님에도 불구하고 야생 호랑이와 교감하고 가깝게 지낸다는 점에서 더욱 눈길을 모으고 있다.숄라의 몸 곳곳은 뮬란과 놀다 생긴 ‘영광의 상처’로 가득하지만, 함께 있을 때면 언제나 웃음이 떠나질 않는다.그는 “호랑이와 함께 살 수 있어 매우 행복하다. “언제나 뮬란의 기분과 뮬란의 본성을 이해하려고 노력한다.”면서 “만약 뮬란에게 물리거나 긁혀서 큰 사고가 발생한다 하더라도 의도한건 아니라는 사실을 알고 있다.”며 애정을 과시했다.송혜민기자 huimin0217@seoul.co.kr나우뉴스 공식 SNS 계정: 트위터http://twitter.com/SEOUL_NOWNEWS[ 관련기사 ]☞ 6년간 야생서 늑대무리와 지낸 부부 화제☞ 귀여운 캥거루와 웜뱃이 만나 ‘절친’? 이색우정☞ 새끼 백호 키우는 수컷 개 ‘희귀한 부성애’ 포착☞ 로드 킬 당한 암컷 지키는 수컷개 포착 “감동과 슬픔”☞ 표범과 새끼 영양의 ‘상상초월 우정’ 그 결과는…별난 세상 별난 뉴스(nownews.seoul.co.kr) [서울신문 나우뉴스 통신원 모집] [신문 구독신청]- Copyrights ⓒ서울신문사. 무단 전재 및 재배포 금지 -"
7,2012-11-29,<나로호>'나로호 발사 보러 왔는데..',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005961636,연합뉴스,"(고흥=연합뉴스) 신준희 기자 = 29일 오후 우리나라 첫 우주발사체 나로호(KSLV-1)의 발사 취소 소식이 전해지자 전남 고흥 나로우주센터 인근 유람선에 탑승한 한 어린이가 직접 만든 나로호 모형을 바라보고 있다. 2012.11.29hama@yna.co.kr[이 시각 많이 본 기사]☞<내년 '직장인 축복의 해'…'빨간날' 총 116일>☞그룹 빅스타, 새 싱글 '느낌이와' 발표☞대선 `프레임' 충돌 속 朴-文 초반 대격돌☞한국여자골프 시상식 12월3일 개최☞거주지 상관없이 장애인 콜택시 탄다<연합뉴스 모바일앱 다운받기><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
8,2012-11-29,숙박 걱정 끝! 게스트하우스가 있잖아,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=028&aid=0002166540,한겨레,"[한겨레][매거진 esc]여행서양식 배낭여행자 숙소, 국내에서도 확산…저렴·청결함으로 내국인들에게도 인기값싸면서도 깨끗하고 편안한 잠자리. 잠자리는 여행의 질을 결정짓는 기본 요소 중 하나다. 특히 장거리 여행 때 가장 신경 쓰이는 부분이기도 하다. 하지만 적은 경비로 최상의 여행 품질을 추구해야 하는 대학생 등 젊은 여행자들로선 편안함보다는 저렴한 숙박비가 최우선 고려 요소로 작용한다. 배낭족들이 해외여행할 때 선호하는 저렴한 숙소 게스트하우스가 이들의 안식처 구실을 해온 것도 이 때문이다. 최근 들어 국내에도 이런 부담 없는 가격의 숙소 게스트하우스가 급속도로 늘고 있어 젊은 여행자들의 관심을 끌고 있다.게스트하우스란 상대적으로 숙박비 부담이 적은 여행자 숙소를 가리킨다. 세계 각국에서 배낭여행자들이 모여드는 유럽 등지에선 저렴한 인기 숙소로 정착된 지 오래다. 우리 식 민박집과 비슷하지만 여러 사람이 방 하나를 공동으로 쓰는 도미토리룸(다인실) 위주로 구성돼 있는 점이 다르다. 가벼운 아침식사나 간식을 제공한다는 것도 차이점이다.제주 올레길 숙소로제주에만 200여곳 성업전국 400~500곳 헤아려게스트하우스는 몇년 전부터 제주도 올레길이 인기를 끌면서 올레꾼들을 위한 값싼 숙소로 생겨나기 시작한 이래, 현재 제주도에만 200여개가 성업중일 정도로 폭발적으로 늘었다. 2~3년 전부터는 이 여파가 전국 곳곳으로 확산되며 젊은층이 선호하는 저렴한 숙소로 자리잡았다. 업계에선 제주도와 서울 지역을 포함한 전국의 게스트하우스가 현재 400~500곳을 헤아릴 것으로 보고 있다. 이전까지는 서울 등 대도시에 문을 연 외국인 전용 게스트하우스가 대부분이었지만, 요즘은 내·외국인이 함께 이용할 수 있는 숙소로 전국에 확산되고 있는 것이다. 이런 흐름을 반영해, 전국 게스트하우스들을 안내하는 여행서 출간도 잇따르고 있다.게스트하우스의 가장 큰 매력은 숙박비가 싸다는 점이다. 지역·내부시설에 따라 다소 차이가 있지만 대개 도미토리룸이 1인당 1만5천~3만원 선이다. 2층 침대 등이 놓인 방을 여러 명이 함께 쓰므로 불편한 점이 있지만, 모텔보다 싸고 청결하다는 게 장점이다. 대부분의 게스트하우스가 매일 베개와 침대 시트를 갈아주고, 시설물을 청결하게 유지한다는 것도 일반 여관·모텔 등과는 다른 점이다. 방값이 좀더 비싼 2인실, 1인실을 갖춘 곳도 많다.저렴한 가격과 청결함여행자와 대화·정보 공유 매력여성전용 숙소도 늘어나숙박비는 세계 각국 게스트하우스들과 비교해 저렴한 편이란 게 일반적인 평가다. 최근 <게스트하우스 123>(꿈의지도)을 펴낸 공동저자 중 하나인 여행작가 이동미씨는 “유럽의 경우 게스트하우스 평균 숙박비를 25유로 정도로 본다”며 “유럽 쪽은 대부분 숙소가 오래되고 불결한 곳이 많은 데 비해, 국내는 거의 신축된 곳들로 시설·청결도·서비스 등에서 앞선다”고 평가했다.전국으로 게스트하우스가 확산된 데엔 대학생 선호 여행방식의 하나인 ‘내일로 기차여행’이 큰 몫을 했다. 내일로 기차여행이란, 승차권 하나로 일주일간 무제한으로 기차를 갈아탈 수 있는 코레일 여행상품이다. 이전까지 주로 찜질방 등에서 자며 기차여행을 하던 이들이, 기차역 주변에 들어서기 시작한 저렴한 게스트하우스로 몰리면서 젊은 여행객을 위한 숙소로 빠르게 정착돼 가고 있는 것이다.게스트하우스가 인기를 끄는 또다른 이유는, 같은 처지의 여행자들끼리 만나 다양한 정보를 주고받을 수 있다는 점이다. 대부분의 게스트하우스엔 쾌적한 공동 휴게 공간이 마련돼 있어, 처음 만나는 이들과도 자연스럽게 어울리며 주변 여행지나 음식, 숙소 등에 대한 따끈따끈한 정보를 얻을 수 있다.여행자들끼리의 정보 전달이 직접적인 대화로만 이뤄지는 건 아니다. 세계적으로 이름난 게스트하우스들이 그러하듯, 국내의 경우에도 앞서 묵어간 여행자들이 숙소에 남긴 무수한 기록들이 매우 유용하게 활용되고 있다. 대부분의 게스트하우스들은 방명록을 갖춰놓고 있다. 이곳에 남긴 여행자들의 여행담과 가볼 만한 곳, 추천 식당과 맛 평가, 또다른 숙소들에 대한 정보 등 세세한 정보가 다음 여행자들의 여행길잡이 구실을 톡톡히 하고 있는 것이다.travel tip게스트하우스 여행기도 재미나네▣대부분의 게스트하우스에서 기본적으로 비누·샴푸·치약·수건 등 세면도구가 제공된다. 아침에 토스트·달걀프라이·커피 등 간단한 서양식 식사나 차 등을 제공하는 곳이 많다. 간단한 요리 시설이 마련된 곳도 있다. 별도 주문으로 가정식 백반 등을 제공하기도 한다.▣다인실은 처음 만난 낯선 여행자들이 함께 사용하는 공간이므로 예절과 배려에 신경써야 한다. 조용한 숙소를 선호하는 이들에겐 불편할 수 있다는 점을 염두에 둬야 한다. 중요 물품은 개인 사물함에 보관하거나 주인에게 맡기도록 한다. 대개 공동 휴게 공간에서 어느 정도의 음주는 허용하지만, 실내 흡연은 대부분 금지한다.▣누리집이나 전화로 예약할 수 있다. 요금은 주중·주말 요금이 다른 곳이 많아 확인해 봐야 한다.▣최근 출간된 게스트하우스 안내서를 참고할 만하다. <게스트하우스 123>(이동미·이송이·신영철·홍유진 지음/꿈의지도 펴냄)은 전국의 주요 게스트하우스 123곳을 골라 각각의 시설과 분위기, 매력 등을 사진을 곁들여 상세히 소개했다. <2만원의 행복 게스트하우스에서의 하룻밤>(강희은 지음/즐거운상상 펴냄)은 전국의 게스트하우스 20곳에서 묵으며 만난 주인장과 게스트들의 이야기를 담은 ‘게스트하우스 여행기’다.지난 25일 전주 여행길에 한 게스트하우스에 여장을 푼 이승영(22·서울 신림동)씨는 “처음 와보는 지역이라 막막했는데 방명록에 주변 볼거리, 식당들 평가와 맛에 대한 소감까지 기록돼 있어 큰 도움이 됐다”고 말했다. 게스트하우스 이용이 처음이라는 이씨는 “분위기가 가정집처럼 아늑하고 깔끔해 다른 지역 여행 때도 이용할 생각”이라고 덧붙였다.게스트하우스 주인은 여행에 흠뻑 빠져들었던 경험을 가진 이들이 대부분으로, 부부가 운영하는 곳도 많다. 이들은 여행자들의 처지를 훤히 꿰고 있어 여정의 조언자 구실도 해준다.게스트하우스가 확산되면서 고객 확보 경쟁도 치열하다. 휴게 공간을 서재나 사진·그림 전시 공간으로 꾸미는 건 기본이고, 자체적으로 명상·다도, 골목투어, 주변 산 트레킹 등의 프로그램을 운영하기도 한다. 숙소를 군부대 막사처럼 꾸리고 내무반식 침상 등을 제공하는 곳, 전통 한옥을 개조한 곳, 인도·티베트·아프리카 등 이국적으로 치장한 곳 등 분위기도 다양하다.손에 꼽을 정도지만 여성 전용 게스트하우스도 늘고 있다. 유럽 등엔 남녀 혼숙 게스트하우스가 많지만, 국내의 경우엔 층이나 구역을 남녀용으로 구분한 곳이 대부분이다. 4개월 전 문을 연 전주의 여성 전용 ‘베가 게스트하우스’ 주인 권윤복(47)씨는 “내국인 여성은 물론, 홀로 또는 두세명씩 함께 여행하는 일본 등 외국인 여성들도 많이 찾는다”며 “상대적으로 안전하게 여겨지는데다 분위기가 아늑하고 아기자기해 많이 찾아오는 것 같다”고 말했다.글 이병학 기자leebh99@hani.co.kr·사진제공 꿈의지도<한겨레 인기기사>■안철수, 문재인 돕기 언제쯤?…TV토론쯤 ‘등판’ 촉각■문재인 부인 ‘명품 의자’ 해명…“50만원짜리 중고 소파”■“박근혜 섹시…죽여줘요” 박캠프 로고송 논란■검찰, 수당 33억 떼먹은 대기업 회장도 무혐의 처리■‘통신요금 환급금’ 문자 무심코 눌렀다간…■개성만점 ‘수입 소형차’ 몰려온다■[화보] ′성추문 검사′ 얼굴 가린 채…공식 SNS[통하니][트위터][미투데이]| 구독신청[한겨레신문][한겨레21]Copyrights ⓒ 한겨레신문사, 무단전재 및 재배포 금지<한겨레는 한국온라인신문협회(www.kona.or.kr)의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.>"
9,2012-11-29,태양의 2조배 에너지 뿜는 ‘퀘이사’ 발견,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002277881,경향신문,"미국 버지니아 공과대 연구팀이 발견한 사상 최대 규모의 퀘이사 ‘SDSS J1106+1939’. AFP연합뉴스·ESO/L. Calcada태양의 2조배에 달하는 에너지 물질을 방출하는 사상 최대 규모의 퀘이사(Quasar)가 발견됐다. 퀘이사는 블랙홀이 주변 물질을 집어 삼킬 때 만들어지는 거대한 발광체다.미국 버지니아 공학대 연구팀은 유럽남부천문대(ESO) 초거대망원경(VLT)으로 기존 측정된 가장 큰 천체보다 5배 이상 강력한 에너지를 방출하는 퀘이사를 관측했다고 데일리메일이 29일 보도했다.‘준성’(準星)이라고 불리는 퀘이사는 지구에서 보이는 가장 먼 거리의 천제다. 별처럼 보이지만 초거대 질량의 블랙홀에서 에너지를 받아 밝게 빛나는 은하의 중심부다. 과학자들은 새로운 은하 형성을 위해 퀘이사가 존재해야하며 이는 초기 우주 연구의 단서라고 주장해왔다.이번에 발견된 ‘SDSS J1106+1939’ 퀘이사는 100억 광년 거리에서 초속 8000㎞로 태양보다 약 2조배 많은 에너지를 뿜어내고 있다. 은하수 전체의 100배가 넘는 에너지다. 거대한 고온 가스 덩어리의 이 퀘이사는 수소가 주성분이며 헬륨, 탄소도 미량 포함됐다. 질량은 태양 400개와 맞먹는다.천문학자들은 그동안 퀘이사가 거대 은하를 만들 수 있을 만큼 강력한지 명확히 밝히지 못한 상태다. 은하의 질량이 왜 이론보다 적게 측정되는지, 중심의 블랙홀과 은하가 어떤 관련이 있는지도 추측만 해왔다. 이번에 발견된 최대 규모 퀘이사와 우주 전반에 걸쳐 발견된 12개 퀘이사에 대한 추가 연구로 이 같은 가설을 뒷받침할 수 있을 것으로 보인다.연구를 주도한 나훔 교수는 “지난 15년간 찾았던 괴물 수준의 강력한 퀘이사 방출을 발견해 냈다”며 “이론가들은 이런 강력한 방출이 있다면 은하의 생성과 블랙홀의 움직임, 은하계 우주간에 떠나는 수소와 헬륨 이외의 물질들을 규명할 수 있다고 말해왔다”고 말했다.<김보미 기자 bomi83@kyunghyang.com>경향신문 ‘오늘의 핫뉴스’▶ 5일 만에 돌아온 안철수, 무슨 말을…?▶ [단독]삼성, 애플 잠재울 프로젝트 있다는데…▶ ‘김정은 섹시男’ 中 인민일보가 낚였나?▶ “집팔아 PC방 해” 가짜유서 쓰고 어머니를…▶ [화보]박근혜·문재인 후보 TV 대선 광고 시작모바일 경향 [경향신문|경향뉴스진] | 공식 SNS 계정[경향 트위터][미투데이][페이스북][세상과 경향의 소통 Khross]- ⓒ 경향신문(www.khan.co.kr), 무단전재 및 재배포 금지〈경향신문은 한국온라인신문협회(www.kona.or.kr)의 디지털뉴스이용규칙에 따른 저작권을 행사합니다.〉"
