,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2016-07-23,"강수진, 토슈즈 벗은 날…객석은 빨간 하트로 가득",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=003&aid=0007367148,뉴시스,"【서울=뉴시스】강수진 슈투트가르트 발레단 22일 고별무대(사진=슈투트가르트 발레단 페이스북)【서울=뉴시스】이재훈 기자 = 강수진(49) 국립발레단 단장이 1986년 슈투트가르트 발레단에 코르 드 발레(군무진)로 입단한 지 30년 만에 토슈즈를 벗었다.22일 밤(현지시간) 독일 슈투트가르트 오페라하우스에서 공연한 전막 발레 '오네긴'을 끝으로 현역 무용수를 은퇴했다.'오네긴'은 20세기 최고의 드라마 발레로 통한다. 자유분방하고 오만한 남자 오네긴과 순진한 소녀 '타티아나'의 비극적인 사랑을 다룬다. 러시아 문호 푸시킨의 소설 '예브게니 오네긴'이 원작이다.강수진의 타티아나는 연기와 기술 면에서 최고 수준으로 평가받는다. 앞서 지난해 11월 한국 현역 고별 무대로 미리 선보인 타티아나는 감정 면에서 역대 최고라는 평을 받았다. 마지막 장면에서 오네긴의 러브레터를 매몰차게 찢어버리고 오열했다.국립발레단 등 발레계에 따르면 이날 연기 역시 명불허전이었다. 공연이 끝난 뒤 한국 은퇴 무대처럼 슈투트가르트 발레단 단원, 스태프 등 100여명이 한사람씩 무대에 올라 강수진에게 장미꽃 한 송이씩을 순차적으로 안겨준 것으로 전해졌다.공연장 1400석을 모두 채운 관객들은 뜨거운 박수를 보냈다. 객석에는 한국인도 다수 눈에 띈 것으로 알려졌다. 그녀의 은퇴무대를 보기 위해 일부러 현지를 찾은 이들이다.관객들은 강수진을 위해 깜짝 이벤트를 준비했다. 빨간 하트 그림과 함께 '당케(Danke·고마워요) 수진'이라고 적힌 플래카드를 크게 흔들며 강수진의 이름을 연호한 것으로 전해졌다. SNS 등에 따르면 표가 매진됐음에도 오페라하우스 앞에는 취소표를 구하려는 사람들로 북적거렸다.【서울=뉴시스】전막 발레 '오네긴'(사진=슈투트가르트 발레단 페이스북)강수진 단장은 국립발레단을 통해 ""팬들이 준비해준 행사는 정말 몰랐는데, 행복했다""고 감격해했다.이날은 그녀의 남편 툰치 소크멘(53)의 생일이기도 했다. 그는 토슈즈 안에 꽁꽁 감춰놓았던 강수진 발 사진으로 유명하다. 피카소의 작품 같다며 찍어준 그녀의 발 사진은 마치 고목을 촬영해놓은 것 같다. 빛나는 외모와 화려한 무대 위 모습과 달리 그녀의 발은 울퉁불퉁하고 피멍으로 가득하다. 남들보다 몇 배 노력한 증거다.해외 유학 1세대인 강수진은 슈투트가르트 발레단에서 꾸준히 성장하며 1996년 수석무용수 자리까지 올랐다. 이 발레단의 종신 단원이기도 하다. 1999년 발레계의 아카데미상으로 통하는 '브누아 드 라 당스', 2007년에는 최고의 예술가에게 장인의 칭호를 공식 부여하는 독일 궁중무용가(캄머탠처린)에 선정되기도 했다.강수진은 공연 전 현지 일간지 슈투트가르터 차이퉁(Stuttgarter Zeitung)과 인터뷰에서 ""발레리나로서 행복한 삶을 살아봤다""며 ""슈투트가르트 팬들의 사랑에 매우 감사하다""고 말했다.슈투트가르트 발레단은 페이스북을 통해 ""우리는 당신을 그리워할 것""이라고 적었다.30여년간 해외무대에서 한국 발레계를 지켜보다가 2014년 국립발레단 단장 겸 예술감독이 된 강수진은 2년 반동안 안정적으로 이 발레단을 이끌어왔다는 평가를 받고 있다. 독일서 마지막 공연 이후 국내에 들어와 발레 행정과 후배 양성에 더욱 주력할 예정이다.realpaper7@newsis.com뉴시스 뉴스, 네이버 뉴스 스탠드에서도 만나세요뉴시스 SNS[페이스북][트위터]<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
1,2016-07-23,'드론'의 진화…독도 해저도 탐사,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=056&aid=0010342853,KBS,"<앵커 멘트>드론이 하늘뿐만아니라 바닷속 탐사에서도 역량을 한껏 발휘하고 있습니다.무엇보다 기상에 영향을 받지 않아 울릉도와  독도 해저 조사에도 톡톡히  효과를 볼 수 있을 것으로 기대됩니다.박석호 기자가  전해드립니다.<리포트>길이 3m, 무게 150kg의  무인 탐사선, 해양 드론이 바다에 진수됩니다.정해진 좌표를 위성과 통신,GPS로 받아, 해저 조사에 들어갑니다.거의 실시간으로  해양 드론이 보내온 사진,  바다 속 바위 모습 등  해저의 굴곡이 그대로 드러납니다.선박의 항해 경로에 필수인 바닷속 지형 변화를 수심 400m까지 측정할 수 있습니다.전자 장비는 태양광 에너지로 작동하고, 물속 깊이 잠겨 있는 수중 날개가 파도의 힘을 이용해 배를 움직이게 합니다.<인터뷰> 문기돈(장비 운용 담당) : ""항상 바다에서는 위아래로 작용하는 힘이 있기 때문에 위로 차거나 아래로 차거나, 수영할 때 뒷발로 핀(오리발)을 차는 것처럼.""이 해양 드론은 다음달부터 동해 해저 조사에 본격 투입됩니다.파도가 높고 기상 변화가 심해서 유인 조사가 힘든 울릉도 해역에 먼저 투입된 뒤, 독도 해역 조사에도 활용될 예정입니다.<인터뷰> 김수유(국립해양조사원 주임) : ""(미국) 샌프란시스코에서 호주까지 태평양 횡단을 한 사례가 보고돼  있기 때문에 어떠한 악천후 속에서도 운용이 가능할 것으로.""센서만 바꾸면 잠수함 탐지도 할 수 있어서, 군 당국도 이런 해양 드론 운용을 검토 중인 것으로 알려졌습니다.KBS 뉴스 박석호입니다.박석호기자 (parkseokho@kbs.co.kr)▶ [저작권자ⓒ KBS 무단복제-재배포 금지]"
2,2016-07-23,이렇게 슬픈 포켓몬…시리아 폐허 속 어린이와 나란히,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0008561166,연합뉴스,"시리아 출신 사진작가 칼레드 아킬이 블로그에 올린 '시리아의 포켓몬 고 - 파트1' 사진 [칼레드 아킬 블로그 캡처](이스탄불=연합뉴스) 하채림 특파원 = 폭격으로 무너져 내린 건물 잔해가 쌓인 길에 자전거를 끌고 카메라를 물끄러미 바라보는 시리아 어린이. 그 옆에 나란히 선 포켓몬 캐릭터의 시선도 어쩐지 슬퍼 보인다.즐거움을 상징하는 포켓몬 고 세계와 파괴와 죽음이 가득한 시리아, 두 이질적인 요소를 결합한 몽타주 사진작품은 내전의 비극과 이에 대한 국제사회의 무관심을 증언한다.시리아 출신 사진작가 칼레드 아킬이 블로그에 올린 '시리아의 포켓몬 고 - 파트1' 사진 [칼레드 아킬 블로그 캡처]시리아 출신 사진작가 칼레드 아킬이 최근 자신의 블로그에 올린 '시리아의 포켓몬 고' 프로젝트는 시리아 내전이 여전히 '현재진행형'이라는 사실을 일깨운다고 아랍권 언론 알자지라가 23일 보도했다.아킬의 사진에는 폭격으로 파괴된 거리의 어린이나 더러운 웅덩이에서 수영하는 아이들의 바로 옆에 포켓몬 고 캐릭터가 함께 등장한다.아킬은 ""시리아에서 날마다 벌어지는 참상보다 어떻게 가상현실에 세계가 더 주목하는지 항상 의문이었다""고 말했다.시리아 출신 사진작가 칼레드 아킬이 블로그에 올린 '시리아의 포켓몬 고 - 파트1' 사진 [칼레드 아킬 블로그 캡처]아킬은 그러나 ""이 프로젝트가 시리아에 무관심한 사람들을 비난하려는 것은 아니다""면서 ""시리아에서 벌어지는 일을 조명하려는 게 의도""라고 말했다.시리아 반군도 최근 포켓몬 고 '현상'을 빌려 국제사회의 관심을 환기하려 하고 있다.반군은 시리아 어린이들이 포켓몬 캐릭터와 ""우리를 구해주세요""라는 글귀가 인쇄된 종이를 들고 있는 사진을 소셜미디어에 올렸다.tree@yna.co.kr"
3,2016-07-23,이렇게 슬픈 포켓몬…시리아 폐허 속 어린이와 나란히,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0008561166,연합뉴스,"시리아 출신 사진작가 칼레드 아킬이 블로그에 올린 '시리아의 포켓몬 고 - 파트1' 사진 [칼레드 아킬 블로그 캡처](이스탄불=연합뉴스) 하채림 특파원 = 폭격으로 무너져 내린 건물 잔해가 쌓인 길에 자전거를 끌고 카메라를 물끄러미 바라보는 시리아 어린이. 그 옆에 나란히 선 포켓몬 캐릭터의 시선도 어쩐지 슬퍼 보인다.즐거움을 상징하는 포켓몬 고 세계와 파괴와 죽음이 가득한 시리아, 두 이질적인 요소를 결합한 몽타주 사진작품은 내전의 비극과 이에 대한 국제사회의 무관심을 증언한다.시리아 출신 사진작가 칼레드 아킬이 블로그에 올린 '시리아의 포켓몬 고 - 파트1' 사진 [칼레드 아킬 블로그 캡처]시리아 출신 사진작가 칼레드 아킬이 최근 자신의 블로그에 올린 '시리아의 포켓몬 고' 프로젝트는 시리아 내전이 여전히 '현재진행형'이라는 사실을 일깨운다고 아랍권 언론 알자지라가 23일 보도했다.아킬의 사진에는 폭격으로 파괴된 거리의 어린이나 더러운 웅덩이에서 수영하는 아이들의 바로 옆에 포켓몬 고 캐릭터가 함께 등장한다.아킬은 ""시리아에서 날마다 벌어지는 참상보다 어떻게 가상현실에 세계가 더 주목하는지 항상 의문이었다""고 말했다.시리아 출신 사진작가 칼레드 아킬이 블로그에 올린 '시리아의 포켓몬 고 - 파트1' 사진 [칼레드 아킬 블로그 캡처]아킬은 그러나 ""이 프로젝트가 시리아에 무관심한 사람들을 비난하려는 것은 아니다""면서 ""시리아에서 벌어지는 일을 조명하려는 게 의도""라고 말했다.시리아 반군도 최근 포켓몬 고 '현상'을 빌려 국제사회의 관심을 환기하려 하고 있다.반군은 시리아 어린이들이 포켓몬 캐릭터와 ""우리를 구해주세요""라는 글귀가 인쇄된 종이를 들고 있는 사진을 소셜미디어에 올렸다.tree@yna.co.kr"
4,2016-07-23,본격 여름휴가…고속도로는 '무법천지',https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=056&aid=0010342844,KBS,"<앵커 멘트>버스나 대형 트럭이 소형 승용차를 덮쳐 발생한 사고 소식 접하실 때면, 나만 조심한다고  피할 수 있는 게  아니구나! 하는 생각 드셨을 겁니다.지금은 일년 중 고속도로 사고가 가장 많다는 휴가철인데요.고속도로 실태를  취재해봤더니 위협 운전을 하는 차량이  너무나 많았습니다.황정호 기자입니다.<리포트>휴가를 떠나는 차들이 고속도로로 몰려 정체가 빚어집니다.어김없이 얌체 운전이 등장합니다.관광버스는  대형 차량이 다닐 수 없는 1차로를 내달리며 속도를 내고,  갓길 주차도 눈에 띕니다.조금 더 빨리 가려고 SUV 차량이 버스 전용차로에 슬쩍 끼어듭니다.단속에 걸려도 무조건 몰랐다고 발뺌합니다.<녹취> 운전자(음성변조) : ""아 왜 이래요. 몇 년을(차를) 몰고다녔는데 지금. 5인까지는 제가 통과로 알고 있다고요. (카메라) 치우라고 했잖아요 아저씨!""차들이 질주하는 도로.급히 차선을 변경하며 곡예 운전을 합니다.터널에서도 난폭운전은 계속됩니다.이른바 칼치기입니다.<녹취> 운전자(음성변조) : ""상사가 급히 연락이 와서 달려가다가...""비틀거리는 차를 좇았더니  방금 비운 맥주캔이 그대로 있습니다.<녹취> 운전자(음성변조) : ""집에 있으니까 답답해가지고 밖에 바람 쐬러 나올란다 하고 나온 건데 (운전) 자세가 좀 안 나오더라고.""혈중알코올농도가 0.129,  면허 취소입니다.졸음이 쏟아지는  나른한 오후가 되자  아찔한 순간이 이어집니다.화물차를 몰다 졸기도 하고.<녹취> 운전자(음성변조) : ""깜빡 졸았어요.""차들이 지나가는 도로에 버젓이 차를 대고 쉽니다.<녹취> 운전자(음성변조) : ""졸려서, 잠깐.  운전하다가, 너무 졸려가지고 졸려도 계속 가야 됩니까? 어떻게 해야 합니까?""지난해 전체 고속도로에서 일어난 교통사고 다섯 건 가운데 한 건은 이렇게 휴가철인 7, 8월에 발생했습니다안전거리를 유지하기 힘들다 보니 2차 사고로 이어지는 경우가 잦습니다.<인터뷰> 문숙호(경찰청 고속도로 순찰대 부대장) : ""가다가 정체가 발생했을 때 얌체 운전이나 끼어들기 차량으로 인해서 2차 사고가 발생하면 큰 인명피해로까지 이어집니다.""본격적인 여름 휴가철, 고속도로 통행량이  20% 이상 늘어날 것으로 예상되는 가운데 경찰은 불법 운전 차량에 대한 집중 단속을 벌이고 있습니다.현장추적 황정호입니다.황정호기자 (yellowcard@kbs.co.kr)▶ [저작권자ⓒ KBS 무단복제-재배포 금지]"
5,2016-07-23,"암행순찰차 ""난폭 대형차량 꼼짝 마"" 영동고속도로..",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000649841,MBC,"[뉴스데스크]◀ 앵커 ▶고속도로에서 대형 차량이 뒤에 바짝 다가오면 불안하죠.실제 지난 주말 영동고속도로에서 끔찍한 추돌사고도 있었고요.이런 사고를 막기 위해서 경찰이 암행순찰차를 동원해서 집중 단속에 나섰는데 전예지 기자가 동행했습니다.◀ 리포트 ▶오늘 낮, 영동고속도로.버스 한 대가 전용차로인 3차선이 아닌 1차선을 내달립니다.지정 차로 위반입니다.암행 순찰차가 사이렌을 울리며 차량을 갓길로 세웁니다.[단속 경찰관]""범칙금 5만 원에 10점 벌점 들어갑니다.""버스 기사는 바쁜 일정을 탓합니다.[버스기사]""스케줄이 계속 이렇게 있으니까 차로를 위반할 수밖에 없죠.""거칠게, 단속에 항의하는 기사들도 있습니다.""1차선 들어 가셨잖아요. 들어가면 안 되는데….""""200미터도 안 갔어, 그걸 지정차로 위반이라고…단속 처음 하세요? 단속 처음 하냐고요.""6시간 동안의 단속에 적발된 차량만 64대.지난 3월 암행순찰차가 도입된 뒤 하루 평균 21건, 5천2백여 건의 교통 법규 위반이 적발됐는데, 특히 버스나 트럭 같은 대형 차량이 많습니다.[김주곤/경찰청 고속도로순찰대장]""대형 차량의 안전거리 미확보·안전운전 불이행 등 전방주시 태만 부분을 집중 단속할 예정입니다.""경찰은 단속 효과를 높이기 위해, 기존의 검은색 차량뿐만 아니라 은색과 흰색 등 5가지 색상의 차량을 도입했습니다.경찰은 암행순찰차 10대를 시범 운영한 결과 교통사고가 줄어드는 효과가 확인됐다며 올해 말까지 12대를 추가 배치한다는 계획입니다.MBC뉴스 전예지입니다.전예지기자 ()[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]Copyright(c) Since 1996,MBC&iMBCAll rights reserved."
6,2016-07-23,'세계 최대' 무궁화 공원이 日에?…숨은 사연,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=055&aid=0000433390,SBS,"<앵커>우리나라 꽃 무궁화 축제가 오늘(23일) 우리나라가 아닌 일본의 한 마을에서 시작됐습니다. 일본에 세계 최대 무궁화 공원이 있어서인데, 무슨 사연이 있는 걸까요?최선호 특파원이 다녀왔습니다.<기자>백의민족을 상징하는 배달계.정절과 지조의 '백단심'과 무궁화 하면 떠오르는 '홍단심'까지, 33만㎡ 세계최대 무궁화 공원이 있는 이곳은 일본 사이타마 미나노 마을입니다.재일동포 사업가 고 윤병도 선생이 고국을 그리워하며 30년 동안 사재를 털어 만든 곳입니다.[하세가와/공원 운영자, 고 윤병도 선생 딸 : 일본에 살거나 이곳을 찾은 한국 사람이, 고향처럼 느낄 수 있도록 하자며 (부친이 만들었습니다.)]오늘 시작되는 축제에 맞춰, 한일 두 나라 전통 공연도 펼쳐졌습니다.꽃이 피는 여름 한 철만 입장료를 받을 뿐, 지역 사회 쉼터처럼 운영됩니다.[오자와/일본인 관람객 : 훌륭한 꽃이네요. 한국의 국화죠? (그렇습니다.) 친구들한테도 소개해야겠어요. 이곳을.]한일 우호의 뜻도 담아서 한국 고유종에다 일본 현지 품종을 더해서 모두 50종, 10만 그루를 심었습니다.[김영건/산림조합중앙회, 고창군 조합장 : 한국 꽃은 홑잎이고 일본 꽃은 겹잎으로 돼 있습니다. 우리 고유종은 순수하고 순박한(느낌인데)…일본은 화려하고 뭐랄까요. 우리하고 좀 다르죠.]하지만 개인이 운영하기엔 만만찮은 규모.윤병도 선생의 유족은 간간이 이어지는 한국의 지원과 봉사를 격려 삼아 일본 속 무궁화 공원을 지켜내고 있습니다.(영상취재 : 한철민, 문현진)최선호 기자(choish@sbs.co.kr)※ ⓒ SBS & SBS콘텐츠허브 : 무단복제 및 재배포 금지☞ ""속옷까지 다 젖어""…소방관의 '지옥불' 사투"
7,2016-07-23,고속도로 뜬 '암행순찰차'…대형차 집중 단속,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000433383,SBS,"<앵커>얼마 전 대형 교통사고가 발생했던 영동고속도로에 경찰의 암행순찰차 7대와 헬기가 오늘(23일) 투입됐습니다. 버스나 화물차 같은 대형차량의 과속과 졸음운전 등 교통법규 위반을 집중 단속했습니다.소환욱 기자가 동행 취재했습니다.<기자>암행순찰차가 교통법규 위반 차량 단속에 나섭니다.단속을 시작한 지 얼마 되지 않아,[화물차, 앞으로 이동 조치하세요.]규정차선을 위반한 화물차가 단속에 걸립니다.[범칙금 4만 원, 벌점 10점입니다.]얼마 가지 않아, 이번엔 차선을 지키지 않은 버스가 적발됩니다.[버스 운전기사 : 단속 처음 하세요? 단속 처음 하느냐고요? 버스만 32년이에요. 단속 이번에 처음 걸렸어요. (1차로) 200m 들어간 것을 가지고 (단속해요?)]얼마 전, 40여 명의 사상자가 발생한 봉평 터널 사고 이후 대형차량의 교통법규 위반에 대한 단속의 목소리가 커지자 경찰이 암행순찰차 7대와 헬기 1대를 투입해 대대적인 단속에 나선 겁니다.과속이나 졸음운전, 지정차로 위반 여부 등을 중점적으로 살폈는데, 영동고속도로에서만 오늘 하루 64대의 차량이 적발됐습니다.[김주곤 경정/경찰청 고속도로 순찰대장 : 대형차량의 안전거리 미확보나 전방주시 태만 등 안전운전 불이행 부분을 집중단속 할 예정입니다.]경찰은 휴가철, 암행순찰차 운행횟수를 늘려 대형차량의 법규 위반 단속을 더욱 강화할 예정입니다.(영상취재 : 김명구, 영상편집 : 윤선영, 화면제공 : 경기남부지방경찰청)소환욱 기자(cowboy@sbs.co.kr)※ ⓒ SBS & SBS콘텐츠허브 : 무단복제 및 재배포 금지☞ ""속옷까지 다 젖어""…소방관의 '지옥불' 사투"
8,2016-07-23,전당대회장 밖 유색 인종 시위…백인들 잔치,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=055&aid=0000433387,SBS,"<앵커>트럼프가 대선 후보로 뽑힌 미국 공화당 전당대회는 차별과 편 가르기가 가득한 백인 잔치였다는 평을 들었습니다. 대회장 밖에서는 유색 인종들의 시위가 이어졌고 당내 갈등은 여전히 봉합되지 않았습니다.워싱턴에서 김우식 특파원이 보도합니다.<기자>나흘 동안 공화당 전당대회장을 가득 메운 당원과 대의원 가운데 유색인종은 거의 찾아볼 수 없었습니다.백인 당원들은 국경에 장벽을 쌓고 무슬림 입국을 금지하자는 트럼프의 수락연설에 환호했습니다.[트럼프/美 공화당 대선후보 : 미국의 가치를 지지하고 미국인을 사랑하는 사람만 미국에 들어올 수 있기를 바랍니다.]유색인종들은 대회장 밖에서 인종차별에 항의하는 시위를 이어갔습니다.[알리타/시위대 : 우리는 피부색으로 판단 받는데 이젠 멈춰야 합니다. 여기 와서 시위를 하는 이유입니다.]당내 갈등도 여전합니다.조지 부시 전 대통령 부자 등 거물급 정치인들이 대거 빠져 반쪽 전당대회란 비판 속에, 경선 2위 테드 크루즈는 끝까지 트럼프를 지지하지 않았고, 트럼프도 노골적인 반감을 드러냈습니다.[크루즈/텍사스 상원의원 : 나라를 사랑하고 아이들을 사랑한다면 양심에 따라 일어나 말하고 투표하세요.][크루즈의 지지를 원하지 않아요. 테드 크루즈! 집에 가서 쉬면서 즐기세요.]위대한 미국을 내세웠지만 공화당 전당대회는 백인중심의 차별과 편 가르기의 단면을 적나라하게 보여줬다는 평가가 나오고 있습니다.(영상취재 : 박은하, 영상편집 : 장현기)김우식 기자(kwsik@sbs.co.kr)※ ⓒ SBS & SBS콘텐츠허브 : 무단복제 및 재배포 금지☞ ""속옷까지 다 젖어""…소방관의 '지옥불' 사투"
9,2016-07-23,"독일 뮌헨 총기 난사, 최소 9명 사망·20여 명 부상",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=214&aid=0000649834,MBC,"[뉴스데스크]◀ 앵커 ▶독일에서 어른, 아이 가리지 않은 무차별 총기난사 사건이 발생해 최소한 9명이 숨졌습니다.◀ 앵커 ▶용의자는 이란계 독일인 청년인데요.경찰은 범행 동기와 배후가 있는지를 캐고 있습니다.뮌헨 현지에서 권순표 특파원이 보도합니다.◀ 리포트 ▶갑작스런 예닐곱 발의 총성에 한가했던 쇼핑센터 앞이 아수라장으로 변했습니다.이곳 뮌헨에서 어제저녁 6시쯤 총기난사사건이 발생해, 적어도 9명이 숨지고 스무 명 이상이 다쳤습니다.제 뒤로 보이는 저곳 맥도날드에서 음식을 먹고 있던 아이들에게 용의자는 총을 난사한 뒤, 건너편 쇼핑몰로 들어가며 계속 총을 쏘았습니다.용의자는 18살 난 이란계 독일인 청년으로, 2시간 반쯤 뒤 쇼핑센터로부터 1km쯤 떨어진 도로 위에서 숨진 채 발견됐습니다.[후버투스 안드레/뮌헨 경찰서장]""용의자 시신을 검시한 결과 스스로 총을 쏜 것으로 확인됐습니다.""범행 동기는 아직 밝혀지지 않고 있습니다.목격자들은 용의자가 신은 위대하다는 아랍어를 외쳤으며 외국인에 대한 적개심을 드러내는 욕설을 했다고 말했습니다.독일 경찰은 이번 사건을 '테러 의심 사건'으로 규정하고 조사 중이라고 밝혔습니다.또 부상자 가운데 서너 명은 위독한 상태라 이번 총기난사로 인한 사망자는 더욱 늘어날 수 있다고 덧붙였습니다.독일 뮌헨에서 MBC뉴스 권순표입니다.권순표기자 (kspja@imbc.com)[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]Copyright(c) Since 1996,MBC&iMBCAll rights reserved."
