,날짜,기사 제목,기사 링크,기사 출처,기사 내용
0,2011-07-18,사랑이 싹트는 청계천,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0005169009,연합뉴스,(서울=연합뉴스) 신준희 기자 = 밤까지 무더위가 기승을 부린 18일 오후 많은 커플들이 서울 청계천에 나와 더위를 식히고 있다. 2011.7.18hama@yna.co.kr<모바일 애플리케이션><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>
1,2011-07-18,욱일승천기 찢는 퍼포먼스,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0005168983,연합뉴스,"(서울=연합뉴스) 홍기원 기자 = 18일 오후 서울 마포구 서교동 홍대 걷고싶은거리에서 열린 '아, 대한민국!'거리공연에서 '대한민국과 결혼한 여자 고희정, 일본과 결혼한 여자 박지현'이라는 주제로 공연을 하고 있다. 이 공연은 한국과 일본관계에 대한 올바른 인식을 정립하기 위한 퍼포먼스이다. 2011.7.18xanadu@yna.co.kr<모바일 애플리케이션><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
2,2011-07-18,"AP통신 ""北대동강 수해사진 조작 의심""",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0005168742,연합뉴스,"AP통신이 조작의혹을 제기한 北대동강변 수해사진""포토샵 처리 흔적""…고객에 삭제 당부(서울=연합뉴스) 노재현 기자 = 미국 AP통신이 18일 자사가 이틀 전 송고한 북한의 대동강변 수해 사진이 디지털 기술로 조작된 것으로 의심된다며 고객에 삭제를 당부했다.문제의 사진은 북한 조선중앙통신이 15일 촬영해 16일 계약사인 AP 등에 전송한 것으로, 조작의혹이 사실로 드러날 경우 파장이 예상된다.해당 사진은 폭우로 대동강 주변의 도로가 완전히 침수된 상황에서 주민 7명이 걸어가는 장면을 담고 있다. 사진에는 대동강변 일대가 성인의 무릎 높이 이상으로 침수된 것으로 나타나있다.북한은 최근 장마전선의 영향으로 대동강 일대에 많은 비가 내렸고 홍수가 날 위험이 있다고 긴박하게 보도해왔다.그러나 AP통신은 이날 고객을 대상으로 공지한 `PHOTO KILL(사진 삭제)'이란 글에서 해당 사진에 대해 ""AP통신의 편집인들은 포토샵으로 처리된 것으로 의심하고 있다""며 삭제를 당부했다.AP통신은 사진이 조작된 근거로 침수도로를 보행하는 주민들의 다리 부분이 깨끗하고 바지에 흙탕물이 튄 부분이 적다는 점을 들었다.통신은 또 조선중앙통신의 이 같은 조작 의혹이 이번이 처음이 아니라 2008년에도 김정일 국방위원장의 사진을 조작한 의혹이 있었다고 전했다.AP통신의 주장대로 문제의 사진이 조작된 것이라면 북한이 국제사회의 지원을 노려 수해를 과장한 것일 수도 있다는 분석이 나온다.nojae@yna.co.kr<모바일 애플리케이션><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
3,2011-07-18,하늘을 나는 '물로켓맨'…보기만 해도 시원해,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=092&aid=0001984074,ZDNet Korea,"미국 뉴스에 출연한 ‘물로켓맨’이 시원하게 하늘을 날았다.씨넷은 美 폭스5 뉴스가 17일(현지시간) 생방송을 통해 샌디에이고 요트장에서 불꽃대신 물로 추진되는 시원한 물로켓 제트팩의 비행모습으로 시청자들에게 청량감을 선사했다고 보도했다.출연자가 어깨에 멘 것은 일명 ‘제트팩(jetpack)'이라고 부르는 추진장치다. 1991년작 영화 ‘인간 로켓티어’에 등장한 주인공의 제트팩은 불꽃점화를 이용해 추진력을 얻는다. 반면 뉴스 속 추진장치는 수압을 이용한다.이 물추진 로켓맨은 실수로 잠시 물에 빠지는가 했더니 곧바로 물속에서 솟구쳐 나와 하늘을 나는 모습으로 시청자들을 즐겁게 했다.▲ 하늘을 나는 물로켓맨제트레브사(www.jetlev.com)가 지난 지난 3월 출시한 이 추진장치(제품명 JetRev R200)는 가로97cm, 세로 89cm, 높이 54cm~62cm로 무게는 14kg이다. 속도는 시속 35km이며, 천천히 비행할 경우 약 세 시간 동안  공중에 떠있을 수 있다. 가격은 9만9천500달러(약 1억500만원)이다.앞서 지난 5월 말에는 특수 프로펠러를 이용해 뉴질랜드 마틴에어크래프트사가 만든 제트팩이 사람인형을 태운 채 1.5km 상공까지 시험비행을 마친 바 있다. 가격은 약 8만6천달러(약 9천100만원) 선이다.아래 동영상은 폭스5 뉴스의 영상과 실제 시연하는 모습이다.[관련기사]☞제트배낭 메고 하늘을 맘껏 날아봐손경호 기자 (sontech@zdnet.co.kr)▶ IT 세상을 바꾸는 힘 <메가뉴스>▶ IT뉴스는<지디넷코리아>, 게임트렌드는<게임스팟코리아>▶ 스마트폰으로 읽는 실시간 IT뉴스<모바일지디넷>[저작권자ⓒ메가뉴스 & ZDNet & CNET. 무단전재 및 재배포 금지]"
4,2011-07-18,"700만원짜리 흰색 아이폰4, 어떻게 생겼길래...",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=112&aid=0002211972,헤럴드POP,"순금으로 도금된 킨들, 120만개의 다이아몬드로 장식된 아이패드 등 최근 명품 수요층을 공략한 전자제품들이 속속 출시되고 있다. 이번에는 크리스탈로 장식된 흰색 아이폰4가 등장해 눈길을 끈다.스위스의 명품 전자기기 브랜드 ‘그레소(Gresso)’가 최근 7000달러(약 743만원)짜리 럭셔리한 아이폰 ‘레이디 블랑쉐 아이폰4(Lady Blanche iPhone 4)’를 선보였다.레이디 블랑쉐 아이폰은 다이아몬드로 덮여있는 것도, 값비싼 금속으로 장식된 것도 아니다. 단지 뒷면이 몇 개의 시계와 스와로브스키 크리스탈로 꾸며졌을 뿐이다.그렇다면 아이폰4의 기본 화면에 시계가 있는데 왜 또 시계를 세 개씩이나 탑재했을까. 이는 시계 장식이 단지 미관을 위해서라기 보다, 남들보다 많은 시간을 소유할 수 있다는 상징적 의미를 제공하는 것으로 풀이된다.레이디 블랑쉐의 뒷면은 6개의 구획으로 나눠져 있다. 이중 세 칸은 시계가 차지하고 있으며, 이들은 각각 뉴욕, 런던, 모스크바의 현지 시간을 가리키고 있다. 하나의 시계를 만드는 데 시계공 한 명당 수백 시간이 걸리는 것으로 알려졌다.나머지 세 칸은 스와로브스키 크리스탈로 장식돼 있다.고급스러운 사양을 완성하기 위해 진주와 다이아몬드로 코팅된 미네랄 글래스를 사용했다. 내장된 시계는 향후 10년 간 품질이 보장된다.<이혜미 기자 @blue_knights>ham@heraldm.com▶ 눈덩이 처럼 불어나는 아이폰 소송...그 끝은?▶ 버스 기다리며 아이폰 충전을?▶ “8월부터 판매사원…” 구인광고 속 아이폰5 출시일 나왔다?▶ 아이폰5 나올 시기에 아이폰4 새 광고가?▶ 스마트폰 사용자 93%, ""아이폰5 나오면 산다""▶ [오늘도 상한가]1천만원 계좌가 3억 된 사연은?▶ 차안에서 하루에 담배 3갑 피운 자동차 결국~- 헤럴드 생생뉴스 Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
5,2011-07-18,"""더위에는 계곡물이 최고""",https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005168482,연합뉴스,(춘천=연합뉴스) 이상학 기자 = 폭염의 날씨를 보인 18일 강원 춘천시 신북읍 계곡을 찾은 청소년들이 계곡물에 몸을 담그고 더위를 식히고 있다. 2011.7.18hak@yna.co.kr<모바일 애플리케이션><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>
6,2011-07-18,독일 전기車 ‘뮤트’ 얼마나 저렴하길래…,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=020&aid=0002261640,동아일보,"가벼운 무게로 ‘최저가’를 자랑하는 전기자동차가 곧 나올 전망이다.미국 자동차 전문사이트 월드카팬즈는 지난 14일(현지시간) 독일의 한 대학교에서 저렴한 전기차를 만들고 있다고 보도했다.독일 뮌헨공과대학교 직원 20여명과 학생 200여명이 개발에 참여하고 있는 것으로 알려진 이 전기차의 이름은 ‘뮤트’. 미쓰비시의 ASX와 동일한 디자인으로 오는 9월 열리는 프랑크푸르트 국제모터쇼에서 처음 공개될 예정이다.뮌헨공과대학교 자동차공학과 마크 리엔캄프 교수는 “전기차에서 가벼운 무게는 필수”라며 “무게가 더 나갈수록 많은 전기용량이 필요하기 때문에 생산비용이 증가하는 것”이라고 말했다.뮤트는 후륜구동에 리튬이온 배터리를 사용한다. 한 번 충전으로 100km의 주행이 가능하며 최고 120km/h로 달릴 수 있다. 길이는 3.5m이며 무게는 몸체 400kg, 배터리 100kg으로 총 500kg이다. 아직 정확한 판매가는 공개되지 않았지만 가벼운 무게에 비례해 낮게 책정될 것으로 예상되고 있다.대학의 한 관계자는 이 자동차가 모든 테스트를 통과했다고 말했다. 프랑크푸르트 국제모터쇼 기간에 자동차를 전시하고 모든 세부사항에 대해 발표할 예정이다.한편 독일 정부는 지난 15일 “자동차를 처음 만든 독일이 전기차 분야에서도 시장 리더이자 선도적 공급자가 돼야 한다”며 “앞으로 2년간 10억 유로(약 1조5천500억 원)를 투입해 전기차 개발을 지원할 방침”이라고 발표했다.김진하 동아닷컴 인턴기자 jhjinha@naver.com▶ 르노삼성차, 준대형 세단 ‘올 뉴 SM7’ 마침내 공개▶힘 좋고 잘 빠진 놈, BMW ‘뉴 X3 xDrive 20d’▶ 헉! 보닛에 경찰 매단 채 ‘위험한 질주’▶ 10월 출시 신형 캠리, 쏘나타에 바짝 긴장▶ [깜짝車] 중국 짝퉁 SL로드스터?충격이다![화제의 뉴스]- 이건희 회장 ‘3번째 위기론’ 어딜 가리키나- 北 기정동에 개성공단 근로자들이 살고 있다?- 일본, 女축구 월드컵 아시아 첫 우승- 메시도 구하지 못한 아르헨, 18년째 눈물- 모바일 메신저 쏟아내도 카카오톡 못 이긴다?- 한국어경연 입상 美소녀…“전생에 한국 공…- [화보] 여대생들, 속옷만 입고 ‘엽기 시위’- [화보] 임수향 시구 ‘8등신 몸매 돋보이는 핫팬츠’"
7,2011-07-18,방학이다,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005168142,연합뉴스,(인천=연합뉴스) 하사헌 기자 = 18일 오전 인천시 부평구 부평서초등학교 어린이들이 방학식을 마치고 즐거운 표정으로 운동장을 뛰어나오고 있다. 2011.7.18toadboy@yna.co.kr<모바일 애플리케이션><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>
8,2011-07-18,경남 하동서 세계 최대 육식공룡 이빨자국 발견,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0005167976,연합뉴스,"경남 하동서 세계 최대 육식공룡 이빨자국 발견(부산=연합뉴스) 경남 하동의 중생대 백악기 초기 후반부 지층에서 나온 초식공룡 '부경고사우루스'의 꼬리뼈에서 세계 최대 규모의 육식공룡 이빨 자국(왼쪽)이 발견됐다. 오른쪽은 날카로운 W자 형태의 이빨 단면을 선명하게 보여주기 위해 확대한 사진이다. << 지방기사 참고, 부경대 제공 >> 2011.1.1youngkyu@yna.co.kr부경대 백인성 교수 연구팀, 길이 17㎝, 폭 2㎝, 깊이 1.5㎝ 크기연구 결과 세계적인 학술지에 게재(부산=연합뉴스) 민영규 기자 = 경남 하동에서 세계 최대 규모의 육식공룡 이빨자국이 발견됐다.부경대 지구환경과학과 백인성 교수 연구팀은 18일 경남 하동의 중생대 백악기 초기 후반부(약 1억2천만년전)의 지층에서 나온 초식공룡 '부경고사우루스'의 꼬리뼈에서 지금까지 보고된 육식공룡의 이빨자국 가운데 가장 길고, 두꺼운 것을 발견했다고 밝혔다.길이 17㎝, 폭 2㎝, 깊이 1.5㎝ 규모로 육식공룡이 부경고사우루스의 사체를 뜯어먹는 과정에 남겨진 것으로 추정됐다.이 육식공룡의 이빨은 2개가 나란히 발달돼 있고 단면이 날카로운 W자 형태였다.백 교수는 또 부경고사우루스의 꼬리뼈에서는 이번에 발견된 이빨 외에도 여러가지 모양과 크기의 이빨자국이 나왔다고 밝혔다.백 교수는 ""백악기에도 오늘날 육식동물의 먹이형태와 비슷하게 다양한 크기의 육식공룡이 초식공룡의 사체를 차례로 뜯어먹었다는 의미여서 육식공룡의 먹이형태 연구에 새로운 단초를 제공한다""고 말했다.교육과학기술부와 한국연구재단의 지원을 받은 이번 연구결과는 지난 13일 세계적인 학술지인 '고지리, 고기후, 고생태' 인터넷 판에 게재됐다.youngkyu@yna.co.kr<모바일 애플리케이션><포토 매거진><저작권자(c)연합뉴스. 무단전재-재배포금지.>"
9,2011-07-18,'분양을 위해서라면'…마당쇠 자처하는 건설업계,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=008&aid=0002575159,머니투데이,"[머니투데이 지영호 기자][[머니위크]“이젠 고객감동 맞춤형 서비스 시대”]주택건설업계가 ‘마당쇠’를 자처하고 있다. 집안 대청소, 마트 장보기는 물론 주변 영어학원 정보 비교, 여름휴가 여행계획 짜기, 가족 건강 관리, 재테크, 법률 컨설팅까지 입주자가 생활에서 고민하는 부분을 미리 챙겨주는 서비스가 늘어나고 있다. 그동안 계약이 끝나면 나몰라라 하는 주택건설업계의 관행을 볼 때 참신한 변화다.이유는 결국 분양과 직결된다. 수도권을 중심으로 식어버린 분양열기가 좀처럼 되살아나지 않으면서 차별화된 아파트 서비스로 돌파구를 마련했다. 아이디어 경쟁으로 확장되고 있는 주택건설업계의 주거 서비스 경쟁을 살펴봤다.◆집안 청소는 기본, 부엌칼까지 간다황사가 집중되던 올 봄, 몇몇 건설사는 철근과 콘크리트 대신 청소용품을 꺼내 들었다. 평소 주부들이 닦기 힘든 유리창 외부를 대신 청소해주자는 생각에서였다. 좋은 조망권을 가지고 있어도 황사에 찌든 창 때문에 커튼을 치고 살아야 했던 주부들이 서비스에 환호한 것은 당연한 일이었다.‘e 편한세상’의 대림산업은 지난 2003년 업계에서 처음으로 입주자 주거 서비스인 ‘오렌지 서비스’를 도입했다. 주부들이 어려워하는 집안 일을 직접 관리해주겠다는 내용이었다.집안 내부 청소를 대신해주는 청정공간 서비스, 조경을 대신 관리해주는 초록마당 서비스, 닦기 힘든 외부 유리창을 대신 청소해주는 맑은 하늘 서비스 등을 제공한다. 더불어 입주민들이 단지 내에 있는 커뮤니티 시설을 6개월 동안 무료로 이용할 수 있는 ‘더 로하스 서비스’도 있다.일찌감치 오렌지 서비스를 도입한 대림산업은 홍보 전략인 ‘진심’ 시리즈와 함께 고객 감동에서 선점하고 있다는 평가를 받고 있다.GS건설은 1년 전부터 ‘칼갈이’ 서비스를 선보였다. 입주 1~3년차에 접어든 자이 아파 단지를 대상으로 7월 ‘반포 자이’를 시작으로 2만4500가구에 대해 칼갈이 서비스를 진행하고 있다. GS건설의 특화 서비스는 2006년부터 시작한 ‘자이 플러스원’이다. 진드기 제거 서비스, 욕실 클리닝 서비스, 주방 클리닝 서비스 세가지 중 한가지 서비스를 선택할 수 있다.현대산업개발 역시 내년부터 칼갈이 서비스를 도입한다. 네일케어부터 칼갈이까지 아이파크 입주 1, 3, 5년차 23개 단지 1만5447가구에 11월까지 ‘아이파크 서비스’를 진행한다.주거 서비스의 후발주자인 SK건설도 색깔있는 서비스를 진행 중이다. 2006년부터 5개 테마로 구성된 ‘비타민 서비스’는 ‘SK뷰’ 입주자만이 누릴 수 있는 서비스다.전문강사가 단지를 방문해 체조·명상 등을 강습하는 비타민A, 홈페이지에서 계약·입주고객들을 대상으로 50종의 인기잡지를 무료로 제공하는 비타민B, 입주 1∼3년차 단지를 대상으로 침실·주방·욕실 등을 청소해주는 비타민C, 입주민과 함께 DIY 제작 강좌를 여는 비타민D, 입주시점에 필요한 모든 행정처리 및 입주절차에 대해 지원하는 비타민E 등 입주자 편의를 위한 서비스를 착실히 준비했다.특히 6월부터는 장마철 자주 발생하는 곰팡이나 진드기를 제거해주는 비타민C 서비스가 인기다. 6월1일 수명산 SK뷰와 충정로 SK뷰에 비타민C 서비스를 시작한 데 이어 9월까지 전국 12개 단지에서 순차적으로 진행할 예정이다.포스코건설이 부산 서면에 짓고 있는 ‘서면 더샵 센트럴스타’의 경우 발레파킹 서비스와 세차, 간단한 정비를 돌봐주는 자동차 관리 서비스에서 홈파티·생일 등 집안 행사에 음식을 차려주는 케이터링 서비스, 하우스키핑 서비스를 1년간 제공한다. 특히 분양 시 체험 이벤트로 선보인 하우스키핑 서비스는 고객들로부터 큰 인기를 얻어 계약으로 이어지는 사례가 적지 않다는 것이 회사 측의 설명이다.◆지방 아파트에는 강남학원이 즐비지난해 충북 청주에서는 강남학원이 들어서 화제가 됐다. ‘지웰시티’ 단지 내에 에듀센터가 만들어지는데 서울의 유명 학원이 유치됐기 때문이다. 분양 주체인 신영은 종로엠스쿨 등 서울의 유명학원을 유치하고 자녀 수에 상관없이 수강료의 75%가량을 할인해주는 혜택을 입주자에게 제공했다. 국어·영어·수학·과학·사회 등 5과목의 교육비를 입주기간 종료일부터 2년간 무상으로 지원하기로 했다. 게다가 신규계약 가구 당 1명씩 약 1개월간의 해외연수 프로그램도 무상으로 지원하고 있다.벽산건설의 ‘안성공도 블루밍 디자인시티’는 커뮤니티 시설에 종로엠스쿨을 유치하고 입주민 자녀에게 2년간 무료 수강혜택을 주기로 했다. 입주민 자녀들은 종로엠스쿨 온·오프라인 통합 교육서비스를 받을 수 있다.한화건설이 대전 유성구 지족동 노은4지구에 공급하는 ‘노은 꿈에그린’은 대치미래교육㈜과 계약을 맺고 아파트 단지 내 상가에 ‘대치 에듀센터’를 설립했다. 대치동, 도곡동을 비롯한 서울 강남권 유명 학원 강사들이 직접 교육 서비스를 진행한다. 입주 후 2년 동안 한화건설이 비용을 일정부분 부담한다.롯데건설의 ‘신동백 롯데캐슬 에코’는 입주민들을 대상으로 단지 내 입점한 영어교육기관 ‘삼육어학원’의 우선등록권, 수강료 할인 등의 혜택을 제공하고 있으며, 한림건설의 ‘메트로시티 데시앙한림풀에버’는 단지 내에 별도의 교육시설을 마련, 종로엠스쿨과 페르마수학, 대덕영재교육원 등을 유치해 운영 중이다.◆건강 챙겨주는 고객감동 서비스도벽산건설의 ‘위시티블루밍’은 커뮤니티센터 인근에 위치한 일산 동국대병원과 연계해 입주민들의 건강까지 챙길 수 있도록 건강상담사가 상주하는 자가검진실 등 고급호텔 VIP회원급의 서비스를 제공한다.‘블루밍 더클래식’은 경희대학교 동서신의학병원과 연계해 24시간 응급의료 및 건강증진을 위한 메디컬 존을 설치했다. 진료실, 처치실, 물리치료실, 약국 등의 시설에 가정의와 24시간 교대 간호사가 상주하며 신속한 응급의료 활동을 벌이고 개인별 맞춤 건강관리와 건강강좌를 제공한다.올 2월 분양한 카이저는 단지 내 헬스케어센터를 배치, 양산 부산대학교병원과 협력해 전문 경력 간호사 1명이 1년간 상주한다. 병원 진료예약 대행, 건강기록 관리, 할인혜택, 주기적 건강생활강좌 진행 등의 서비스도 제공할 계획이다.벽산건설의 ‘위시티블루밍’은 최근 입주민을 위한 ‘집들이 파티 VIP 서비스’를 시작했다. 이 서비스는 위시티블루밍 입주자라면 고객만족팀을 통해 누구나 신청할 수 있다. 위시티블루밍 입주자들이 집들이 파티 서비스를 신청하면 업체는 이 아파트 커뮤니티센터 안에 있는 연회장을 이용해 파티데코레이션, 웰컴 샴페인, 디너케이터링 등과 같은 다양한 프로그램을 준비해 준다.SK건설의 그레이스힐도 다양한 서비스를 제공한다. 헬스케어 서비스는 물론 하우스키핑 서비스, 민원대행 서비스, 부동산·법률·재테크카운셀링·여행 지원서비스 등 실제적으로 필요한 맞춤형 서비스를 제공하고 있다.커뮤니티시설 전문 컨설팅업체인 디올의 조제우 대표는 “고객감동을 주기 위한 서비스의 영역이 제한된 유형의 시설뿐만 아니라 개인별, 연령별, 세대별, 시·공간을 초월한 1년 365일 유·무형의 맞춤형 서비스로 진화하고 있어 그 수요 또한 계속 증가할 것”이라고 전망했다.[머니투데이 핫뉴스]☞은퇴걱정 40~50대 '아빠들',  연금복권 싹쓸이☞신형 'SM7' 공식발표 '3000만~3900만원대' 결정☞보아·강타, 에스엠 주식으로 얼마 벌었을까☞[시승기]""올뉴 SM7, 튀지 않는 편안함""☞밀려드는 시신에 '기계도 사람도'…▶ 급등이 임박한 종목 '오늘의 추천주'▶ 상위 0.1% 주식 투자기법! 오늘은 바로 이 종목이다!▶ 오늘의 증권정보 '상승포착! 특징주!'재테크주간지 머니위크 [바로가기]지영호기자 tellmetoday@<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
